ID	apKa1	bpKa1	atoms
1181764	5.88	0.38	7,5
3236862	14.57	10.33	11,4
3236865	10.52	2.92	21,23
3236897		7.60	22
3236920	9.75	-3.07	15,14
678599	8.92	-3.05	19,8
3236955	14.41	5.02	21,12
3236971	12.01	4.22	8,12
3236976	12.59	0.48	18,14
3236977	10.88	-3.05	5,13
3236985		7.03	8
3236988	11.86	7.83	11,18
678099	7.24	8.68	11,13
3237083	15.42	-0.15	5,7
3237100	5.27	-1.05	22,15
2152425	19.15	0.86	24,10
3237110	8.20	-0.90	17,9
3237128	10.78	-4.35	15,14
3237136	8.12	4.28	10,23
3237144	19.04	-3.54	13,12
3237153		-0.78	12
3237165		0.32	6
5771317	10.90	4.75	9,26
3237178	3.56	1.09	27,24
3237181		-5.87	8
3237182	12.75	-0.84	6,14
3237195	9.22	-2.59	20,19
685677	9.14	0.12	11,6
3237202	7.97	-0.09	5,15
3237217	12.71	4.38	19,24
3237246	10.75	-2.45	11,7
3237253	9.91	-2.02	18,22
1304709	10.34	4.47	9,11
3237265	14.84	-0.00	16,8
3237300	12.41	-1.89	9,5
3237305	15.67	8.23	16,22
3237314	9.49	-5.51	17,17
718920	13.45	-2.39	20,12
3237345	8.56	0.54	19,4
715064	13.54	-0.73	13,10
3237354	11.94	0.76	13,19
3237362	13.63	-0.28	2,14
3237365	17.33	9.51	7,4
5771321	12.04	-1.82	20,7
3237391	12.92	2.67	7,23
3237405	14.60	4.13	10,8
2866118	8.27	5.08	11,16
5771322	12.10	4.90	24,20
3237440	14.67	1.25	20,10
3237443	15.63	8.40	15,18
722251	12.87	-0.54	17,11
3237453	14.85	7.71	15,17
5771325	14.54	1.62	9,7
3237481	13.35	-6.96	8,10
3237485	10.34	4.84	8,14
3237524	10.89	-3.06	4,12
3237528	12.42	-2.32	21,10
3237542	3.75	1.35	16,11
3237543	19.71	2.84	9,19
3237552	15.57	-1.03	15,21
3237557	3.63	-2.69	17,13
2909291	12.45	-4.47	9,11
3237565	11.85	-0.05	15,12
3237572	11.22	4.89	17,14
3237590	15.16	-4.22	4,6
3237599	13.42	4.14	13,4
3237605	9.53	-3.07	15,14
3237618	11.14	-2.78	15,22
3237634	10.81	-2.12	16,6
3237635	15.71	6.74	7,26
3237688	8.12	7.16	16,23
3237707		2.15	16
6323835	8.36	-1.60	17,8
3237724	12.14	-0.98	6,9
3237725	12.72	-2.20	5,12
3237727	11.40	0.30	10,7
3237739	14.09	0.28	19,4
3237744	8.82	5.43	17,24
3237754		-0.56	14
3237758	12.18	-0.24	16,8
3237786		2.36	8
2152426		0.98	10
3237813		0.09	17
3237829	10.59	0.75	17,9
3237832	15.73	4.56	13,10
3237836	18.74	-1.16	19,10
606400	10.60	2.28	5,12
3237860	6.87	1.63	17,15
3237863	14.86	9.79	10,5
3237873		3.34	13
3237903	17.82	3.23	12,8
3237908	11.29	2.44	9,18
3237939	11.76	1.43	17,12
3237952	11.95	0.76	12,18
714521	4.45	-4.61	18,3
3237997	12.02	-1.47	13,12
3238017		3.21	15
3238021	13.37	-1.34	4,6
5771339	11.93	5.70	3,14
3238049	14.67	4.14	8,4
3238064	14.56	4.14	5,11
3238071	10.33	3.85	17,26
3238096	13.22	0.03	6,20
3238111	8.42	-0.71	7,5
3238112	14.66	6.40	15,8
3238115		-1.35	17
3238146		2.84	17
3238148	11.07	1.13	13,16
3238158	5.27	3.20	27,3
3238167	3.64	-1.38	15,12
3238192	17.55	2.41	13,9
3238211	3.34	4.83	13,23
3238227	6.87	1.63	15,13
3238233	18.20	8.03	14,11
3238290	9.20	-3.09	15,14
3238292	11.28	-2.45	9,16
757007	3.83	-4.42	16,10
3238300	3.54		23
3238340		-1.01	25
3238359	12.29	9.40	11,21
3238395	13.77	7.37	5,9
3238411	19.63	6.96	22,23
3238452	10.56	2.92	21,23
3238499	12.76	1.41	23,11
3238509		1.47	12
3238513	11.37	-2.62	9,11
3238517	8.10	-3.83	9,19
3238567		5.07	18
5771356	9.70	-1.71	20,22
3238604		6.42	31
3238620	14.02	-2.44	8,10
3238637	10.84	-9.00	10,12
3238652	13.63	1.84	17,16
5771358	10.78	1.89	7,8
3238669	10.73	-0.71	12,11
3238694	14.55	6.13	18,21
3238730	9.45	-0.83	9,17
3238734	13.71	-5.17	10,9
223824		-6.93	14
3238773	10.40	-2.21	11,15
748847		4.18	2
3238785	8.70	0.23	6,15
3238792	14.62	4.45	5,14
3238812		-1.04	7
3238816	14.11	-3.19	17,17
717668	9.31	-1.50	13,6
3238842	17.60	4.71	12,19
3238850	12.02	-0.60	13,18
3238851	12.21	-1.22	5,8
3238881	15.57	-0.40	18,7
715260	11.13	3.51	13,20
3238908		6.48	17
3238913	13.42	-0.05	15,12
3238953		3.31	19
3238963	14.56	-0.20	13,16
698541		-3.43	13
3238982	12.01	7.83	9,16
866971	8.33	-1.20	9,17
674163	7.84	-4.84	15,7
3239013	14.23	9.45	14,7
3239025		-0.88	13
3239031	4.21	-1.38	25,20
3239056	15.60	8.50	11,2
3239068	8.49	3.43	22,13
3239073	15.15	-1.27	14,13
3239074	14.27	6.25	17,20
5392452	10.30	3.27	9,22
3239084	14.07	3.65	14,8
3239112	8.10	4.28	8,21
3239115		6.17	20
6603309		3.85	5
685244	12.45	-4.36	10,12
3239130	14.08	1.44	9,15
3239144	10.56	2.92	21,23
3239146	16.18	-1.40	6,5
3239148	10.74	-4.21	23,22
3239169	9.02	-1.41	15,11
3239181	12.43	-2.18	13,26
3239194	12.96	0.50	13,8
3239233	4.97	9.36	17,3
3239273	10.70	-0.40	12,11
2925182	11.95	4.37	7,5
3239277		6.42	4
3147456	6.48	-3.42	11,15
3239288	3.45	1.38	6,13
3239295	2.73	-7.67	14,6
3239301		0.49	13
3239309		3.21	19
3239315	13.32	-2.89	8,23
3239323	15.23	7.33	14,18
3239329	7.70	1.37	8,22
3239336	15.08	-1.06	8,14
3239359	13.80	-4.99	17,16
101181	3.92	-4.90	5,6
3239372	9.91	-4.38	15,12
54693395	7.60	-1.07	21,17
5771374	12.57	-0.38	12,16
5400198	17.48	-4.24	18,20
3239428		2.09	16
3239430	11.29	-6.58	10,12
741378		-2.51	8
3239474	14.28	0.44	19,4
3239496	8.76	0.66	18,4
3239498	13.31	4.91	10,5
3239499	12.09	0.16	9,15
3239509		-3.27	17
3239543	13.23	5.91	16,10
5771376	9.99	-0.97	10,12
3239565	12.66	4.82	18,24
719070		-5.39	5
3239587	12.02	0.98	27,10
3239613	5.81	-1.21	11,13
3239620	11.06	-3.47	19,15
3239624	12.82	-0.88	23,15
3239626	14.42	8.41	24,4
3239631	10.72	5.14	20,3
684679	9.61	3.84	10,19
3239637		-2.60	4
3239643	7.80	-2.69	10,4
3239645	14.59	5.97	16,19
3239654	12.93	-2.91	18,24
3239657	19.71	1.56	9,19
3239659	8.04	-1.27	20,13
3239672	8.55	5.03	10,25
3239690	10.18	-1.47	16,12
3239699	9.90	-4.01	15,28
3239705	13.15	-6.97	9,11
3239707	14.19	1.71	9,16
3239709		3.43	22
3239722	13.10	-4.19	24,23
3239725		-0.96	16
684970	12.60	0.24	17,9
3239757		3.31	15
3239781	7.40	3.29	15,20
998899	9.33	7.66	32,8
3239791	13.72	-1.77	14,8
1510815	14.10	2.67	29,10
3239797		-0.85	14
3239837	16.49	2.03	1,10
6603521	16.24	7.19	13,2
3239895	10.55	3.21	15,13
3239900	8.76	0.34	17,4
3239908	14.92	0.66	22,4
3239914		1.38	13
3239915		1.32	7
3239954		2.83	16
3239961	12.32	5.69	18,9
3239976	16.13	-1.48	13,15
1266388	12.57	-0.56	14,8
3239993	19.42	1.56	21,8
3239997	12.67	-1.81	13,18
3240007	9.86	4.77	13,16
3240023	14.76	4.14	11,18
1267735	12.78	5.32	14,11
3240030	8.69	0.24	23,8
3240090	11.62	-1.77	14,3
3240093		-2.94	8
3240094	14.52	-0.05	15,10
3240105	12.72	-2.25	5,12
1201476	10.94	-1.53	17,7
3240136	12.19	-6.64	14,13
742810	12.02	1.94	8,7
715715		-0.91	16
3240174	3.36	-2.69	19,15
3240186	19.96	-2.12	13,30
705105		-4.88	3
3240232	11.11	-0.10	12,22
3240236	13.88	-1.78	4,6
3240267	15.75	-1.34	15,12
2786572		-2.97	15
5468163		6.37	5
135005		-0.57	15
1150890	14.73	-1.03	17,13
605292		-0.07	12
3240316		-0.50	8
3240319	8.49	4.01	12,30
3240349	12.46	-5.48	17,16
3240381	16.15	-1.11	13,15
3240399		1.95	4
3240414	13.18	-3.62	14,13
3240432	17.20	3.91	12,13
3240443	14.53	1.71	14,10
690246	10.09	-1.07	9,13
3240467	15.37	-1.10	14,8
3240476	11.85	5.92	9,24
3240500	9.91	8.52	19,3
3240524		1.47	9
3240529	3.80	-4.06	25,11
3240530		2.25	7
3240544		1.31	8
3240558	15.24	8.01	23,15
3240582	14.57	1.40	18,13
3240601		0.31	5
3240627	7.87	-1.38	21,11
3240659	19.25	-4.00	15,17
3240663	12.80	-2.17	9,16
3240665	6.90	3.48	11,13
564795		-2.29	6
3240669	10.77	-0.71	4,6
3240677	3.66	-1.63	20,8
698373	10.28	5.70	22,11
2771368	3.34		4
2927070		-1.70	16
1104762	6.50	1.95	16,14
3240776	9.75	4.72	5,8
3240794	3.91	-3.68	15,12
3240801	8.31	-1.07	12,10
3240818		-0.91	8
1263621	11.23	1.94	10,6
3240836	8.81	-4.61	12,2
3240839	14.10	6.53	12,22
3240846	9.70	-3.91	15,8
3240859	8.76	9.69	14,4
3240913	11.92	2.58	9,17
3240921	5.27	3.42	27,7
3240947	14.02	-1.07	9,8
3240958	12.84	-2.26	3,26
3240959	11.76	4.37	18,23
3240975	15.09	-4.39	9,11
3240987		0.28	21
3240989	10.77	-2.90	10,4
3240990	13.24	7.78	17,6
3240994		1.98	14
3241000	9.92	-1.39	15,19
752452	10.40	7.93	7,17
3241018		0.82	13
3241027	14.91	-2.20	17,16
3241034	10.62	-0.44	14,16
3241043		-0.12	11
3241056	12.69	0.21	8,13
3241070	14.32	-1.24	18,17
3241074	14.98	-4.55	13,2
3241087	11.07	-2.98	13,9
5771402	11.94	0.91	9,20
3241127	10.77	-4.88	12,3
3241128		-3.22	18
3241138	13.68	5.37	20,23
3241143		-2.19	14
3241165	11.65	3.44	13,16
3241174	9.48	-0.69	7,12
5292846	9.98	-4.87	21,19
1518984		-0.33	11
3104616	14.82	-0.98	14,13
3241233	15.28	5.91	13,16
3241242	14.71	4.11	19,17
66738	19.76	2.25	14,14
68487		4.92	5
3241301	13.52	4.27	20,14
2733295	3.64	-1.98	16,3
3241353	13.96	1.52	5,7
700794	12.53	4.36	10,15
3241404	14.44	2.93	15,11
3241461	10.58	-0.29	19,11
2972179	3.28	9.22	17,2
3241479	4.04	-5.17	18,12
3241490	14.91		6
3241493	11.72	3.38	12,10
3241497	14.09	6.53	12,22
3241505	13.81	3.52	20,9
3241522	5.28	3.77	29,9
744264	15.45	5.01	24,14
3241555		0.90	10
3241582	8.48	-1.47	6,10
3241624	14.83	-1.29	18,13
3241631	15.02	4.82	15,21
676595	9.98	4.33	7,15
3151386	15.27	4.09	25,2
3241647		-0.13	14
3241663		-2.08	29
339661		-5.21	18
3241670	12.29	4.63	13,2
3241690		-1.20	8
3241709	14.79	4.82	11,17
747239	13.90	0.62	20,9
137479	14.99	-7.09	10,5
3241727	14.99	-2.07	16,15
839995	8.38	2.00	16,14
3241755	9.53	-3.03	21,20
3241767	13.98	4.37	10,14
3241776	13.87	-2.48	10,9
3241797	7.65	0.75	16,8
3241814	14.71	2.19	18,7
3241819		5.26	14
3241821	16.22	-4.52	3,30
619280	11.81	2.66	9,3
3241864	13.07	-4.72	11,2
2134777	12.09	0.16	9,15
3241878		1.42	11
3241907	16.03	-0.45	26,17
5771415	13.10	0.32	17,11
3241951	14.99	-0.89	13,15
3241956	11.73	-1.72	9,14
2053792	7.04	0.47	14,7
714398		7.15	4
3242025	9.94	-1.28	12,9
3242027	15.46	-0.25	4,6
3242055		1.39	12
2641318	8.46	4.47	17,12
81146	3.60	-4.87	20,8
3242100	14.98	8.48	11,2
3242127		-1.95	12
3242156	9.91	-1.42	18,22
3242163		7.01	18
3242165	14.48	4.14	5,11
3242187		3.43	18
3242207	7.61	-5.32	13,8
5771422	8.96	1.05	17,11
3242244	14.06	-0.89	20,14
3242274	11.79	2.39	17,5
3242279	12.92	0.74	6,10
3242293	13.01	4.29	21,15
3242305	10.39	-1.47	11,24
3242306	11.17	2.67	7,23
1069530	11.11	-2.76	22,29
3242321	14.96	-1.69	22,21
3242349	10.58	-1.73	7,6
2924548	9.66	-1.21	8,12
3242371	15.19	-0.03	19,12
3242372	12.09	-3.78	10,12
5764553	11.42	0.48	18,15
3242379	8.49	2.22	24,9
3242388	11.93	4.85	19,30
3242389	7.76	6.86	8,29
3242391	17.55	2.15	13,9
5771428	10.54	3.75	7,25
3242396	15.18	-2.20	17,16
3242406	14.34	7.85	10,2
3242412	12.01	5.51	9,13
3242422	11.12	-0.66	13,18
3242433	14.57	6.88	18,22
177728	15.37	5.16	14,17
3242475	11.31	-4.89	11,18
3242491	12.65	4.82	7,27
866705	10.66	4.84	18,12
3242498	12.17	-0.05	15,12
3242503	2.94	-3.03	13,9
1521222	3.55	-3.95	28,18
3242532	13.25	-3.61	11,10
3242598		-2.04	18
3242617	13.52	4.27	19,13
715872	10.76	1.81	11,7
3242631	13.48	1.38	14,12
5771432	10.82	2.99	7,14
3242673		1.33	17
2992168		2.04	16
3242682	11.11	1.39	7,17
2189636	8.87	-0.75	20,8
5373998	8.53	2.60	11,13
70766		5.48	5
3242715	13.78	-4.87	11,10
3242716		3.34	13
2972762	10.06	-2.95	17,13
3242749	13.69	5.03	27,22
2055020	7.89	-5.57	17,12
599987	13.47	-2.13	25,22
3242768	13.64	7.31	9,16
3242772	2.69	-6.32	20,21
3242776	14.96	9.04	6,2
3242777	13.39	-1.33	15,9
3242792	17.46	2.78	12,8
3242798	15.63	0.42	18,7
3242805	14.98	0.34	13,15
3242845	7.36	2.69	6,23
729251	8.72	0.26	8,10
3242883	11.04	2.66	15,13
3242906		4.15	4
68261		3.74	11
3242936	7.83	-1.92	6,5
3242946		-3.27	17
5771437	12.68	1.15	9,17
3242966	15.54	7.78	15,19
3242978	17.07	5.36	13,14
3242983	13.99	6.35	25,17
3242993	5.36	6.35	14,16
2804810	13.55	6.79	7,17
1240718	13.88	-2.33	5,13
3243014	5.28	-1.45	22,9
3243023	13.43	-1.73	22,21
3243045	13.32	-1.03	11,18
3243057	12.03	-1.02	19,20
3243077	12.05	4.78	8,7
5764634	14.19	5.86	19,22
3243103	11.70	-1.34	6,19
3243112		-0.67	17
3243115	12.10	7.99	18,9
3243117	12.10	-2.28	8,16
3243127	12.07	-0.07	8,14
3243158		0.54	10
707391		-2.04	8
3243181	14.89	5.93	11,21
958894		4.34	18
3243206		2.24	15
3243207		5.26	15
3243211	15.05	7.50	12,25
3243226	11.09	3.11	9,19
3243240		2.28	16
694194		3.23	20
2052768		1.93	14
3243283	15.27	8.37	9,3
686110	12.61	-1.57	4,15
3243318	11.79	0.97	27,11
3243358	12.86	-4.81	15,4
3243373	5.27	3.42	21,7
2152384		0.93	10
3243397	12.30	1.51	11,14
3243398	8.51	-2.17	17,9
609231	8.75	4.13	7,24
3243405	13.03	-4.61	10,26
3243410	10.66	0.30	17,12
3243415		3.38	2
3243424	10.10	-0.42	5,6
3243426	12.68	-2.75	8,6
1246518		4.85	19
3243433	7.59	5.74	9,29
2872630	7.81	-1.47	22,12
3243454	12.10	-2.49	6,17
747498	12.81	3.26	10,6
3243485	8.11	-6.20	19,10
600980	13.50	-1.99	7,8
3243496	12.26	5.89	10,17
3243500		-2.50	9
3243507	12.71	2.67	6,21
3243508	9.01	-3.46	17,12
3243514	12.24	-0.05	20,13
750066	4.06	9.56	17,11
3243545		-1.43	11
3243590	18.20	1.62	11,5
3243599	14.41	4.14	18,25
2133145	12.52	-8.05	6,9
3243615	12.95	0.47	21,7
3243623	13.44	-0.77	18,12
3243636	14.70	2.07	5,11
1826320	14.77	4.14	19,26
3243650	12.01	5.91	9,16
3243652	11.40	0.30	10,7
232388	3.77		18
3243676	13.17	0.42	6,17
3243716	12.18	1.68	13,3
5771455	11.94	-1.82	22,7
3243742	14.91	-1.16	7,21
3243751	11.58	0.16	21,16
3243758		-0.97	3
3243772	14.81	7.78	16,20
3243795	9.37	4.35	7,11
3243797	9.21	-2.68	23,12
3243819		-1.72	14
757187	15.38	-1.06	14,6
3243841	12.83	4.27	21,15
3243842	11.80	0.34	22,13
3243869	5.25	-2.88	20,31
9555296		0.07	12
3243894		1.88	16
3243899	13.52	5.33	22,16
3243900	13.68	-2.60	20,26
3243906	17.60	2.95	16,12
3243918	13.74	4.82	17,23
3243935	6.70	1.26	17,15
3243949	8.76	-0.23	11,6
3243958	10.56	-2.59	17,13
3243959	15.27	5.91	13,16
3243961	19.27	-3.73	12,14
1010280		-0.87	22
3244010	10.42	0.77	15,4
223042		-4.30	2
3244032		0.03	8
69089	10.79	3.16	5,12
3244046	12.91	6.96	21,2
3244066	10.15	-1.10	16,8
3244072	6.75	-3.43	9,8
3244097	12.46	-4.89	14,2
3244103	15.46	8.01	23,15
3244105	14.00	2.67	4,19
3244106	18.05	2.10	8,11
3244107	11.07	-3.49	16,17
3244121		3.62	23
3244122	7.86	-1.43	20,11
3244137	12.65	-2.05	7,10
3244150		0.99	8
3244151	12.85	5.54	22,11
1261908	14.70	-3.42	13,17
3244163	11.26	1.35	18,13
3244179	13.01	-2.33	11,13
1720681	6.83	-4.37	11,26
3244239	14.52	-0.67	8,10
1002592	14.61	6.25	14,17
3244268	10.35	0.07	7,3
3244283	9.63	-1.47	16,12
3244285		0.61	15
539709	9.58	-3.61	8,6
3244305	13.43	7.72	19,29
3244309	14.20	10.33	11,4
3244312	13.50	-0.05	9,15
3244317	13.66	3.52	18,9
3244361	9.85	-0.22	12,6
3244392	17.08	-0.52	20,15
719057	11.64	2.75	17,8
3244432	13.95	5.01	10,25
3244448	10.62	-0.45	11,10
541823		-6.96	6
3244472		-1.39	19
3244475	13.69	5.34	22,16
3244489	11.68	-4.53	9,2
3244503	12.21	-3.61	14,6
6997824		0.12	12
3244582	13.61	-1.32	4,6
3244603	10.02	1.36	15,5
3244639		-1.57	11
3244648		5.18	11
3244649	11.30	1.76	14,3
3244654	10.28	6.91	11,30
3244726	15.11	-0.03	20,13
3244755		-0.38	4
1585570	7.99	-4.63	13,8
3244769		3.10	18
3244777	12.46	-4.80	14,2
3244790	12.96	0.50	5,10
3244801	17.55	2.31	13,9
3244823	14.54	1.40	18,13
715208		-4.11	16
5293674	14.20	1.23	17,14
1266902		6.14	23
866706	13.64	4.84	18,12
3244874	8.08	-3.40	5,15
5387168	8.44	3.40	16,19
3244907		-2.02	14
3244910		6.42	30
765854		2.96	18
9555297		1.07	17
2990071		0.12	13
588745	13.54	3.22	24,7
3245016	14.81	2.25	17,16
3245036		-0.37	14
3245072	14.10	6.90	10,27
3245082	8.04	-0.80	18,22
3245110		-1.76	6
3245122	9.83	-6.23	12,11
3245136	11.38	4.42	16,21
3245146	2.26	5.55	22,19
3245152		-0.68	14
713783		-0.83	12
3245177	13.86	-0.38	8,23
3245186		-2.25	17
3245311		-6.14	5
3245318	15.59	3.60	15,21
3245324	10.64	1.76	14,3
3245344	4.16	-3.89	18,8
3245357	15.09	-0.30	12,22
3245358	15.37	7.06	11,14
1266897		6.44	18
3245367	14.59	-0.06	6,16
3245387	12.45	-2.47	10,15
2835548		-2.29	6
3245424	8.82	0.09	15,4
5771499	10.83	1.91	13,18
3245446	12.70	0.40	13,10
3245455	11.71	-3.30	9,17
3245464	10.15	-1.07	8,20
3245466	11.99	1.74	15,13
3245475	12.43	4.84	18,12
601074	13.51	-1.99	10,11
3245490	14.39	1.36	18,15
3245519	13.68	-2.53	9,18
3245525	18.36	-5.45	17,16
829823		3.70	15
591517	15.19	-2.18	18,17
2830161	11.19	-2.00	4,3
3245565	13.88	7.36	23,16
3245571	14.80	4.11	8,17
3245572	10.85	4.58	21,2
2990940	13.75	0.29	12,11
3245595	9.88	2.11	11,27
3245597	13.86	2.05	15,8
3245603	10.45	-4.19	12,21
3245621	12.32	-1.01	15,7
3245654	5.03	9.00	20,8
627093	10.49	2.29	5,12
3245665		6.46	36
3245738	15.03	0.41	7,27
3245742	8.18	-1.32	14,27
3245744	11.93	5.08	8,26
3245745		-1.15	14
3245768		-0.66	14
849685		-0.52	7
5771510	9.18	2.60	11,9
3245807	7.58	4.00	17,16
3245831	17.60	4.83	8,7
3245843		1.47	12
3245857	18.22	2.84	9,16
2937693		6.17	20
3245883	12.29	-3.82	11,10
254510		1.02	11
3245914	1.78	-2.23	6,10
3245920	10.40		11
3245926	13.78	3.90	16,10
3245951	7.36	-0.75	9,17
3245964	13.68	-0.41	16,5
3245971	12.36	2.67	6,23
6602872		-1.70	7
3245991	15.80	6.02	7,3
3246000	4.90	4.26	29,16
3246001	4.82	4.21	29,16
219939	13.31	3.27	19,20
3246008	14.06	9.06	23,3
31316	9.75	-5.71	25,25
220284	9.19	-5.89	15,8
3246012	15.23	-7.63	10,12
3246014	4.21		12
220395	4.85		16
220490		5.16	2
276800	19.74	9.73	15,18
220688	10.08	-3.14	11,15
220852	14.62	0.25	13,16
221007	3.41	1.50	14,11
221012	6.39	-7.52	16,16
3246020	3.72	8.78	36,3
8660	3.09		9
407450		4.08	15
221354		7.60	7
14187	8.04	-5.51	22,22
221513	2.58	-9.07	16,8
64800	4.72		18
66799		5.34	9
5473474	-2.67	-1.54	28,12
222114	8.57	2.27	11,21
5351632	-2.40	0.23	24,8
69448	13.98	-3.93	9,8
3034162	19.81	10.97	9,7
222304	7.81	1.50	11,8
407800	-2.43	-6.21	22,27
222760	3.25	-7.36	29,26
1380711	4.59		9
222880	12.84	3.27	12,13
223156		9.63	2
4766	9.16	-5.96	18,18
3246032	3.64	-5.05	26,14
223285	10.11	8.93	18,9
408043		9.31	15
3246034	13.30	7.23	10,2
11980115	19.09	1.22	66,66
408168	11.37	5.14	10,15
223744		5.56	20
223753	12.75	3.65	11,8
223826			
224145	4.32	-4.44	18,13
408290	3.36	6.46	22,11
224267	3.15	0.59	18,12
224604		8.74	17
3246043	13.87	9.54	27,26
9561068	7.92	6.07	6,9
224680	11.87	1.41	8,7
3246044	17.27	10.26	13,22
75106	10.35	-0.57	12,13
3246045	13.84	9.52	30,29
224792	3.62	4.71	17,12
408514		6.93	5
408515		6.97	5
224948	8.72	4.04	11,18
224958		4.83	18
224978	9.06	-3.98	18,30
66496	17.08	-2.41	19,19
225054	3.65	-0.39	20,13
225095	14.39	4.78	4,15
208384	13.52	7.98	7,11
3246051		-4.75	24
225323		6.99	13
408613	2.85	8.26	16,18
20794	4.45	9.94	12,4
408701	10.40	9.02	8,13
225630	15.69	3.27	7,21
5771531	15.27	6.12	17,10
5771532		4.76	12
3246059	4.35		22
5473616	-3.02	-2.23	28,10
23270	-3.94	1.81	25,26
226105	3.67	-6.87	24,20
3246063	9.58	-2.76	6,7
226514	8.09	0.58	23,12
408925	-2.37	-4.81	15,3
3246066	11.46	5.39	12,25
408974		9.74	23
408996		9.16	19
88779		5.62	13
409027		5.62	14
226882		-2.24	11
409082	12.26	4.88	10,5
5354757	11.65	2.36	12,8
5458408		4.75	14
227150		1.45	15
3246076	10.68	4.59	8,10
3246078	3.67	-7.76	19,19
227337		9.28	3
5771537	16.14	-4.84	14,2
227530	18.56	1.64	12,8
227681		-5.32	9
3246081	15.22	3.76	9,13
210230		5.62	14
409402	7.19	10.54	13,2
24693	10.36	-5.44	8,8
228480	4.89		15
9561125	2.82	-5.59	13,10
228534	9.90	8.91	14,16
229287		9.03	11
409697	19.66	8.69	4,2
685688	8.92	4.73	16,19
16129644	16.52	-2.68	35,35
229459	4.09	1.06	21,12
229466	7.19	-2.56	12,11
3246089	8.03		14
409779		8.58	10
229815	7.30	-3.94	10,14
229831	3.73	0.71	25,11
5473735	14.17	-4.39	4,3
409833	17.82	5.49	17,10
409834		5.42	10
229969		9.20	2
409879	12.38	-2.19	11,9
230053	4.25		19
3246095	14.55	9.57	14,13
81371		10.88	2
3246099	14.17	8.71	29,13
410055	15.69	8.29	5,2
5771543	9.68	-3.63	7,15
230942	10.41	3.83	22,2
3246104		9.71	20
231116	-2.02	2.80	20,30
141219		6.96	5
5355167	11.71	1.53	13,12
3246106		10.16	11
231530	13.85	-3.30	22,22
3246108	2.53	9.29	8,9
231626			
231656			
3246111	8.16		6
517841	10.41	2.05	11,9
5351735	8.72	2.78	16,8
3246115	12.85	-1.58	17,19
3246116		-4.76	24
3246117		-6.96	14
233294	12.08	-4.38	4,3
9561213	12.69	3.77	9,11
233722	9.94	-4.25	25,10
233907			
233979	14.66	-0.92	9,8
411175	13.64	8.53	7,13
234404		7.67	12
3246128	14.93	1.14	17,17
234772	9.77	2.83	20,6
234810		10.54	2
411628		-4.21	13
1871019	15.75	8.73	9,18
411640		-1.86	18
411668	14.99	-8.49	11,13
234859		1.33	7
234909		9.71	11
198879	-0.17	-0.77	13,13
943044	10.56	2.10	15,13
235012	16.40	1.94	11,27
235013		10.54	2
235043		-6.03	14
235405	13.61	4.48	11,9
5771549	10.54	2.10	16,14
235538	-2.73	-4.03	30,31
412128		8.92	14
5771550		-4.06	8
3246139	10.52	2.10	16,14
3246140	3.76	2.08	8,13
3246141	10.54	2.10	14,12
814972	3.19	-8.65	15,17
3246144	9.85	9.01	12,2
5351763	2.11	-7.05	13,14
23365		10.19	9
237116	11.37	5.14	5,8
237371	4.98	-8.45	21,21
3246149	4.98	-8.45	21,21
3246151	19.76	9.27	15,8
237617	3.03	-3.57	8,4
237752		-4.74	17
412805		5.18	13
80257	8.84	-6.00	12,8
237975	10.23	6.78	13,6
238161	16.47	1.18	25,10
238322		10.15	5
238326		6.66	15
238327		8.33	9
3246159	11.98	4.29	2,9
238347	6.11	3.15	8,15
238356		4.58	16
238376	13.24	5.38	21,13
238450	13.73	3.76	6,16
3246161	15.02	3.89	5,18
3246163		10.23	19
238490		2.87	4
238855	16.38	0.95	14,17
238856	16.48	1.22	22,6
3246171	15.84	-7.70	2,5
3246172		-7.23	12
3246174	3.03	9.01	11,15
5351781	-2.99	-0.91	28,11
3246176		-6.77	3
239794	6.19	2.47	24,30
239838	9.25	3.06	11,21
5473985	-2.94	-0.09	24,7
5473997	-2.36	-0.61	27,13
5473444	-2.88	-0.80	31,11
520491	7.82	3.04	10,3
239932		9.42	2
3246178	3.69	1.21	20,7
413284	3.28	4.36	7,9
3246180	17.82	2.43	17,5
3246181	4.02	-3.37	28,17
240424	11.36	5.11	13,18
240466	4.15	-4.83	19,2
3246186	3.79	5.05	23,3
240684		2.58	15
5355951	2.87	1.20	14,10
5351800	-4.89	-0.81	14,15
240896	16.48	1.22	24,7
240945	9.00	4.84	21,9
413431	7.46	12.80	24,12
241052	8.27	11.27	20,12
241059	8.93	10.97	8,10
5424227	8.50	5.53	24,12
241069	6.91	10.90	12,14
413467	13.98	4.67	15,10
241231		5.56	13
241463	7.70	12.02	24,12
241474	6.21	10.54	16,8
241482	6.91	9.77	12,14
3246195	16.07		1
3246196	12.44	1.50	19,11
413540		9.86	12
3246199	10.14	6.31	8,3
5351814	2.99	-2.40	20,15
5351815	3.30	-2.35	21,16
241878	9.14	1.27	28,10
242225	15.60	1.45	12,5
5351820	11.00	2.09	8,6
80733		-7.28	11
3246208	2.42	9.22	13,14
242955	19.34	9.61	12,15
3246211		4.45	14
243159	16.47	4.27	22,21
413872		9.66	15
5771562	7.64	-6.90	12,8
5771563	8.30	3.03	13,21
243877		5.24	22
243964	15.61	1.24	22,11
244087	15.39	4.22	9,19
414066	-0.99	-7.84	5,3
