ID	apKa1	bpKa1	atoms
1734121		4.86	10
9616045	10.70	0.82	10,9
11957121	15.30	9.20	18,14
902166		-0.64	13
834556		4.45	9
4649699		-4.27	9
5079883	5.17	0.96	13,7
6292742	9.56	-5.49	14,10
3502382	13.58	0.74	9,8
6514655	12.32	2.08	7,21
1565837	15.23	-1.27	11,13
345125	11.80	-0.97	4,10
4668963		5.07	16
697197		-2.02	8
1237579	9.36	4.85	10,21
1823022		-0.00	7
5412083	10.62	1.38	14,13
2980415		8.36	13
6026898	10.32	-1.71	21,10
1001722	10.22	-0.52	23,11
6852774	8.24	-0.29	10,8
752833	7.15	0.89	11,18
5453601		7.35	3
1676177		7.31	13
9667302	9.51	4.79	22,21
3106357	12.48	4.46	17,5
6877523		3.75	22
6523576		-4.34	13
5895840	13.88	-4.04	5,4
3573130	13.71	3.61	14,21
3599792	8.28	3.33	15,7
1008368		1.13	18
821645		-2.87	4
5571807	9.04	0.28	11,10
1229843	9.79	0.70	11,7
1020005	12.51	-3.84	11,10
9725859	11.56	1.06	17,18
9617969	10.30	0.52	4,3
101246	14.89	-7.35	7,10
1811580	13.50	1.95	12,19
6269993		6.79	7
4625332	13.13	-2.75	11,10
11838419	11.64	-4.20	15,27
11957131		10.51	2
5286239		-4.28	9
831090		-7.14	16
11957133	15.60	9.05	18,15
996679	5.54	2.01	8,17
1725747	7.85		16
271292	14.73	-2.52	13,15
5845648	10.26	1.62	11,17
1770002	10.04	2.16	12,19
590551	13.59	-4.82	12,11
4405466	13.82	-2.71	8,10
831041		-1.68	11
831037		-1.70	13
834592		3.92	10
839576	13.74	0.16	8,18
6858688	14.93	-1.43	18,12
1236024	14.25	1.13	12,15
3380841		-1.68	13
5454279	7.57	1.14	26,26
622549	17.18	4.15	12,11
6504838	12.63	-2.30	23,22
1761196	12.12	2.66	17,6
835819	14.51	-4.87	11,7
673671		-4.62	19
988921	11.52	-4.71	9,5
1401110	10.23	-1.16	12,8
3743550	7.51	4.25	12,25
2018366		2.20	7
4358416	11.64	1.75	15,10
4678346		-0.57	20
11957173	11.82	5.38	14,21
11957177		-1.38	2
4342607	8.10	-3.63	11,9
5068264	12.88	-1.86	18,14
4420121	14.52	2.08	5,27
11957184	14.83	7.08	23,24
4117926	8.84	2.82	29,17
11957186	4.27	-0.01	12,8
6096578	8.44	4.95	16,19
3456574	5.28	-1.06	13,6
4614034	5.47	4.70	17,5
11957187	15.75	-1.77	10,13
4374184	12.83	1.54	13,16
5863068	6.71	-1.37	10,13
5856597	8.90	2.69	12,14
4414298	9.02	0.15	10,20
4121748	8.84	2.82	30,18
11957191	14.84	2.84	5,11
6618777	17.33	9.39	10,15
3600895	11.14	-3.05	12,8
4179687	7.76	3.99	6,10
6620684	14.93	-3.87	24,23
4374749	11.22	-3.73	13,9
4058186	10.29	0.76	9,19
11957230	14.54	-3.86	11,13
4155549	10.82	-1.01	12,21
6618836	13.97	0.94	21,20
11957234	14.51	-1.10	24,23
5240344		3.47	3
1520606	13.01	-2.09	20,14
1266500		2.12	14
5049880	5.36	-1.34	13,18
4340474	5.27	-1.80	19,7
5159290	15.55	2.98	20,14
11957247	10.72	-1.16	13,18
4191632	5.40	-1.42	12,19
4057843	8.75	-0.46	17,9
4448276	14.50	-1.43	14,13
11957260	12.37	0.80	23,7
11957267		6.42	33
11957268	7.45	-1.79	16,15
4117928	8.84	2.82	8,14
5018183		0.58	20
4244375	7.15	0.89	16,15
5781448	8.98	-3.99	14,9
11957284	8.65	0.04	7,3
11957285	10.94	-1.42	24,10
3982636	11.67	-2.32	13,15
4522913		0.03	11
4271676	6.77	0.68	9,12
3320059		5.30	8
3727565		0.03	11
3679287	6.77	0.68	9,12
2769021	11.92	-0.18	15,13
2769016	11.80	-0.18	15,13
3812674	11.77	-1.17	9,14
1476365		-1.92	7
9670027		0.94	11
1479153		-1.03	13
1476369		-0.29	7
1483131	19.02	2.81	7,7
2769310	10.28	-1.71	9,15
2768821		3.17	12
5791891	3.73	6.34	7,2
5177094	13.70	-3.13	8,16
1488716		2.28	7
2773892		2.33	7
3288722		-0.85	11
3822214		-0.81	6
5162203		1.20	19
1474632		1.16	8
1488065		4.22	11
1476284		1.36	5
1470823		1.66	23
3461934	10.54	-1.39	13,6
4271642	11.49	-6.51	10,12
1474148		1.68	26
1487587		0.19	14
4221073		-3.83	15
1474626		1.16	8
1480804	13.42	-0.45	4,9
2767953	14.50	-2.25	2,4
1484449		1.22	17
1474619		1.16	8
2767938	9.29	-1.39	14,10
3439321		-3.00	4
5927217		-4.19	9
3567902		-4.99	6
6300250	3.72	6.34	7,2
4522911		0.03	12
3661417	10.53	-0.03	5,5
6292205		5.26	11
2763802		-3.72	11
1488725	18.03	4.48	18,5
7097926	17.80	-0.07	3,14
2769309	10.43	-1.71	7,13
1490966	11.56	-8.28	7,7
1471692	15.70	-1.96	23,7
2769133		-3.41	10
3773884	14.87	3.73	7,16
1471700	15.70	-1.96	20,7
2800329		-4.73	2
3798860		-2.50	15
3792554	14.36	4.90	15,7
3540091		-6.99	5
9581921	13.68	1.67	3,12
1489491	14.66	0.12	20,8
1479159		-1.02	11
1476314		1.33	9
3461931	11.42	-1.39	9,14
1479697		0.10	11
1480815	19.59	0.85	20,14
2819127	15.89	0.16	9,8
1484445	13.13	-6.38	9,11
3670093		1.91	11
5934765		5.56	8
6066776	13.38	1.60	6,3
1481086	13.01	-0.87	16,10
1490970	11.56	-8.25	21,21
3851618	13.05	-3.95	10,9
1484728		4.70	12
4878	19.69	6.57	21,18
1479561		-1.15	14
1479619		1.79	15
1489719	11.38	-4.40	16,15
1487609		0.54	10
1475674	19.54	-0.11	11,5
3507894	17.02	5.24	20,17
366233		3.04	16
1471768	11.29	-4.02	9,11
6415899		4.21	13
5874679		4.93	11
1475677	19.54	-0.11	11,5
5916006		5.73	11
1475680	19.54	-0.11	11,5
1487964	19.44	-1.27	24,12
1484727		4.69	15
6066774	14.55	1.96	6,3
3789519		1.87	14
1484654		4.23	12
1475361		1.80	13
1471783		2.42	16
1484653		4.70	14
1484774		-0.87	10
1489490	16.13	3.23	15,8
2769174	14.00	1.09	20,13
1475463		-0.46	14
1473685	11.30	-1.17	13,6
4313693		1.29	10
1471658		-2.42	7
3806842	12.02	-2.09	11,11
3830385	14.42	4.75	17,11
1472667		0.59	16
3761719	11.46	-5.45	23,22
5525005	17.13	0.21	9,20
3701150	14.48	2.17	23,22
3568512	14.66	2.42	23,22
2766291	16.23	7.30	9,7
1472689		5.46	11
3387618		8.38	19
4271806		-8.12	8
3778596	15.25	-1.88	24,32
9638512	5.26	2.43	13,16
3745303		4.92	14
1484666		1.27	16
3596967	14.72	4.97	12,25
1485780		-4.58	2
3606819	14.71	2.48	23,22
3770355		5.29	9
4552527	14.48	4.97	12,25
2768948		1.47	11
1484540		6.13	7
9638237		1.27	12
1484193	8.12	-2.14	22,15
1484319	8.60	-3.35	17,9
1479510	12.45	-3.82	11,10
6105128		1.64	8
54687582	5.60	-1.15	20,14
1476820	11.50	0.79	15,6
3598783		1.04	8
54687668	5.53	-1.42	19,13
4210363		1.88	3
2763935	15.79	3.33	20,8
2768947		1.47	10
1484975		-2.53	12
9635075		4.88	8
3802991	11.03	-3.00	25,9
1481246	13.25	-4.41	10,12
5525380	10.38	1.23	10,9
3849813		-0.81	17
4586304	11.03	-2.94	15,17
1479488	10.93	-0.31	7,5
1472568	15.93	4.78	13,10
9581903	7.27	0.80	13,9
9581904	7.27	0.57	14,10
4593118	10.56	-5.24	11,10
9675749	13.49	1.61	19,6
2763803		-3.76	11
3457277	14.87	2.21	9,15
5524753		-0.47	16
1472451		-0.43	11
1488776		-1.05	10
5810026	16.18	-3.00	10,16
9559953		0.76	9
4204024	11.52	-2.16	9,16
1472680		2.76	3
1479752	9.44		15
2768224		1.13	5
1474463		-6.84	12
3755487	14.80	4.85	13,10
1488779		-0.99	15
9636879		4.88	8
4364116		0.95	19
3740801	11.48	0.37	22,7
6404530		-3.17	13
4555838		6.39	11
2768304		0.21	12
3822803		2.08	7
1482729	10.58	-1.58	14,9
6283348	11.73	2.27	19,23
1474465		-6.57	18
3628165	14.15	3.55	12,7
1482766	13.26	3.27	11,20
1472878		6.91	2
1482732	10.59	4.55	16,4
1482641	10.58	-1.58	14,9
1486608		-0.68	10
2764921		-2.62	16
3772253	10.21	-3.55	16,15
1475725		1.42	4
9581915	13.59	1.69	18,6
1482495	7.70	-4.27	5,4
3558437	13.25	-3.55	9,16
1483043		-6.74	15
1475726		1.47	19
1486041	14.37	-2.99	8,24
1487226	12.04	1.22	21,10
1482499		0.91	4
1482493	11.31	-4.92	17,9
2765291		-2.10	12
9634717	8.32	3.34	10,13
1479949		2.87	8
1475719	19.25	1.70	4,16
1475715		1.47	18
3693567	11.72	-4.31	7,9
3492159		0.90	7
3842239	12.28	-3.35	7,12
1483126	12.03	-0.18	15,13
1483057	13.37	-6.33	10,9
9559908		-0.57	12
9559907		-0.38	12
9636404		0.56	12
2765283		-1.22	12
2766865		2.14	6
1487225	11.95	1.22	21,10
1485914	7.72	-0.57	16,19
28446		4.22	6
3478721	15.03	-1.76	4,3
1475187		-4.65	14
2768230		1.13	5
9581910		1.67	16
1487201	12.97	8.70	27,10
2766445		2.64	7
4261884		2.68	9
1473203	18.07	0.32	7,13
1483593	7.84	2.91	17,14
1483570	6.82	2.90	17,14
2765221		-1.27	14
2768231		1.13	5
2764851		2.69	10
2765288		-1.22	13
1473245	13.77	0.91	18,7
595954		5.69	4
5284926	8.04	1.59	3,3
1090030	11.49	5.15	21,28
9592191	11.45	4.83	12,25
1050522		3.53	11
1105480	18.46	4.04	25,25
780996		4.76	15
5511755	8.19	-1.57	18,14
1015792	12.48	-2.92	10,5
3131129	13.18	-1.70	19,8
3127246	11.64	-9.74	13,15
5396251		1.26	9
582518		-4.14	20
3181519	10.94	1.85	8,11
1451796		2.98	12
3156763	10.39	8.24	14,3
5395545	9.62	1.33	15,13
3152570	19.67	-5.60	20,17
6441916	15.69	4.58	12,14
11957309	12.69	6.97	10,14
1019208	11.78	-4.54	13,2
3121220	18.64	-3.89	10,7
1861403	13.26	2.83	17,12
3154665	12.27	0.99	10,4
1082202		1.60	5
11957310		-4.85	16
9594520	11.81	1.65	11,10
785305	13.69	-3.86	8,10
73222	17.04	3.92	12,11
9592224	11.70	1.71	9,8
5935482	9.71	2.09	11,18
2865236	10.02	-2.64	7,10
11957313		3.72	13
9566812	10.34	0.78	14,13
9591348	11.37	-0.69	4,20
2858879	12.15	-6.86	19,5
2191511	11.13	-2.25	18,10
822056	11.15	-4.83	11,2
1142386		-4.14	22
1713220	9.45	-4.23	9,12
3093378	7.47	-2.18	6,5
3138347	10.35	-4.17	7,6
2871919	9.95	-2.92	11,19
11957314			
1148765		2.22	9
3100725	12.85	3.27	13,14
2871868	8.62	-6.69	6,6
3145905		-3.13	18
1127161	13.15	-3.84	18,17
9585691	18.69	0.59	7,8
5759013	13.28	4.85	10,25
574268	9.56	-4.69	12,2
6051800	11.16	-6.60	15,15
5765086	9.16	-1.33	23,22
5338861		1.87	14
1119299	12.20	6.30	15,19
5719921	13.72	-7.43	10,12
5762833		0.04	15
3096963	9.53	3.28	7,20
1147036		2.74	16
2976019	15.39	6.79	20,27
1619220	11.30	-2.70	12,7
768872	14.97	2.68	9,17
2294137	11.40	-3.06	7,14
838958	12.96	-3.89	12,14
9593639		4.76	14
1126112	13.78	-1.98	11,13
5345982	10.67	0.92	15,14
791210	16.14	-3.71	1,20
5344037	13.21	-0.78	9,18
726336	9.32	-6.88	11,4
2853204	14.31	-7.25	8,21
1117871	9.77	4.01	16,23
9593109	11.57	2.09	12,11
779699	13.72	3.59	9,21
9594507	11.71	4.06	9,15
9594506	11.77	4.06	15,9
826461			
2844383	11.00	1.62	14,15
2864300	12.26	-0.53	12,12
3119020		1.97	11
793184			
96872		1.26	4
5717129	19.76	-3.60	25,24
5760259	9.27	-1.29	17,16
1082772		1.63	11
3158094	9.92	2.71	14,8
5717050		3.91	20
5333280	10.93	0.64	10,11
2881132		1.68	12
1091800	8.92	4.72	19,22
1449684	10.64	-1.07	17,19
3227435	10.61	1.05	22,17
3148797	13.95	-3.24	25,25
5345040	10.07	3.13	17,14
9556577	11.30	7.10	15,11
759536		7.40	11
9586274	19.29	3.93	11,12
5762384	4.85	-0.82	15,12
3120452	9.81	-4.84	15,3
6879735	10.83	3.04	9,4
5766359	8.80	-1.45	17,16
6945186	8.65	2.39	3,3
74335		-3.35	2
675226	18.54	5.23	17,8
3093457	9.42	-1.71	7,18
9593110	11.57	2.09	17,18
9563178	11.59	1.65	9,8
6869553	8.68	2.58	23,6
840404	10.64	9.09	9,4
852636	15.38	1.82	9,15
1006913	11.20	1.86	13,22
5188096	13.98	-4.34	8,10
1017159		-2.22	23
1210019		1.15	19
3437380		2.14	13
1800983		-2.07	14
1631654	11.44	-3.59	7,14
6102040	13.47	-1.58	11,19
1046869		3.18	25
1811564	9.49	-4.84	14,8
9541172	12.19	1.60	18,5
1796401	11.24	-4.08	9,12
1008048	14.30	-1.07	14,13
1046836		2.75	14
5933290		1.69	13
1225748	12.04	3.55	11,22
1225338	10.44	-3.51	7,9
9564650	9.25	0.71	15,14
8219193	14.87	2.12	17,6
4600956		-4.62	2
993360	15.64	5.18	22,18
993397	12.34	-3.66	4,11
3542312	12.75	5.41	8,25
6138715	17.47	2.09	9,8
6872802	9.45	0.61	22,21
6418587		4.28	9
6876401	11.76	2.91	12,20
3501416	14.85	2.49	9,15
5261757	14.79	0.69	4,16
823205	14.04	0.24	4,12
3711958	10.47	2.76	9,18
5431051	11.39	1.63	15,14
1017322	14.08	4.95	14,21
1016499	5.45	-4.14	16,8
2980424	15.30	9.28	18,4
6872980	10.96	4.26	10,16
3487142	9.37	-7.60	5,16
7314901	14.18	3.55	8,15
842961	9.78	1.95	15,4
7605374	8.95	1.40	12,19
1214671		0.11	16
11958372	7.59	-6.04	28,28
850382	10.84	-0.54	11,17
11958373		-2.88	21
7285210		0.35	5
7309570		5.68	10
4170327	11.04	2.14	20,17
1818166		-0.88	25
822356			
35757	9.66	-3.18	4,9
766972	11.88	2.34	15,13
3129459		-1.63	8
827481		5.48	7
6402472		3.39	11
852309		5.47	9
852308		5.33	10
6412256	8.20	-0.44	22,15
589606		-3.55	13
3688570	12.23	-3.63	20,11
831892	13.57	-3.94	14,13
5947041	10.33	-3.15	6,8
6859828		1.04	21
901294		3.25	5
3533883	18.70	-4.04	4,8
736368		3.61	13
1630815	15.38	5.94	16,6
1589781	11.59	5.16	14,21
997540	10.50	0.89	13,12
5075158	14.44	2.66	20,6
11958376	15.59	8.95	6,3
9679769		2.56	8
6876972	11.69	0.48	11,10
5435224	10.29	2.24	15,4
1819450		-4.42	2
9564959	11.51	0.62	6,16
1015267	5.56	-4.92	17,10
3632817	13.72	-6.76	15,4
830153		-5.53	11
901566		2.24	3
6402471		3.39	11
823300		-2.28	5
7285520		3.19	13
5455426	15.86	4.15	10,19
2994115		3.19	14
6480445		-2.07	14
2831754	13.55	-5.67	8,10
824939		-3.63	7
9558636	9.42	1.86	23,30
3761713	10.70	-0.65	25,27
824938		-3.63	7
824940		-3.63	7
834562		3.49	8
3482705	12.29	0.80	7,7
992681	13.35	-3.57	10,12
825000	6.08	-5.31	10,6
852895	13.09	-3.84	10,9
11958378		9.54	9
5951878	16.12	-0.77	9,12
823858	12.39	-4.88	12,8
852515		0.33	10
853783	9.42		10
847924	13.94	-3.25	10,12
11958379		8.36	14
6516704	9.70	0.95	13,14
5434357	10.59	1.02	10,11
902723	12.51	-4.49	4,3
6876815	11.70	1.46	9,8
4319123	12.51	-0.53	9,22
700464	11.49	-6.51	10,12
833411	9.01	-4.88	12,8
1218310	12.40	-4.13	5,4
900059	13.77	-2.94	18,16
4252016		-1.96	8
995672	12.09	-4.60	11,2
6021157		1.28	24
54688734	7.92	4.44	22,20
11958382		9.79	6
2978342	17.04	6.28	9,19
6104810		-1.79	11
11842297	15.33	1.82	11,17
833649		-1.11	10
11958384		9.79	7
847906	12.88	-3.84	10,12
9774180	10.41	0.81	21,15
824943		-3.63	16
900999		-1.73	5
54683847	7.49	4.44	23,21
990326		0.86	17
1214668		0.12	16
54687627	6.99	-2.15	24,6
2785101	11.76	-8.09	17,10
7315398		5.41	10
850471	11.41	-0.54	9,15
4327791		1.33	17
11958386	15.60	8.80	24,21
11836085	15.51	3.79	1,10
850342		2.29	15
1816010		-1.91	5
685908	11.29	4.31	8,11
6874046	8.88	1.49	27,19
842923	10.19	2.00	14,6
844731	10.49	1.48	10,7
1817846	13.74	2.00	12,24
848614		-0.03	9
900907		-7.36	5
1803629	12.43	-3.90	13,12
6873313		5.41	8
56642898		2.13	10
5103771	8.28	3.51	20,16
6512916		2.80	13
6258859	11.64	-5.03	10,10
5153483	18.09	2.03	21,20
9603177	11.82	6.76	11,12
5090858	9.52	-6.21	14,13
1815226		4.52	16
1015268	5.48	-4.92	17,10
5866333		-1.79	10
6247698		-1.38	11
11958389		9.82	6
1815215	9.52	-6.21	15,14
1208666	4.82	-0.52	12,9
5823347	9.07	3.16	13,20
11958390		9.66	9
4687157	13.65	-5.91	20,19
54708207	7.61	4.44	25,23
6523294	14.85	3.71	16,12
1553306		5.17	3
4077927	8.31	1.70	21,23
6405730		3.39	12
11958391	14.38	0.69	19,11
4227795	7.74	2.12	23,20
998878	10.11	-3.17	8,19
11958404	14.72	0.72	14,11
5879932	12.67	2.15	12,23
5069995	9.41	-2.32	10,5
7311935	11.97	-4.00	12,14
1225528	12.57	1.13	13,12
1234247	10.73	-0.72	10,11
11841022	6.47	2.58	16,17
9564854	11.39	1.08	16,17
5433215	9.82	0.21	14,13
11958420	14.37	6.28	18,2
11958421	14.62	0.72	15,12
11958422	14.56	0.74	16,11
6401820	13.64	-2.95	7,29
843742	10.14	-4.01	8,14
1767496	13.12	2.87	3,13
1012378	9.86	-6.51	15,17
6876329	11.39	1.26	13,12
4189572	6.95	1.99	8,18
1011199	9.28	-4.93	11,15
1001459	10.61	2.29	17,15
1732129	11.69	-3.52	7,16
7307102	12.21	3.48	8,5
4002945	12.58	1.29	18,29
7285274	15.51	3.79	1,10
5115844	10.09	-4.55	14,2
11958433	14.54	0.71	14,11
11958435	14.61	0.71	14,11
11958436	14.62	0.72	14,11
11958437	14.63	0.75	16,11
9563838	11.00	4.19	19,14
1229788	10.10	2.00	14,6
11958447	13.22	3.10	10,16
11958463	14.59	0.71	16,13
54708974	7.17	-1.31	21,14
11958486	14.60	0.71	14,11
9564660	11.71	1.99	24,23
990430	8.00	3.72	11,20
979998		-3.39	16
6048817	13.27	2.40	3,4
11958523	11.91	1.81	8,14
6876241	11.39	4.26	16,22
1790695	10.59	-4.40	15,17
1732131	11.68	-3.74	7,16
11958547	11.37	2.05	21,12
1144666	11.64	2.05	10,12
11958561	14.58	2.46	11,17
11958562	12.01	2.07	8,14
6529568		-3.99	24
5435884	10.36	-0.86	4,3
6277776	10.57	1.58	7,21
11958572	14.70	0.71	16,13
11958574	11.68	3.54	28,8
11958580	11.76	3.16	19,26
6416317	8.20	-0.45	21,14
6537566	8.76	0.53	18,10
1217866	10.77	5.15	8,29
11958618	10.74	2.09	7,18
5431585	10.87	0.22	15,16
1017700	12.49	2.32	8,24
11958676	14.56	0.70	16,13
6875411	9.44	0.06	21,17
11958680	14.62	0.71	14,11
11958681	14.70	0.72	13,10
11958686	14.62	0.73	14,11
11958687	14.61	0.74	16,11
11958690	14.60	0.71	15,12
11958692	14.70	0.74	16,11
11958697	14.38	0.71	14,11
11958699	14.63	0.72	14,11
1123987	13.15	2.51	17,25
3224085		3.04	23
785496	9.41	-4.59	17,2
3142835	11.17	4.76	7,9
5754767	13.15	-6.75	19,21
5911477	10.47	-0.69	4,17
5409139	13.00	4.83	9,15
1358927	10.26	3.84	15,19
827408	15.19	9.49	3,7
1068701		-4.85	17
3224046	12.28	6.00	11,9
1430845	12.86	7.06	11,15
2980440	10.68	-2.70	12,7
1467909	18.15	-1.76	4,8
3219291	14.21	5.00	19,14
3121251	13.00	-1.63	8,8
5751277	14.91	5.22	4,15
777053		-7.83	10
6871634	10.86	0.46	10,11
5734740		7.19	8
1451395	13.79	0.74	9,23
5344956		-0.32	7
11958710		-0.46	14
5765850	17.46	-0.29	11,22
1454917	9.32	-1.44	23,15
1454811	9.37	6.03	24,9
3223978	9.40	5.50	19,10
11958711	12.48	6.11	8,10
3168482	9.70	5.16	12,21
9595202	7.80	-1.57	18,14
1447683	9.41	2.12	22,13
3223681	9.53	5.30	23,17
3223889	9.41	5.92	20,9
1919448	13.16	-6.53	17,19
11958714	10.95	-8.23	11,10
3153715	13.60	-4.38	20,19
826222	12.65	-3.07	8,14
1084342		-2.78	18
1112978	11.37	-4.91	12,11
3169282	10.96	4.68	13,22
1442685		2.33	16
788657		0.16	8
5771062	10.80	2.53	26,29
9557099	9.10	1.69	10,15
3098751	17.62	0.75	8,13
5348064	11.49	-2.19	22,10
1172466	8.31	-3.67	23,12
6059730	11.57	0.35	14,15
3167929		4.59	13
3165253	9.25	4.79	34,37
694350	6.98	3.47	8,6
1442626	10.17	2.88	18,13
5760298	10.69	4.55	19,26
2849595	8.26	-3.18	13,20
3208143	9.85	3.61	17,11
2869252	9.09	0.19	12,4
698365	9.41		7
9589856	19.40	2.24	12,18
9592345	20.00	1.61	16,15
9590711	10.41	0.97	4,3
3184574	10.27	-1.05	24,34
6871468	11.63	7.67	15,19
6885582	11.83	1.95	10,11
790303	19.28	3.55	18,15
843190	13.90	4.54	11,8
3136783	18.81	3.15	14,14
5762115	15.15	-0.44	12,14
2842931		2.52	9
2833597	11.10	4.89	20,9
865072		2.25	17
1132506	11.13	-0.38	12,27
3207697	14.58	-0.33	14,9
606916	13.55	3.97	10,5
746923	10.32	-4.97	11,13
3147101	9.07	-0.31	18,10
605297		1.77	5
9593165	11.68	1.02	7,8
3151879	10.62	-2.38	11,8
3103509	8.01	0.60	6,12
859047	14.33	2.39	2,8
6034947	11.68	6.10	14,3
847266		7.61	8
1172851	8.34	-3.80	27,12
3092413	9.37	1.45	6,12
11958727		-3.85	16
2896625	10.27	1.44	11,25
3150565	14.11	-3.87	8,14
5768774	10.75	3.85	8,10
5405994	11.68	6.10	14,3
1432646	11.74	5.58	11,9
704595	15.76	4.24	13,23
3103429	9.70	5.48	15,9
784576		3.67	5
5756548	10.44	1.83	18,9
3206680	14.09	2.96	9,23
3090378	8.80	-1.69	7,6
1432785	11.74	5.58	11,9
1078308	10.94	0.30	21,11
2933270	9.02	-0.67	20,9
1959655	13.19	1.04	11,7
1115489	13.20	-4.79	21,23
3187970	10.59	3.02	16,8
1078940	11.04	-5.71	11,13
1454774	9.37	6.03	8,22
1454780	9.37	6.03	8,22
1454808	9.30	6.03	24,9
5725491		7.12	8
1438198	9.41	-7.50	7,17
820340	12.87	-2.13	8,14
5344329	11.14	-2.24	20,12
1170397	19.95	3.77	9,9
11958737		10.54	2
5765374		5.64	8
3166020	11.93	3.85	17,22
1790575	10.76	-4.64	12,10
901023	11.60	1.62	7,17
1117844	12.30	-6.59	17,5
9639885	11.85	0.78	14,13
453241	12.93	3.94	16,13
1825672		9.88	14
3143991	11.54	1.18	14,13
1373960	14.83	-2.14	19,13
1034763	13.00	-3.97	10,9
5835912	9.94	7.04	4,23
1893275	14.47	3.88	18,21
3307466	10.38	2.05	11,24
995585	8.14	0.30	29,16
1817278	15.08	2.34	22,12
1442414	13.73	2.57	19,14
1779937	11.49	-4.67	16,2
3102030	19.99	-3.96	17,26
5426546	9.60	0.91	11,12
1167945		1.41	18
3173042	10.66	1.40	20,14
1119977	11.35	-1.77	20,9
3206683	12.14	2.96	9,23
5339207	10.96	1.22	10,11
3138232	19.93	3.76	10,10
9557168	10.83	1.68	16,6
11958749	3.75	5.24	16,29
9595084	11.05	2.53	22,31
36755	14.21	3.21	5,7
1564844	13.63	-1.69	14,13
2898055	13.58	2.53	8,16
1118366		6.73	14
5834073	9.14	1.87	29,21
3119335		1.41	12
5441803	11.48	4.74	19,17
293745	12.58	-3.21	16,7
790786		3.53	5
3094819	10.28	4.94	12,18
9556812	11.83	2.05	6,7
3216052	14.03	-1.01	18,7
5762712	8.80	-1.30	20,19
855788	11.41	3.05	17,5
767374	9.33	-0.12	14,16
3220291	13.33	-4.07	12,18
2829936	9.08	-3.00	17,4
1005239		-2.36	14
4240836	7.57	-1.28	7,5
9566733	8.74	0.97	14,9
1553304		5.17	3
6401290		2.14	5
1731866	9.57	-3.52	14,6
5761597		7.21	2
824234	15.97	7.23	8,5
5334622	10.62	3.04	9,4
725705	9.84	-3.08	13,25
1374114	14.80	1.81	20,8
5762720	9.33	-1.31	12,11
745033		0.88	11
770167		-3.06	25
6868942	11.80	0.79	11,12
5110550		2.61	5
1005734	4.59		20
5433448	10.35	0.96	4,3
1012180	12.70	1.11	7,17
4122139	9.87	2.73	17,4
758271	7.74	3.07	6,13
9590767	11.80	1.16	10,11
692001		-1.73	5
775729	12.72	2.50	9,19
669415	10.37	-3.06	15,22
3179856	11.99	-3.32	25,4
954521	11.40	-1.91	9,8
820785	11.15	-0.40	17,9
1441127	13.88	4.08	18,15
6882676	11.77	1.99	12,13
1105521	14.74	-0.71	14,12
9563791	11.65	0.69	9,8
4171355	7.74	-2.15	24,14
11958764	8.95	1.40	9,7
1771090	11.16	-6.49	17,12
4142111	14.10	-2.18	20,19
6874576	11.79	0.45	23,22
5332521	14.85	2.41	21,9
3206689	13.29	2.96	9,23
6402388	11.66	-2.95	23,17
56642957	3.47	4.44	22,10
3226702	14.95	2.36	16,10
843739	7.74	-2.89	8,7
824819		-1.67	23
7314640		1.35	2
848507	13.12	3.94	8,15
1792447	5.33	-4.11	9,17
993512	14.09	6.00	9,22
993510	13.85	6.00	22,15
1735073	12.55	-0.90	7,16
54685804	4.97	-4.84	25,3
901024	12.76	1.62	12,4
3190761	14.30	-3.91	4,3
789173	13.60	-2.33	8,10
2641006	11.87	-2.93	12,27
2169712	14.16	-2.04	10,12
3216464	18.71	4.00	17,23
2940240	11.12	1.89	14,11
3146887	13.00	2.08	9,11
3156546	5.73	4.21	10,20
6012983	10.62	1.00	9,10
9600221	3.16	4.30	18,3
5433464	8.22	-0.34	24,16
11958768	6.90	2.32	24,15
1817439	4.61	-3.11	10,12
11841040	19.44	2.43	19,8
1207591	6.95	3.58	12,5
1229513	11.15	-4.74	20,32
807898	8.06	-4.86	15,8
1724914	13.19	1.04	11,7
5455725	11.39	-0.49	18,17
3587825	16.23	1.84	25,13
3252560	16.24	1.84	26,14
3106751	10.05	0.24	9,15
5754748	13.15	-6.74	23,25
9616110	7.88	0.60	19,9
5342394	11.11	4.75	18,25
3186499	10.34	3.66	8,22
5861253		2.20	5
5817814	6.77	0.59	29,31
993507	9.01	4.41	14,10
1791513	5.30	6.13	13,26
5455832	14.93	-1.46	14,8
9557124	8.03	1.41	23,10
5410783	9.11	1.68	19,13
2959173	14.83	8.47	5,19
3114011	10.99	1.74	14,15
1564281	13.81	-1.69	14,13
11958773	16.22	1.96	21,9
1043143	10.44	3.43	11,21
3153434		-3.04	13
2214619	7.65	3.54	16,12
9594834	11.66	2.03	13,14
848358	13.64	4.82	13,19
1447022	15.57	-0.86	19,5
3149395		5.45	10
817345	6.95	3.69	8,7
1178227	13.64	-2.68	18,17
9594886	12.45	2.15	10,3
5431723	9.10	0.61	24,18
823141	8.61	0.87	10,13
2066641	8.63	-1.91	9,7
5286915	9.22	5.26	15,25
3458086	4.34	-0.50	27,15
11958779	8.64	1.50	9,25
1440307	11.91	2.96	9,23
1104014	11.55	-3.95	15,14
1075628	12.63	5.32	12,26
3216368	13.64	-5.19	16,15
630757	16.88	3.31	20,8
1725525	9.59	-2.88	26,20
