NAME,VAL
1288712,3.54813
3235561,39.8107
3235560,1.58489
3235565,12.5893
3235564,7.94328
6870964,2.23872
4271676,5.62341
6604843,25.1189
3180819,12.5893
3233117,15.8489
16758445,3.16228
661612,39.8107
1565837,6.30957
2831718,25.1189
3233115,19.9526
1479697,10.0
3495594,19.9526
3036289,5.01187
11958399,15.8489
2866273,31.6228
11958390,12.5893
11958391,22.3872
11958397,3.16228
2959173,4.46684
16758447,3.16228
5378674,14.1254
2217311,17.7828
1370241,25.1189
16758340,3.98107
16758346,3.98107
3240817,7.94328
16758349,3.98107
3477046,28.1838
3245738,5.01187
6095481,2.51189
3239359,10.0
2929631,3.54813
3246429,3.16228
664301,3.98107
3234166,25.1189
3234167,5.01187
3234164,15.8489
3234165,19.9526
3234162,12.5893
3234163,15.8489
3234160,3.16228
3234161,15.8489
3240108,5.01187
124172,2.51189
5380296,5.01187
3240102,15.8489
16758440,3.98107
2793146,10.0
2133924,4.46684
682802,31.6228
3245883,22.3872
6603741,25.1189
6603740,11.89609
6603743,15.8489
6603742,17.90075
6603746,15.8489
6603748,12.5893
5342516,2.23872
2230147,4.46684
2230146,3.16228
1994324,14.1254
5766359,7.07946
3570389,15.8489
3013166,25.1189
1940329,7.94328
3234579,15.8489
3234578,15.8489
3144202,17.7828
3234575,10.0
3234574,15.8489
3234577,19.9526
3234576,7.94328
3234571,10.0
3234570,3.16228
3234573,12.5893
3519,12.5893
6552022,10.0
11980904,10.0
1022424,1.41254
2689,25.1189
3242500,25.1189
3242503,15.8489
1483722,15.8489
62886,10.0
2726190,1.0
5420804,10.0
6604575,5.01187
3382829,10.0
3243900,39.8107
3243906,22.3872
2802924,17.7828
5739314,14.1254
4614034,0.398107
1299526,14.1254
83476,6.30957
3229174,4.46684
6413218,15.8489
4336830,19.9526
1473674,0.0398107
2274646,3.16228
4173677,10.0
1022009,7.94328
6604719,1.25893
3932660,15.8489
3233248,12.5893
3233246,31.6228
3233247,0.199526
3233245,15.8489
3233242,12.5893
3233243,12.5893
3233712,7.94328
3233241,5.01187
734554,22.3872
734555,28.1838
734553,22.3872
1472407,10.0
5280343,15.8489
3211145,1.99526
2830094,10.0
707498,14.1254
439246,5.01187
5587050,7.07946
3243676,1.25893
2855584,14.1254
3103429,14.1254
272572,7.94328
16758747,3.16228
1118366,3.98107
3244907,14.1254
16758290,5.01187
3244905,11.2202
11958561,14.1254
11958566,35.4813
5792239,10.0
3792618,22.3872
898839,28.1838
1098144,15.8489
2091261,14.1254
16758298,5.01187
5103771,5.01187
3235712,11.2202
2733484,3.16228
3232796,19.9526
5333096,39.8107
9549619,5.01187
2851650,14.1254
3235719,14.1254
2169579,17.7828
373201,25.1189
2999101,25.1189
5347385,28.1838
3595012,39.8107
16413233,3.16228
653914,12.5893
3240374,35.4813
210230,0.501187
2434382,28.1838
5149140,3.16228
3236061,12.5893
182593,25.1189
3173042,3.16228
16758750,3.98107
995895,15.8489
3094819,15.8489
16758287,4.49647
16758286,3.98107
3232839,1.25893
1402105,4.46684
2605165,28.1838
16758280,3.98107
3232832,7.94328
3232833,10.0
3232831,12.5893
3232836,15.8489
3232834,19.9526
1242827,14.1254
679916,25.1189
2885841,19.9526
4289706,3.98107
1732274,7.94328
32224,31.6228
5458260,3.16228
6899176,7.07946
2866118,39.8107
1846661,14.1254
4621,7.94328
5394938,3.98107
16758348,3.98107
1309483,31.6228
5346232,28.1838
1484093,15.8489
679873,12.5893
2337,15.8489
9590711,15.8489
3220753,14.1254
5351835,3.16228
759953,22.3872
3237829,8.91251
3239722,3.54813
3239725,17.7828
2926010,10.0
3239728,15.8489
3721751,6.30957
627093,22.3872
2267686,12.5893
2267687,22.3872
2872630,19.9526
2963405,25.1189
2973302,15.8489
1002592,14.1254
718369,14.1254
1968992,3.16228
5834073,4.46684
2967529,0.446684
3242996,4.46684
3242995,3.54813
9595521,2.23872
3278071,7.94328
11957285,0.630957
11957284,14.1254
6997824,3.98107
5372683,12.5893
3236663,2.23872
3236661,12.5893
3233012,2.51189
3233017,15.8489
3233016,6.30957
3233015,3.16228
3233014,15.8489
3234290,5.01187
1042283,11.2202
3233018,3.98107
3234294,31.6228
3234295,15.8489
5503982,25.1189
3232631,12.5893
3232632,2.51189
3232634,2.51189
3232635,7.94328
3232637,19.9526
3232639,25.1189
16758497,3.16228
663539,7.94328
1132506,3.98107
5512458,25.1189
3236529,22.3872
3234743,1.25893
3234740,15.8489
3234746,12.5893
3234747,0.794328
3234744,3.16228
3234745,1.0
3234748,15.8489
3238675,22.3872
1244790,14.1254
5524102,12.5893
3212955,14.1254
2228974,4.46684
3626837,15.8489
934161,7.94328
3236297,15.8489
6604385,0.398107
688469,25.1189
6604380,5.01187
6604381,12.5893
2927347,4.46684
2869252,15.8489
3716916,1.99526
3716917,8.91251
3243245,3.54813
5332627,31.6228
566975,7.94328
3247327,1.99526
2079023,6.30957
3244046,28.1838
5459505,25.1189
5459504,12.5893
5459507,15.8489
5459506,10.0
5459501,7.94328
5459500,19.9526
5459503,12.5893
5459502,19.9526
834548,22.3872
1078308,4.46684
2126542,12.5893
3235369,0.398107
3235368,15.8489
3235367,15.8489
1239473,4.46684
3235363,12.5893
97587,0.158489
3233900,1.99526
3233903,15.8489
3233905,1.58489
3233907,25.1189
6604039,2.51189
3233909,12.5893
6604037,6.30957
5455427,22.3872
6604030,25.1189
6604031,3.98107
3237217,6.30957
6604309,6.30957
1475811,0.794328
1475812,7.94328
3233507,7.94328
1322118,12.5893
3235509,10.0
