ID	apKa1	bpKa1	atoms
47198187	14.49	7.90	18,9
47198186	14.22	8.39	9,15
47198185		-0.46	10
47198184	13.17	-4.18	13,15
47198182		9.86	2
47198178		8.72	9
47198177		8.95	11
47198174		-2.26	11
47198172		1.05	17
47198167		8.09	3
47198166	12.79	-6.27	7,9
47198165		9.79	13
47198164	6.78	8.34	9,14
47198163		7.45	7
47198162		7.36	11
47198159	13.08	3.26	20,21
47198158	6.09	8.66	18,8
47198157		7.81	9
47198155		9.49	12
47198154	7.91	6.16	4,8
47198152		8.87	13
47198151	14.08	8.97	18,13
47198150		7.52	10
47198148		8.69	3
47198147		10.41	4
47198145		9.42	15
47198143	11.68	-0.31	12,13
47198141	13.02	3.19	14,20
47198138	17.07	-3.99	4,6
47198137	13.26	-1.64	11,13
47198136	12.24	-4.87	12,3
47198135	13.67	-0.58	5,18
47198132	16.59	-4.83	8,7
47198129	3.76	-1.68	20,10
47198121		8.70	5
47198119	15.26	10.73	17,10
47198116	12.81	-0.37	4,20
47198113	15.57	-1.65	11,13
47198112	4.79	2.47	10,24
47198111		8.87	3
47198107		7.82	2
47198103			
47198094	14.00	3.40	8,14
47198088		-0.99	18
47198087		1.61	10
47198083		7.81	9
47198081	7.73	-0.07	8,4
47198078	14.09	9.04	24,15
47198077	7.20	-0.92	22,12
47198076	15.18	9.33	10,4
47198068	10.21	-4.42	14,3
47198067		10.64	10
47198060		5.25	9
47198059		10.49	5
47198057	16.42	3.44	15,16
47198053	12.35	3.19	9,16
47198052	12.38	3.19	9,16
47198051	13.45	7.18	13,2
47198049			
47198048		7.62	11
47198046		-4.16	20
47198040	3.63	-3.26	25,10
47198039	14.10	9.82	19,6
47198036	10.31	6.71	7,14
47198034		9.75	12
47198032		2.84	15
47198031		9.77	12
47198030		3.95	18
47198029		0.84	8
47198026		7.84	2
47198025	15.10	-8.48	8,10
47198024	17.60	-4.80	11,20
47198022		8.73	12
47198021	13.78	0.46	10,14
47198020		3.85	21
47198019		3.52	8
47198018		6.14	9
47198013		7.87	9
47198012		9.55	14
47198000	15.49	-2.59	12,11
47197999			
47197998		8.71	6
47197997		5.66	15
47197996		9.76	13
47197994	15.93	-1.32	13,12
47197993		9.44	3
47197992	14.10	9.63	22,7
47197990		10.54	10
47197985		3.69	8
47197983		6.77	14
47197982		9.87	13
47197981	3.83	-6.68	17,19
47197978	9.85	1.01	15,14
47197974	3.11	-3.73	26,10
47197971		-4.14	21
47197958		11.01	9
47197956		11.10	8
47197955		8.86	2
47197954		6.77	15
47197953		6.58	10
47197951		8.76	8
47197949		10.43	9
47197948		8.77	8
47197947		6.77	15
47197946		4.88	12
47197944	13.67	-1.25	12,14
47197941		8.54	11
47197940	9.50	-0.75	23,8
47197939		7.77	13
47197938	8.28	-4.91	12,16
47197937	15.43	7.98	17,10
47197936		9.21	6
47197935		10.83	13
47197933		10.68	12
47197928	11.19	-0.85	11,16
47197926		9.10	6
47197924		8.18	12
47197922		7.23	9
47197921		11.11	9
47197919		10.32	12
47197918		8.13	12
47197914		7.20	3
47197913		7.41	9
47197910		-4.14	18
47197909	15.03	8.96	4,14
47197906		8.37	12
47197904	15.01	2.09	21,18
47197891		4.01	9
47197878	12.12	-3.92	9,11
47197876	12.62	-1.79	10,12
47197874	9.50	-0.99	13,16
47197867		0.52	11
47197864	15.92	-1.23	9,11
47197862	14.50	9.42	8,13
47197859	12.19	-3.31	9,11
47197851	16.74	8.73	8,4
47197835	10.07	-0.82	14,12
47197834	10.79	0.34	12,14
47197833	14.80	-3.85	11,10
47197816		1.85	5
47197813	15.72	-1.00	14,13
47197811		-2.14	15
47197808		-0.43	13
47197801	14.04	-3.22	25,25
47197794		-1.04	13
47197775	5.50	-5.12	13,20
47197774	14.00	8.13	16,9
47197760	15.92	8.46	16,8
47197750	14.53	0.05	8,17
47197722	7.40	3.02	5,15
47197711	14.67	0.53	10,22
47197710	4.12	0.77	27,19
47197705	14.71	-1.05	10,12
47197701	13.36	-1.71	11,13
47197694	14.45	0.40	5,16
47197688		10.65	17
47197683	15.09	-2.53	20,12
47197668		3.20	21
47197660	16.39	-1.06	9,4
47197646	15.92	8.04	20,15
47197631		10.17	14
47197627	15.57	7.89	18,14
47197621	15.92	8.95	10,5
47197620	12.56	1.08	9,15
47197619	9.37	2.65	13,11
47197618	13.24	-2.96	9,20
47197606	13.99	7.41	9,13
47197603	8.12	11.11	22,14
47197600	14.21	-3.56	9,11
47197599	15.04	-4.76	2,4
47197586		7.34	20
47197573		9.72	19
47197572	15.92	8.75	19,14
47197570	15.70	8.25	12,8
47197568	10.22	-3.44	27,15
47197557	15.65	9.32	13,5
47197554	16.23	2.86	1,18
47197546	4.31	-7.48	13,13
47197543	15.88	-1.71	11,13
47197537	14.47	0.30	5,16
47197521	14.46	6.29	12,7
47197518	15.40	8.39	17,10
47197513	15.92	8.93	10,5
47197508		-6.30	12
47197501	15.09	9.98	22,5
47197491		7.21	16
47197485	15.47	8.35	23,5
47197482	15.92	9.09	14,6
47197460	15.29	0.40	13,15
47197454	15.92	8.58	19,14
47197451	15.92	8.55	16,11
47197450	15.92	9.57	16,8
47197448	15.06	8.90	24,9
47197446		-2.42	14
47197444	10.45	5.05	12,18
47197439		5.59	15
47197417	15.41	7.16	10,15
47197405	15.07	-0.73	11,13
47197352	16.25	10.12	21,11
47197337	16.68	9.96	6,17
47197336	12.72	4.83	15,21
47197314		-0.35	16
47197299	12.41	8.47	20,9
47197295	9.44	-9.53	10,19
47197294	15.76	3.32	15,24
47197289	16.54	-4.87	9,8
47197287		8.37	5
47197286		8.98	2
47197282	14.81	1.74	7,15
47197279	15.66	1.77	6,14
47197268	9.76	-4.90	13,2
47197262	15.92	8.77	21,13
47197256	15.92	8.82	20,12
47197254	13.62	-2.96	13,20
47197248	12.85	-3.64	11,10
47197246	12.08	6.44	9,13
47197239	15.22	1.77	4,12
47197233	16.36	6.05	14,17
47197228	19.83	-4.14	14,15
47197225		8.94	9
47197214	8.39	10.18	10,12
47197196	15.51	1.77	18,13
47197194		10.04	5
47197193	15.57	-0.20	6,15
47197189		6.52	4
47197186		9.20	14
47197184	16.35	-1.19	10,5
47197173		-0.48	17
47197169	18.80	-3.55	15,17
47197167	15.90	-1.00	14,13
47197166		-4.14	18
47197165		1.05	17
47197156	14.08	6.65	20,14
47197142	15.30	-0.81	10,9
47197139	14.03	-2.61	26,12
47197133		0.96	11
47197128		8.81	9
47197109	15.86	8.99	20,15
47197103	14.22	7.98	19,11
47197092	8.32	10.21	22,8
47197087	8.89	-0.46	10,8
47197086	12.48	3.19	11,18
47197085	13.03	3.19	12,18
47197082	15.75	8.40	6,11
47197078	15.09	-2.53	22,14
47197077	15.06	-0.55	24,16
47197072	15.47	9.12	24,6
47197061	16.56	-0.45	20,19
47197060	14.44	-1.06	11,13
47197059	14.45	3.53	11,10
47197056	12.39	-5.92	20,21
47197054	6.54	-0.88	11,13
47197052	19.68	3.21	1,19
47197049	5.15	8.66	19,5
47197048		7.95	11
47197047		5.80	12
47197046		9.73	13
47197045		9.41	14
47197043		2.29	15
47197032		-1.34	2
47197029		6.77	17
47197028	15.19	-1.65	12,14
47197023	13.79	-0.92	17,5
47197022	11.73	-7.19	8,3
47197021	12.73	-4.29	13,8
47197019	11.95	7.49	11,15
47197012		8.58	10
47197010	8.72	-0.28	24,20
47197009	10.67	5.39	16,18
47197006	13.68	5.61	9,11
47196995		3.59	20
47196990	9.25	7.00	10,2
47196988	11.77	-2.95	9,20
47196985	16.25	-0.72	11,18
47196984	13.31	-6.15	9,8
47196983	9.53	5.32	6,17
47196981	16.54	-4.91	13,14
47196975		7.35	15
47196971	14.12	6.79	11,18
47196969	14.09	9.87	19,13
47196965	15.05	-0.84	11,13
47196963	11.27	-3.39	19,21
47196956	8.50	-0.30	13,15
47196947	7.81	-3.29	5,4
47196939	7.82	-2.45	9,8
47196938		8.58	13
47196936		8.84	13
47196927	16.11	-0.48	11,13
47196916		2.42	16
47196915	13.23	6.94	10,14
47196914	7.88	1.57	3,3
47196912		2.84	7
47196904		6.61	12
47196902	15.97	7.84	11,5
47196896	15.07	-0.56	23,6
47196879	17.49	6.24	11,9
47196870		-0.46	13
47196866	7.73	-3.70	11,10
47196861	14.05	-1.01	8,10
47196857	14.42	-1.64	17,16
47196855	7.94	6.64	12,16
47196851		8.15	10
47196847		8.62	13
47196844		7.95	11
47196842		9.40	13
47196841	4.10	2.99	18,7
47196840		9.42	13
47196838	14.04	-3.22	23,23
47196837		-4.61	10
47196834	12.35	5.61	5,9
47196831		9.02	8
47196829	15.34	5.50	17,14
47196823		7.21	9
47196821		8.25	15
47196806	9.83	11.17	19,14
47196803	10.19		12
47196781		3.64	15
47196778		6.79	18
47196776		9.16	16
47196772		6.79	18
47196765	13.14	7.71	9,13
47196753		9.27	12
47196752		7.33	3
47196748	7.80	-3.26	7,6
47196745		-4.91	3
47196743	11.48	-0.72	15,7
47196731	10.49	-4.86	11,18
47196730		6.77	16
47196727	10.21	1.20	8,5
47196725		6.79	16
47196719		6.79	21
47196716		8.07	12
47196713	8.49	-0.30	12,14
47196710	13.98	-3.73	13,12
47196702	3.85	4.72	22,9
47196698	14.09	9.87	21,15
47196687	13.21	8.09	10,13
47196684	15.68	7.89	8,12
47196680		2.27	14
47196678	4.33	-0.97	17,20
47196674	8.08	-6.94	9,22
47196671	8.66	-3.80	5,13
47196670	7.81	-2.49	6,5
47196669		2.27	14
47196660	9.45	2.64	3,6
47196643	14.60	-0.96	11,10
47196633	15.48	-2.40	16,15
47196623		8.29	8
47196620		-4.07	24
47196617		9.00	19
47196616	10.88	4.24	9,19
47196607	13.74	-3.70	11,13
47196606	15.10	8.42	24,13
47196597		7.63	12
47196596	12.31	1.08	18,11
47196595	14.09	9.87	17,11
47196588		10.01	14
47196587	15.23	-2.26	10,12
47196586	10.18	-1.22	10,15
47196584	14.91	6.52	15,4
47196577	14.10	-3.51	8,10
47196575	13.82	-0.41	16,5
47196574	11.81	-1.15	15,7
47196573	14.37	-1.02	9,17
47196564		3.43	17
47196563	11.51	-6.30	9,8
47196561		2.27	16
47196548	3.44	-4.62	28,2
47196543		2.27	16
47196538	12.96	4.37	12,17
47196537		-4.81	12
47196536	15.68	-1.23	16,15
47196534	18.34	6.24	11,9
47196530	12.38	-3.43	14,13
47196526	9.16	-4.14	11,17
47196524	16.21	2.29	2,18
47196521	6.91	-1.93	21,17
47196511	7.89	-5.35	16,11
47196510		1.88	8
47196503		7.33	3
47196501	8.38	-3.47	22,13
47196500	15.62	-0.58	11,13
47196497		3.21	16
47196495	8.77	-4.17	22,14
47196494		5.64	8
47196489	8.72	0.27	7,9
47196486		2.29	16
47196477		9.85	15
47196473	16.26	-0.87	11,13
47196461		7.33	14
47196460		8.76	2
47196457	13.25	-0.52	18,11
47196456	10.56	3.04	14,18
47196453	16.15	-0.00	20,19
47196447	6.91	-1.93	21,17
47196440	15.47	-6.82	10,17
47196431	15.84	8.37	18,8
47196424	14.11	5.47	9,11
47196422		2.29	15
47196414	8.29	-0.20	13,9
47196408	16.50	8.14	6,2
47196404	13.89	-2.21	10,9
47196403	11.69	2.51	10,3
47196396		9.26	16
47196391	14.14	6.89	11,14
47196390		4.30	9
47196389	10.16	5.88	11,5
47196384	12.35	5.61	14,18
47196381	11.36	6.09	8,12
47196378		3.19	11
47196377	10.75	6.74	11,15
47196372	12.97	-1.12	10,10
47196358	10.35	-1.21	11,18
47196353	14.72	-4.95	5,4
47196350	9.33	2.53	4,7
47196349	14.09	9.77	21,15
47196345	14.22	8.04	16,8
47196342	15.46	3.30	10,17
47196336	9.62	2.18	14,21
47196333	14.09	9.87	19,13
47196332	11.61	-0.99	12,18
47196325	15.61	2.87	9,20
47196324	10.17	-1.61	5,18
47196320	14.82	6.79	11,18
47196315	10.24	4.68	17,19
47196313	13.11	-0.83	8,8
47196309		9.03	13
47196308		8.29	12
47196307	13.59	9.24	21,12
47196305	13.75	3.96	8,10
47196304		0.10	9
47196303		-0.70	14
47196299		-1.12	14
47196296		8.12	2
47196294	16.80	4.50	7,4
47196290		2.29	15
47196276		-0.06	16
47196271		8.62	12
47196263	13.90	-0.98	18,19
47196262	17.94	3.98	11,8
47196260	11.16	2.22	7,13
47196256		-0.46	10
47196253	4.13	-1.11	17,9
47196249		3.43	16
47196248	16.15	7.04	15,19
47196234	15.25	2.06	2,9
47196233	13.69	3.96	8,10
47196232	7.72	-3.92	11,10
47196229	14.60	-3.22	9,11
47196227	10.65	5.31	12,15
47196224		7.61	16
47196220	7.64	8.70	19,10
47196218		3.13	14
47196217	11.48	-0.89	14,9
47196212		-2.85	2
47196204		9.76	2
47196203	16.14	8.53	8,2
47196201		1.12	5
47196199	10.97	-1.18	10,6
47196196		1.12	14
47196182		9.26	17
47196181		-3.68	8
47196179	16.08	-0.60	10,10
47196176		0.46	7
47196174	12.00	2.18	6,11
47196169		5.65	5
47196167	10.17	-1.29	25,13
47196160		-0.07	16
47196157		9.26	18
47196155		1.25	11
47196154		1.73	14
47196153	10.76	4.32	4,21
47196151	9.06	-4.84	10,2
47196149		9.56	15
47196147	18.68	-0.48	17,7
47196146	7.82	-1.71	18,11
47196143	13.63	-0.55	13,21
47196140	10.31	-0.65	6,2
47196137	7.39	1.83	5,12
47196136	15.84	2.94	18,12
47196133	3.85	-2.90	26,16
47196131	8.23	-5.81	16,15
47196129		2.14	10
47196127	10.14	-1.57	26,10
47196126	3.85	1.07	29,9
47196125		5.14	9
47196123	13.21	0.61	9,12
47196122	10.34	-4.15	14,20
47196120	13.95	-0.75	4,6
47196118	12.51	-3.27	11,13
47196117	11.96	-3.83	8,16
47196110	18.26	-7.61	12,18
47196102	12.43	-0.21	10,10
47196096	15.68	-1.51	11,13
47196095	12.94	0.44	3,3
47196083	14.66	-8.48	7,9
47196080		3.20	14
47196079			
47196075	14.83	-8.48	11,13
47196072	16.76	9.73	16,19
47196070		1.65	13
47196061	14.56	-4.42	15,14
47196059	9.73	-4.62	13,2
47196057			
47196051	-3.61	2.56	18,14
47196048		0.33	8
47196045		2.75	8
47196030		1.12	5
47196029		4.55	8
47196027	12.96	-0.88	18,7
47196026	14.10	9.16	18,12
47196024	14.21	9.02	19,13
47196021	13.85	-0.90	5,7
47196017	14.08	-1.07	5,7
47196016	10.17	-1.10	5,18
47196012	7.60	8.56	21,12
47196010	9.59	-3.56	7,12
47196003		-1.57	9
47195995	9.64	8.06	11,17
47195990	11.97	5.56	12,18
47195984		1.12	15
47195981	8.74	-0.26	15,11
47195975	10.76	2.91	12,5
47195973	12.56	-4.61	23,26
47195956	7.73	6.56	19,12
47195955	7.97	6.93	18,10
47195938		3.02	13
47195936		-0.35	7
47195934	7.65	3.39	20,16
47195930	12.73	1.81	9,18
47195922	10.97	-3.96	11,9
47195919	13.31	1.13	9,14
47195916	13.18	1.13	8,13
47195914		4.54	16
47195911		2.99	15
47195910	9.62	4.26	18,12
47195909		8.87	2
47195901	18.59	3.78	9,8
47195894	14.46	7.64	10,14
47195891	16.99	8.36	14,2
47195888	2.89	-4.08	24,15
47195882	9.89	4.27	10,7
47195877	10.96	-1.07	11,22
47195871	9.25	7.46	23,4
47195868		10.29	4
47195864	7.14	-3.12	11,18
47195861		9.92	8
47195859	13.20	4.47	19,9
47195857	15.58	-1.18	15,6
47195855		8.28	9
47195851	9.44	8.24	19,17
47195843		-4.54	20
47195841	11.76	0.94	10,7
47195836	7.87	6.78	18,10
47195835		6.68	2
47195831	14.35	5.52	13,5
47195825	11.59	-6.75	9,11
47195822	14.19	1.45	11,14
47195819		-2.88	11
47195818	13.74	-4.37	11,3
47195816		-2.30	17
47195814	14.62	-1.20	11,10
47195811		2.80	12
47195809	14.34	8.40	11,14
47195808		-4.49	11
47195807		-6.52	11
47195804	12.74	-3.79	18,18
47195799	9.06	-4.51	10,13
47195795	13.74	-2.82	5,10
47195792	4.32	-3.16	19,9
47195789		2.44	14
47195787	10.39	2.58	16,6
47195772	11.77	2.21	11,10
47195771		1.66	11
47195762	11.03	1.98	12,11
47195757	7.11	-2.24	16,15
47195756		9.19	8
47195752	6.24	-3.83	17,21
47195746	5.61	1.66	16,20
47195743	14.82	-0.70	13,12
47195742	9.02	1.58	20,8
47195733	10.25	8.87	9,15
47195732	11.58	0.63	12,17
47195716	7.90	0.06	15,8
47195715	10.69	-1.30	14,13
47195714	12.62	1.13	16,13
47195711		8.65	12
47195706	13.72	-4.36	9,12
47195704	14.78	-2.37	10,12
47195701	10.22	-1.61	23,10
47195700	9.68	9.17	19,2
47195691	14.45	1.34	12,12
47195682	6.96	1.83	21,15
47195677		1.34	14
47195676	3.93	-3.82	10,12
47195668		2.55	16
47195659	12.38	1.81	13,9
47195655		5.31	15
47195654	8.74	-0.57	7,3
47195652	10.39	-2.31	4,5
47195651	10.84	5.95	19,2
47195647	7.14	-3.00	11,18
47195645	12.18	-3.75	20,22
47195643		4.46	18
47195639		2.64	19
47195637		2.36	10
47195636	14.58	-2.98	19,19
47195634	9.61	-0.53	18,14
47195631		3.25	14
47195623	11.71	-7.74	17,5
47195622	10.91	-4.53	10,2
47195621	12.86	-1.18	7,7
47195620	16.02	-1.85	21,20
47195617		1.66	13
47195615	10.35	1.08	11,16
47195613		5.67	14
47195611		-4.13	15
47195605		9.76	2
47195604		8.09	2
47195603		9.76	2
47195600	3.21	-0.89	11,4
47195597	12.87	8.70	18,22
47195591	15.58	5.46	12,3
47195587		-7.01	6
47195586	8.59	1.84	8,9
47195582	9.00	-3.01	28,6
47195581	8.13	-1.58	3,3
47195575		9.06	2
47195574		1.99	9
47195573		3.23	15
47195572	9.62	4.26	18,12
47195570	1.85	-8.35	11,21
47195569	3.28	-1.38	21,9
47195564		2.04	10
47195562	13.87	2.77	17,18
47195560		8.79	11
47195559		5.68	12
47195555	12.76	-7.23	13,5
47195553		7.17	8
47195547		9.32	2
47195545	19.29	-1.13	10,12
47195544	11.94	-0.62	9,15
47195541	7.59	5.76	21,9
47195538		4.77	13
47195535		5.09	15
47195523	2.91	-4.35	29,20
47195520	15.41	7.78	9,13
47195519	5.43	-2.78	21,12
47195518	10.30	-7.36	25,14
47195515	13.00	2.57	5,10
47195514		8.55	14
47195511	7.65	3.56	13,9
47195509		-0.04	3
47195505		9.41	8
47195501	7.91	-1.50	19,15
47195498	10.95	-4.87	9,2
47195497	12.86	1.48	10,7
47195494	6.07		13
47195492	14.14	-1.29	11,10
47195489	7.60	3.59	4,7
47195488		8.28	8
47195486	12.22	1.13	15,5
47195485	11.60	-1.18	10,6
47195480	14.51	5.00	14,11
47195478	14.01	-3.46	8,10
47195468	9.23	2.26	21,14
47195464	11.77	2.01	6,5
47195462		5.26	6
47195461	14.77	-0.24	5,7
47195457	13.98	6.54	18,12
47195455		5.18	7
47195452		6.20	8
47195451	10.70	-3.15	12,4
47195450	6.36	-3.91	2,19
47195447		4.49	16
47195446	4.95	9.13	29,8
47195445	3.44		9
47195444	8.69	-2.09	13,4
47195442		2.19	9
47195439	19.37	-5.47	15,13
47195437		-6.88	6
47195433	15.24	-0.46	12,9
47195430	8.58	-0.61	12,8
47195428	2.94	-4.74	18,21
47195422		-1.73	15
47195421	13.85	-4.75	9,8
47195418		9.10	15
47195410	8.63	1.12	21,13
47195408		-4.08	12
47195402		9.10	13
47195399	11.64	-1.13	15,10
47195388	7.40	-0.39	19,15
47195385	16.32	6.36	16,13
47195382	8.55	-4.87	6,19
47195381	10.02	-1.18	10,6
47195376		-1.36	10
47195374	9.80	5.08	19,13
47195373		9.76	2
47195371		8.94	2
47195370	12.81	-1.17	11,18
47195368		9.00	2
47195362	8.37	-6.92	10,15
47195361	3.32	-4.90	16,17
47195360	11.56	-3.76	15,3
47195357		4.67	14
47195355	11.61	4.12	9,5
47195352	7.20	-5.33	4,7
47195351		-5.13	7
47195350	7.60	3.59	20,16
47195347	11.43	-0.44	9,8
47195344	12.79	1.13	15,5
47195343		-1.20	6
47195342	7.70	-2.62	6,11
47195340	7.08	-3.12	27,6
47195338		9.10	9
47195337		9.30	19
47195335	12.12	1.69	11,13
47195330	12.02	3.48	17,16
47195323	3.54		18
47195320	13.29	-1.56	6,19
47195318	3.62		18
47195317	2.04	-8.98	23,23
47195314		8.47	10
47195313	13.65	-3.76	11,10
47195311		7.17	21
47195310	11.49	1.13	15,5
47195308		6.77	12
47195306	14.49	-2.36	15,17
47195304	2.91	-3.95	27,9
47195303	10.97	-3.85	11,9
47195301	19.17	-7.02	1,8
47195299	14.79	9.02	5,6
47195297		8.58	8
47195287		-2.99	2
47195285	2.38	-3.63	31,10
47195282	10.62	-1.30	9,11
47195280		-0.26	13
47195278	11.57	4.65	7,10
47195277	2.91	-3.56	28,10
47195272		-0.07	5
47195270	7.99	-1.56	14,18
47195269		9.58	8
47195268	14.28	0.52	9,21
47195267		9.35	8
47195257	14.26	-1.16	12,11
47195254	14.21	-2.40	9,11
47195253	9.93	4.32	4,19
47195250		7.01	8
47195249		-4.85	5
47195247		9.52	8
47195243	10.75	2.87	4,22
47195240			
47195231	10.39	-4.51	11,14
47195219		-1.58	11
47195214	14.24	6.64	18,12
47195204	14.95	9.41	16,8
47195181		-1.84	13
47195176	13.96	2.73	22,23
47195171	13.32	6.85	13,21
47195170	13.41	6.85	12,20
47195169	12.63	6.85	14,8
47195167	13.43	-3.48	20,20
47195162		1.33	20
47195156	12.48	1.13	15,5
47195154	9.84	10.49	11,15
47195152	4.29	-0.73	15,5
47195151		9.30	7
47195145	11.26	5.68	12,11
47195144		-2.05	12
47195138	13.27	-2.79	12,14
47195124	10.18	-0.27	16,17
47195122	10.89	-0.26	9,11
47195121	15.99	-0.47	4,6
47195118		3.20	3
47195117	13.83	-1.01	12,11
47195113	15.25	-0.56	7,9
47195112	11.26	-0.76	11,9
47195107		8.63	12
47195106	15.28	-0.42	8,5
47195103	15.27	5.69	9,17
47195100	15.82	-1.45	13,12
47195096	12.82	-4.38	7,9
47195095	14.22	-3.83	8,10
47195092	13.33	-3.29	11,13
47195090	14.97	3.62	10,17
47195073		1.51	14
47195072	7.74	-4.81	9,2
47195070	8.00	7.03	19,11
47195067	14.19	-2.45	9,11
47195062		4.40	20
47195057	13.79	9.11	20,19
47195052		7.08	10
47195051	8.75	-4.13	16,17
47195046	14.67	-0.82	10,12
47195041		-0.18	10
47195037	15.27	-0.43	10,7
47195030	13.91	-1.23	8,10
47195029		7.61	15
47195026	15.04	-0.01	13,12
47195023		3.20	19
47195021	3.92	-3.36	30,21
47195019	12.68	-2.84	11,13
47195017		1.44	14
47195016		-4.59	16
47195015	16.42	3.44	6,5
47195010	11.72	1.22	8,5
47195006	14.14	-0.55	11,12
47194994		-4.85	8
47194993	15.06	-0.46	10,9
47194992	12.06	0.38	8,5
47194988	9.65	-4.08	13,19
47194983	14.38	6.85	10,18
47194982	15.47	4.14	12,19
47194978	14.12	-3.72	11,13
47194976	11.05	-1.18	10,6
47194975	9.46	-4.07	18,10
47194973	12.24	-3.86	9,11
47194961	11.83	-2.99	9,6
47194950	14.08	9.42	9,5
47194941	13.56	6.95	9,13
47194940	12.86	3.19	10,16
47194939	10.45	-4.85	12,2
47194928	2.38	1.31	16,7
47194927		1.10	13
47194925	13.16	-0.82	11,19
47194920	10.22	2.92	10,9
47194917		-4.88	8
47194905	10.39	1.96	11,7
47194902		-0.38	12
47194901	12.78	6.85	14,8
47194897	13.38	-3.30	12,11
47194889	10.25	4.08	11,20
47194888		-2.77	8
47194883			
47194882	11.54	-4.31	22,22
47194880	8.07	3.21	15,14
47194879	3.69	3.01	26,7
47194872		4.67	4
47194871	0.82	6.71	18,8
47194868	9.64	-2.00	5,9
47194867	3.40	-1.52	17,11
47194865	3.81	1.05	17,14
47194863		3.48	9
47194860	10.17	2.94	9,8
47194858	9.62		10
47194857	13.83	-3.93	13,12
47194856	16.22	-0.78	11,13
47194853	9.26	1.66	10,8
47194852		5.09	8
47194850		2.26	15
47194848		3.25	13
47194843	9.41	-1.31	16,15
47194842		5.67	12
47194837	13.99	3.96	9,11
47194836		-1.64	9
47194835	9.08	-7.33	9,12
47194832	7.64	8.72	20,11
47194826	4.28	-3.87	4,16
47194825	13.71	-1.02	10,12
47194822	12.11	-4.21	9,16
47194813	13.46	-4.42	21,23
47194808	10.45	0.06	7,3
47194805	13.61	-0.55	8,16
47194804	9.28	-6.77	4,9
47194801		0.90	12
47194799	11.27	-3.39	5,21
47194798	17.11	-0.94	18,10
47194797	8.63	1.18	8,10
47194796		-7.67	17
47194795	19.35	6.54	11,9
47194794	13.59	-6.42	8,10
47194791	10.96	-3.77	11,9
47194790	9.00	-6.77	6,11
47194788	8.74	-6.77	6,11
47194786	14.92	-0.55	15,11
47194783		2.49	6
47194782	14.10	9.69	22,14
47194779	9.40	-1.30	16,15
47194778	10.21	4.08	11,21
47194777	13.25	-0.47	20,10
47194776	11.65	0.34	5,12
47194775	7.20	-0.98	15,20
47194773	14.99	-2.15	9,11
47194772	15.83	-1.66	11,13
47194770	10.07	-4.11	15,17
47194768	8.27	-1.51	16,12
47194764	11.59	5.98	4,8
47194759		9.14	4
47194758	15.11	-1.60	11,13
47194756	13.92	2.74	22,6
47194753	9.25	-4.82	12,22
47194750	8.69	-4.74	11,21
47194748	9.44	1.00	9,8
47194747	2.91	-4.35	30,21
47194745	10.97	1.79	9,8
47194743	13.71	-3.84	12,3
47194741		9.73	19
47194733		1.65	8
47194720	8.05	0.99	19,10
47194709	10.53	-4.23	10,19
47194708	3.63	-3.90	26,11
47194696	9.85	-6.41	5,12
47194692	10.73	3.64	12,2
47194689		3.49	17
47194677	10.78	-0.08	12,14
47194671	14.32	-3.76	11,13
47194667	12.44	4.38	12,17
47194666		9.51	14
47194663	12.27	1.13	15,5
47194662	13.27	1.13	9,14
47194660	15.86	3.87	5,12
47194659	12.92	4.99	7,15
47194656	12.68	1.13	15,5
47194653	10.54	-1.18	10,6
47194652	10.57	-1.18	10,6
47194650	11.09	3.58	12,19
47194648	16.20	-0.82	11,10
47194647	13.17	-3.19	10,21
47194646	12.79	-3.20	7,18
47194641	14.08	8.18	25,15
47194640	18.74	2.21	15,3
47194639	14.86	7.07	6,12
47194637	9.46		8
47194633	10.95	-4.37	11,2
47194627		1.51	12
47194626		8.63	11
47194624		-2.20	23
47194623	13.62	6.85	13,21
47194620	16.17	-1.45	12,11
47194608	10.95	1.85	11,12
47194607	13.85	-0.86	12,11
47194605	12.96	-0.99	5,7
47194600	5.48	-2.82	15,23
47194599	13.32	-3.18	18,17
47194598	16.03	-1.03	12,11
47194596	15.56	0.48	18,15
47194595	12.49	-4.15	7,17
47194591	8.68	0.48	23,4
47194587	14.65	6.00	10,13
47194584	14.14	6.79	12,19
47194582	11.06	-4.10	9,8
47194580		-5.04	2
47194579	10.47	0.04	10,17
47194575		5.55	6
47194574	14.10	9.23	21,5
47194571	14.61	1.26	4,15
47194570	14.60	1.26	6,17
47194568		10.45	13
47194561	11.84	6.38	11,18
47194557	14.45	-0.51	9,8
47194556		3.20	3
47194554	12.48	0.36	23,6
47194551	11.27	-3.38	5,23
47194550		3.89	8
47194548	14.93	5.21	8,5
47194545		5.45	2
47194544	7.77	6.57	19,12
47194541	8.06	3.20	14,13
47194540	14.73	-1.55	4,6
47194516	15.56	-1.23	10,12
47194505	13.59	9.18	12,13
47194504	15.97	-1.23	9,11
47194500	11.88	-3.41	7,9
47194499	14.03	-0.45	5,7
47194498		8.50	14
47194494		7.55	10
47194487	15.00	-2.17	9,11
47194482	13.97	-3.25	7,9
47194478	10.73	-0.22	7,6
47194471	14.17	2.43	11,20
47194466	11.70	1.45	13,16
47194464	13.50	-3.27	10,12
47194459		9.78	15
47194458		-2.29	21
47194456		7.03	20
47194455	13.16	-6.76	16,15
47194454	7.65	3.73	13,9
