ID,SEL_100,VAL,logD,ACIDIC,BASIC,STATE_10,STATE_50,STATE_90,MW,XLOGP,CLOGP,TPSA,HBD,HBA,LOGP_COLOR,MW_COLOR,LOGD_COLOR
5985,0.23,0.62,0.72,11.71,9.47,basic,basic,basic,586.678,3.586,2.78,114.2,1,7,green,red,green
1312369,0.17,0.71,4.47,9.56,0.87,neutral,neutral,neutral,454.481,4.14,4.47,106.95,2,6,yellow,yellow,red
1324929,0.11,0.67,4.93,9.56,0.87,neutral,neutral,neutral,412.419,4.324,4.93,88.49,2,4,yellow,yellow,red
1303035,0.03,0.16,4.52,10.77,4.06,neutral,neutral,neutral,366.725,3.926,4.52,66.91,2,3,yellow,green,red
1328006,0.16,0.43,5.68,10.67,2.75,neutral,neutral,neutral,607.633,5.417,5.15,104.52,2,5,red,red,red
422253,0.73,0.8,-0.92,7.02,-1.74,acidic,acidic,neutral,444.416,-0.343,-0.39,152.24,3,8,green,yellow,green
1311773,0.02,0.21,0.92,8.98,4.55,neutral,neutral,neutral,238.245,1.149,0.92,84.66,2,3,green,green,green
1319544,0.0,0.12,2.13,,6.85,basic,neutral,neutral,186.253,2.43,2.24,29.26,1,0,green,green,yellow
27612,0.52,0.67,2.86,17.34,7.16,basic,neutral,neutral,440.492,2.763,3.05,123.97,2,7,yellow,yellow,yellow
514549,0.02,0.17,5.65,12.61,2.32,neutral,neutral,neutral,457.567,5.305,5.0,91.02,1,4,yellow,yellow,red
122937,0.0,0.21,-4.38,13.18,8.88,basic,basic,basic,163.172,-1.546,-2.89,92.95,5,4,green,green,green
122938,0.0,0.24,-4.2,13.32,9.36,basic,basic,basic,133.146,-1.417,-2.26,72.72,4,3,green,green,green
421066,0.79,0.83,5.21,4.29,4.08,acidic,acidic,acidic,428.529,4.271,5.5,87.13,1,5,red,yellow,red
1075763,0.0,0.59,1.02,13.31,4.05,neutral,neutral,neutral,226.237,1.255,1.02,106.5,3,3,green,green,green
99755,0.05,0.4,4.11,12.47,-3.07,neutral,neutral,neutral,475.621,4.696,4.11,113.6,3,5,yellow,yellow,red
14805,0.08,0.17,4.43,15.99,7.2,basic,neutral,neutral,581.058,5.754,4.64,106.35,2,6,yellow,red,red
1363930,0.0,0.0,-11.87,2.24,-3.5,acidic,acidic,acidic,907.88,-18.586,-4.57,568.26,14,17,green,red,green
11220,0.0,0.15,0.73,11.8,6.43,basic,neutral,neutral,240.261,1.266,0.32,58.76,1,3,green,green,green
220184,0.06,0.19,2.67,11.9,3.34,neutral,neutral,neutral,328.163,2.739,2.67,57.78,2,2,green,green,yellow
1321645,0.04,0.31,3.45,9.74,3.74,neutral,neutral,neutral,326.37,3.08,3.45,70.92,2,4,yellow,green,yellow
78197,0.0,0.15,1.35,7.84,-6.94,acidic,neutral,neutral,162.142,1.388,1.48,50.44,1,3,green,green,green
363083,0.04,0.21,1.22,12.26,9.26,basic,basic,basic,507.56,3.227,3.08,128.29,4,6,yellow,red,green
363089,0.06,0.15,0.57,1.47,9.5,zwiterionic,zwiterionic,zwiterionic,587.54,2.823,1.1,174.82,5,9,green,red,green
175857,0.06,0.67,-4.28,,12.16,basic,basic,basic,177.246,0.183,0.17,61.9,3,0,green,green,green
430664,0.03,0.08,2.82,17.34,7.16,basic,neutral,neutral,366.414,2.743,3.01,105.51,2,5,yellow,green,yellow
682655,0.0,0.11,7.12,,-4.22,neutral,neutral,neutral,687.698,7.378,7.12,18.04,0,1,red,red,red
1324815,0.03,0.24,1.36,8.94,1.52,neutral,neutral,neutral,286.283,1.549,1.37,77.52,1,5,green,green,green
150743,0.02,0.02,0.31,13.66,3.82,neutral,neutral,neutral,179.219,0.034,0.31,54.02,2,2,green,green,green
66311,0.1,0.78,4.84,,8.4,basic,basic,basic,368.514,5.149,5.88,6.48,0,0,red,green,red
1326922,0.2,0.49,3.92,10.4,4.14,neutral,neutral,neutral,449.501,4.166,3.27,109.14,4,3,yellow,yellow,yellow
1248989,0.52,1.0,1.62,4.01,-2.93,acidic,acidic,acidic,917.128,5.282,4.77,208.75,3,17,yellow,red,green
1325646,0.03,0.08,0.37,10.22,-0.51,neutral,neutral,neutral,375.402,0.55,0.37,161.19,3,6,green,green,green
1304684,0.02,0.23,4.23,11.28,1.2,neutral,neutral,neutral,346.358,5.376,4.23,69.81,3,2,yellow,green,red
1072399,0.01,0.19,2.5,13.06,1.39,neutral,neutral,neutral,227.262,3.566,2.5,54.71,1,3,green,green,yellow
1072397,0.05,0.28,3.19,13.06,1.21,neutral,neutral,neutral,275.305,4.161,3.19,54.71,1,3,yellow,green,yellow
48701,0.04,0.53,-4.7,1.05,1.76,acidic,acidic,acidic,279.187,-2.173,-4.15,147.9,4,7,green,green,green
1287378,0.0,0.12,-1.41,,10.26,basic,basic,basic,267.326,1.559,1.3,47.04,1,3,green,green,green
1315195,0.08,0.62,3.49,10.72,5.3,neutral,neutral,neutral,401.441,4.325,3.5,120.06,3,4,yellow,yellow,yellow
358136,0.22,0.48,4.45,13.22,8.49,basic,basic,basic,549.587,6.205,5.58,79.38,2,4,red,red,red
4557,0.07,0.41,-1.98,-2.42,-1.37,acidic,acidic,acidic,336.323,0.139,-3.03,127.05,2,6,green,green,green
1320417,0.0,0.21,3.91,7.88,1.56,acidic,neutral,neutral,407.424,4.593,3.93,93.99,1,5,yellow,yellow,yellow
1320411,0.0,0.03,-0.4,8.08,-1.77,neutral,neutral,neutral,193.203,1.825,-0.33,81.51,3,2,green,green,green
492364,0.95,1.0,4.43,9.42,7.73,basic,basic,neutral,1209.304,6.82,4.77,286.05,10,9,yellow,red,red
1313872,0.02,0.45,5.16,13.75,4.73,neutral,neutral,neutral,370.416,4.846,5.16,41.99,1,2,red,green,red
1295707,0.0,0.36,4.25,11.54,3.4,neutral,neutral,neutral,349.334,3.957,4.25,57.78,2,2,yellow,green,red
1290663,0.01,0.13,1.85,14.59,3.6,neutral,neutral,neutral,364.376,2.484,1.85,77.23,1,5,green,green,green
312456,0.12,0.19,2.01,13.59,8.86,basic,basic,basic,407.899,4.087,3.48,70.38,2,3,yellow,yellow,yellow
1312471,0.01,0.5,-0.3,8.51,0.22,neutral,neutral,neutral,388.338,0.435,-0.27,186.28,4,10,green,green,green
254086,0.65,0.87,4.37,,9.3,basic,basic,basic,606.625,6.317,6.27,43.86,0,2,red,red,red
1295099,0.01,0.08,2.99,12.83,1.3,neutral,neutral,neutral,271.702,3.775,2.99,57.78,2,2,green,green,yellow
701437,0.91,0.93,1.15,14.44,7.78,basic,basic,neutral,420.55,2.595,1.71,60.14,1,3,green,yellow,green
709641,0.22,0.43,1.89,8.67,5.7,neutral,neutral,neutral,438.549,3.529,1.92,96.26,2,5,green,yellow,green
1053676,0.59,0.82,3.38,10.66,8.66,basic,basic,basic,450.368,4.496,5.06,56.92,3,1,red,yellow,yellow
1287201,0.01,0.28,2.05,,10.54,basic,basic,basic,467.605,5.956,5.25,69.2,1,3,red,yellow,yellow
122043,0.82,0.94,1.26,6.85,,acidic,acidic,neutral,385.846,2.442,1.77,122.12,3,4,green,green,green
71232,0.02,0.23,4.6,4.75,-7.47,acidic,acidic,acidic,454.684,4.775,7.2,54.37,0,3,red,yellow,red
361203,0.18,0.18,0.94,14.54,6.0,neutral,neutral,neutral,441.452,2.039,0.95,127.51,2,6,green,yellow,green
88797,0.06,0.23,3.45,13.17,8.27,basic,basic,neutral,493.603,3.376,4.38,86.28,2,4,yellow,yellow,yellow
1327772,0.0,0.04,1.76,13.06,0.97,neutral,neutral,neutral,296.324,2.602,1.76,75.02,1,4,green,green,green
1309432,0.11,0.91,0.37,8.14,7.54,basic,basic,neutral,277.319,0.279,0.43,81.67,3,3,green,green,green
1301620,0.27,0.66,3.61,9.83,-2.07,neutral,neutral,neutral,302.327,4.65,3.61,65.12,3,2,yellow,green,yellow
121277,0.0,0.52,-2.59,3.76,9.77,zwiterionic,zwiterionic,zwiterionic,127.141,-0.383,-2.72,49.33,1,2,green,green,green
121278,0.0,0.46,-2.44,3.79,10.24,zwiterionic,zwiterionic,zwiterionic,129.157,-0.6,-2.57,49.33,1,2,green,green,green
1073158,0.7,0.85,0.7,,9.98,basic,basic,basic,498.581,3.012,3.22,66.93,1,4,yellow,yellow,green
129656,1.0,1.0,-0.21,,9.97,basic,basic,basic,263.307,1.433,2.27,38.33,1,2,green,green,green
352385,0.67,0.96,0.4,13.9,9.42,basic,basic,basic,578.722,4.345,2.4,127.84,4,5,green,red,green
48019,0.64,0.76,5.75,,5.53,neutral,neutral,neutral,373.487,4.805,5.75,31.35,0,3,red,green,red
77232,0.8,0.95,2.72,4.02,-3.28,acidic,acidic,acidic,428.52,5.735,5.86,66.76,1,4,red,yellow,yellow
389319,0.29,1.0,1.17,8.18,-4.11,neutral,neutral,neutral,400.336,0.783,1.24,136.43,2,9,green,yellow,green
137398,0.38,1.0,3.42,15.11,8.59,basic,basic,basic,438.564,4.472,4.63,69.02,1,3,yellow,yellow,yellow
234156,0.54,1.0,1.88,13.62,7.51,basic,basic,neutral,393.482,2.284,2.24,62.11,1,3,green,green,green
528559,0.84,1.0,3.37,,5.74,neutral,neutral,neutral,417.413,3.212,2.74,80.91,0,6,green,yellow,yellow
1359848,0.0,0.65,1.87,14.92,9.77,basic,basic,basic,694.827,5.796,5.98,125.06,2,6,red,red,green
1322092,0.02,0.08,5.85,11.51,1.25,neutral,neutral,neutral,431.406,6.128,5.85,54.02,2,2,red,yellow,red
1059690,0.0,0.04,-2.47,-6.89,,acidic,acidic,acidic,122.44,-1.313,-0.1,74.27,0,4,green,green,green
603715,0.0,0.6,2.13,17.84,-4.63,neutral,neutral,neutral,304.296,3.843,2.13,52.6,0,4,green,green,yellow
1293541,0.01,0.12,2.83,7.69,1.68,acidic,neutral,neutral,312.325,2.869,3.01,74.59,1,4,yellow,green,yellow
1293549,0.0,0.14,-1.44,,9.94,basic,basic,basic,255.315,0.915,0.98,61.03,1,3,green,green,green
1326740,0.08,0.61,3.88,13.16,4.02,neutral,neutral,neutral,314.773,3.122,3.88,78.52,3,3,yellow,green,yellow
20027,0.31,0.68,2.21,5.62,6.53,zwiterionic,acidic,acidic,357.427,2.814,2.0,71.53,1,4,green,green,yellow
1303797,0.01,0.18,0.52,8.84,0.91,neutral,neutral,neutral,258.229,0.855,0.54,77.52,1,5,green,green,green
1306002,0.08,0.36,4.41,8.75,4.72,neutral,neutral,neutral,425.481,4.293,4.43,103.56,2,7,yellow,yellow,red
1379628,0.27,0.91,3.14,13.97,4.68,neutral,neutral,neutral,413.49,3.222,3.14,107.54,3,5,yellow,yellow,yellow
4361,0.0,0.17,4.4,4.99,,acidic,acidic,acidic,282.461,7.141,6.78,37.3,0,2,red,green,red
1313654,0.41,0.78,4.9,9.56,3.14,neutral,neutral,neutral,437.496,4.358,4.9,91.73,2,4,yellow,yellow,red
1168077,0.05,0.48,5.63,12.76,4.19,neutral,neutral,neutral,516.515,6.179,4.98,101.5,2,6,yellow,red,red
498961,0.12,0.62,2.43,13.94,8.75,basic,basic,basic,405.478,4.088,3.79,41.93,1,3,yellow,yellow,yellow
498962,0.07,0.7,3.26,15.92,8.13,basic,basic,neutral,403.462,3.96,4.06,38.77,0,3,yellow,yellow,yellow
498964,0.04,0.52,2.51,13.94,9.05,basic,basic,basic,401.514,4.355,4.17,41.93,1,3,yellow,yellow,yellow
361469,0.25,0.46,3.75,8.52,7.22,basic,neutral,neutral,488.006,3.001,2.52,106.51,3,5,green,yellow,yellow
613300,0.0,0.0,-7.2,2.4,,acidic,acidic,acidic,305.838,-5.655,-2.58,135.61,0,7,green,green,green
28057,0.25,0.65,2.98,17.34,7.16,basic,neutral,neutral,336.388,2.687,3.17,96.28,2,4,yellow,green,yellow
355775,0.07,0.1,3.14,,2.86,neutral,neutral,neutral,358.317,3.265,3.14,56.22,0,4,yellow,green,yellow
214206,0.1,0.52,1.62,12.97,9.53,basic,basic,basic,339.407,3.21,3.59,48.13,2,1,yellow,green,green
11715,0.75,0.75,2.55,,1.72,neutral,neutral,neutral,313.283,2.336,2.55,75.81,0,4,green,green,yellow
1322838,0.01,0.04,2.88,14.3,3.51,neutral,neutral,neutral,424.446,3.509,2.88,88.23,2,5,green,yellow,yellow
1322830,0.02,0.08,2.32,15.81,1.91,neutral,neutral,neutral,176.238,2.481,2.32,28.68,1,1,green,green,yellow
1311514,0.0,0.03,1.94,2.85,8.44,zwiterionic,zwiterionic,zwiterionic,380.265,4.526,1.84,49.77,0,3,green,green,green
429987,0.48,0.78,2.56,8.99,-0.51,neutral,neutral,neutral,425.436,1.978,1.27,140.95,4,4,green,yellow,yellow
1317123,0.02,0.12,2.82,14.88,3.43,neutral,neutral,neutral,440.446,3.449,2.82,97.46,2,6,green,yellow,yellow
603236,0.44,0.53,-4.1,3.36,5.55,acidic,acidic,acidic,461.492,1.667,-0.57,191.26,4,7,green,yellow,green
1285732,0.19,0.51,3.56,11.49,8.55,basic,basic,basic,441.548,4.594,4.74,92.07,4,2,yellow,yellow,yellow
1285735,0.01,0.16,4.43,10.81,5.05,neutral,neutral,neutral,346.307,3.706,4.43,66.91,2,3,yellow,green,red
160414,0.65,0.95,3.39,3.7,1.75,acidic,acidic,acidic,537.667,6.749,6.6,87.11,0,7,red,red,yellow
301068,0.27,0.67,2.25,8.72,-4.89,neutral,neutral,neutral,364.416,1.878,2.27,95.94,2,5,green,green,yellow
210797,0.03,0.9,1.5,10.83,0.7,neutral,neutral,neutral,283.37,2.267,1.5,68.02,1,4,green,green,green
622577,0.0,0.67,7.3,12.72,-3.79,neutral,neutral,neutral,566.811,5.48,7.3,72.83,1,5,red,red,red
1511208,0.13,0.91,1.78,8.91,-4.62,neutral,neutral,neutral,280.32,1.336,1.79,87.66,3,4,green,green,green
197647,0.15,0.4,1.72,12.52,9.17,basic,basic,basic,436.522,4.405,3.48,83.21,3,4,yellow,yellow,green
37987,0.41,0.81,3.96,15.56,-5.38,neutral,neutral,neutral,272.297,4.661,3.96,30.21,0,2,yellow,green,yellow
1287634,0.03,0.37,2.56,13.31,2.48,neutral,neutral,neutral,256.303,3.488,2.56,80.73,2,3,green,green,yellow
10531,0.1,0.69,2.82,3.79,-3.63,acidic,acidic,acidic,296.149,4.99,6.09,49.33,1,2,red,green,yellow
1062266,0.31,0.35,0.82,8.7,7.29,basic,neutral,neutral,462.999,0.821,0.94,107.26,3,5,green,yellow,green
1293950,0.01,0.07,4.73,9.52,1.98,neutral,neutral,neutral,358.433,5.274,4.74,61.69,2,3,yellow,green,red
1326162,0.01,0.04,1.97,15.92,5.5,neutral,neutral,neutral,297.327,2.004,1.97,50.94,1,3,green,green,green
1326163,0.0,0.1,3.14,14.87,1.98,neutral,neutral,neutral,333.384,3.031,3.14,64.11,1,4,yellow,green,yellow
1294225,0.0,0.08,1.06,,4.18,neutral,neutral,neutral,151.189,1.103,1.06,51.8,1,2,green,green,green
1294228,0.02,0.07,3.75,10.7,3.73,neutral,neutral,neutral,310.37,3.577,3.75,50.69,1,3,yellow,green,yellow
60401,0.02,0.26,-6.92,0.67,9.86,zwiterionic,zwiterionic,zwiterionic,235.069,-3.31,-4.15,161.31,6,7,green,green,green
1295865,0.0,0.24,-1.22,3.52,2.78,acidic,acidic,acidic,253.256,1.829,1.78,80.62,1,3,green,green,green
431333,0.12,0.32,2.39,19.85,9.05,basic,basic,basic,460.573,4.565,4.06,72.34,1,3,yellow,yellow,yellow
142860,0.13,0.65,2.66,9.33,-4.37,neutral,neutral,neutral,384.379,1.157,2.67,83.45,1,7,green,green,yellow
69266,0.23,0.69,4.78,,7.24,basic,neutral,neutral,370.447,4.975,5.01,65.96,1,3,red,green,red
397744,0.01,0.57,2.43,2.37,9.12,zwiterionic,zwiterionic,zwiterionic,363.473,1.32,2.3,63.32,1,2,green,green,yellow
29890,0.48,0.63,1.1,4.0,-2.08,acidic,acidic,acidic,296.149,3.998,4.26,49.33,1,2,yellow,green,green
1317056,0.0,0.13,0.17,7.81,3.4,acidic,neutral,neutral,176.175,0.051,-0.17,76.18,2,2,green,green,green
5884,0.45,0.83,0.67,,8.87,basic,basic,basic,196.677,1.971,2.15,15.27,1,0,green,green,green
1312725,0.0,0.06,4.54,,1.02,neutral,neutral,neutral,388.212,4.032,4.54,57.12,0,5,yellow,green,red
394755,0.0,0.06,4.59,,-2.29,neutral,neutral,neutral,632.279,3.873,4.59,118.46,0,7,yellow,red,red
353511,0.03,0.15,0.37,10.05,-0.51,neutral,neutral,neutral,375.402,0.465,0.37,161.19,3,6,green,green,green
353512,0.05,0.1,0.54,14.02,4.82,neutral,neutral,neutral,297.312,0.642,0.54,113.92,2,5,green,green,green
3345,0.0,0.16,10.51,10.8,-4.85,neutral,neutral,neutral,430.706,10.357,10.51,29.46,1,2,red,yellow,red
1319902,0.01,0.4,3.03,15.22,-1.86,neutral,neutral,neutral,305.579,3.075,3.03,69.11,2,1,yellow,green,yellow
6968,0.08,0.5,4.97,,8.76,basic,basic,basic,371.515,6.755,6.35,12.47,0,1,red,green,red
1333579,0.13,0.28,2.85,5.35,-4.06,acidic,acidic,acidic,364.39,3.09,2.85,113.29,3,7,green,green,yellow
1305214,0.13,0.46,4.56,14.16,7.34,basic,neutral,neutral,375.47,2.452,4.83,72.97,2,3,yellow,green,red
349866,0.03,0.04,0.77,11.85,2.41,neutral,neutral,neutral,434.466,1.202,0.77,153.63,2,8,green,yellow,green
1292897,0.02,0.12,4.48,14.54,3.13,neutral,neutral,neutral,378.439,4.192,4.48,51.22,1,3,yellow,green,red
1288593,0.05,0.33,0.9,13.09,9.24,basic,basic,basic,398.457,3.415,2.72,93.03,3,3,green,green,green
1305832,0.0,0.15,3.07,13.56,-4.01,neutral,neutral,neutral,279.785,4.067,3.07,29.1,1,1,yellow,green,yellow
192584,0.01,0.05,3.3,15.62,4.0,neutral,neutral,neutral,251.283,3.285,3.3,47.04,1,3,yellow,green,yellow
192589,0.07,0.28,2.88,13.71,3.34,neutral,neutral,neutral,349.202,3.609,2.88,65.21,1,3,green,green,yellow
1287127,0.23,0.58,2.57,13.73,9.26,basic,basic,basic,442.434,5.442,4.41,86.05,2,4,yellow,yellow,yellow
10221,0.17,0.8,6.72,6.41,-4.03,acidic,acidic,acidic,663.074,7.022,7.06,73.12,2,3,red,red,red
105982,0.79,1.0,0.86,12.45,4.84,neutral,neutral,neutral,483.26,2.442,0.86,125.55,4,7,green,yellow,green
356057,0.11,0.11,3.69,,2.75,neutral,neutral,neutral,372.344,3.886,3.69,56.22,0,4,yellow,green,yellow
1384035,0.1,0.45,4.78,19.02,8.65,basic,basic,basic,472.62,6.432,6.05,41.05,1,2,red,yellow,red
1323993,0.06,0.41,2.98,11.29,-2.07,neutral,neutral,neutral,238.284,3.566,2.98,44.89,2,1,green,green,yellow
4149,0.51,0.73,1.47,9.82,10.72,basic,basic,basic,247.376,3.976,3.52,23.47,1,1,yellow,green,green
4146,0.39,0.52,-6.38,1.68,9.48,zwiterionic,zwiterionic,zwiterionic,203.216,-2.855,-3.4,100.62,1,4,green,green,green
151273,0.41,0.85,-0.27,10.55,,neutral,neutral,neutral,290.359,0.939,-0.27,97.54,1,4,green,green,green
74356,0.0,0.32,7.45,2.23,-7.06,acidic,acidic,acidic,767.86,15.522,14.47,115.06,2,6,red,red,red
42520,0.51,0.99,1.2,10.91,10.15,basic,basic,basic,260.375,2.942,2.99,44.62,2,2,green,green,green
1301174,0.16,0.55,4.63,11.49,7.71,basic,basic,neutral,455.575,5.117,5.12,83.28,3,2,red,yellow,red
1346751,0.19,0.38,5.54,11.18,6.29,basic,neutral,neutral,568.549,6.854,5.15,103.32,4,3,red,red,red
1346750,0.22,0.47,5.67,11.19,-0.5,neutral,neutral,neutral,488.461,6.756,5.67,86.02,4,2,red,yellow,red
1346753,0.19,0.62,5.22,11.19,7.6,basic,basic,neutral,586.607,6.601,5.63,92.5,4,2,red,red,red
835863,0.07,1.0,1.73,,8.76,basic,basic,basic,261.386,2.673,3.11,19.37,0,1,yellow,green,green
1328587,0.02,0.14,4.34,15.17,4.95,neutral,neutral,neutral,360.449,4.273,4.34,51.22,1,3,yellow,green,red
58112,0.0,0.14,-1.09,1.99,9.53,zwiterionic,zwiterionic,zwiterionic,355.428,0.461,1.5,100.62,1,4,green,green,green
112831,0.0,0.19,-1.85,1.43,10.55,zwiterionic,zwiterionic,zwiterionic,251.285,-0.998,-1.58,103.79,2,5,green,green,green
364520,0.43,0.65,3.37,19.09,-0.88,neutral,neutral,neutral,288.424,2.861,3.37,37.3,1,2,yellow,green,yellow
1312686,0.02,0.1,2.24,14.89,3.62,neutral,neutral,neutral,392.429,3.116,2.24,88.23,2,5,green,green,yellow
157725,1.0,1.0,2.26,9.64,10.45,basic,basic,basic,309.445,3.847,4.18,23.47,1,1,yellow,green,yellow
1311706,0.0,0.16,2.29,10.94,2.25,neutral,neutral,neutral,289.291,2.462,2.29,83.56,2,4,green,green,yellow
374019,0.76,0.87,-7.17,3.38,2.25,acidic,acidic,acidic,440.413,-0.777,-1.22,219.33,4,9,green,yellow,green
1409481,0.0,0.08,3.21,17.16,8.0,basic,basic,neutral,328.41,3.698,3.78,52.74,3,1,yellow,green,yellow
561218,0.03,0.39,4.71,9.37,-1.5,neutral,neutral,neutral,348.352,3.788,4.71,90.82,4,4,yellow,green,red
448986,0.07,0.42,-7.77,11.23,7.03,basic,neutral,neutral,645.605,-3.051,-7.61,321.17,14,18,green,red,green
395949,0.0,0.04,-0.9,9.82,-2.98,neutral,neutral,neutral,272.251,0.517,-0.9,119.61,5,7,green,green,green
518129,0.04,0.12,4.78,,4.76,neutral,neutral,neutral,439.489,4.617,4.31,89.24,0,6,yellow,yellow,red
90635,0.52,0.92,0.88,,10.32,basic,basic,basic,515.863,2.5,3.93,183.68,7,9,yellow,red,green
330785,0.6,0.92,1.3,8.57,7.48,basic,basic,neutral,616.746,2.178,1.85,169.52,4,8,green,red,green
1165131,0.18,0.24,4.86,14.68,2.6,neutral,neutral,neutral,425.482,4.993,4.86,88.39,2,4,yellow,yellow,red
1140808,0.04,0.16,-0.86,10.48,9.56,basic,basic,basic,473.57,2.171,1.06,106.25,3,4,green,yellow,green
426640,0.85,0.95,5.51,10.72,1.12,neutral,neutral,neutral,410.253,6.364,5.51,70.93,1,4,red,yellow,red
422489,0.01,0.1,1.26,18.2,10.03,basic,basic,basic,411.62,4.219,3.8,41.49,2,2,yellow,yellow,green
6706,0.05,0.62,2.79,19.69,4.96,neutral,neutral,neutral,358.842,3.515,2.79,59.92,0,4,green,green,yellow
592243,0.35,0.74,2.45,,3.05,neutral,neutral,neutral,331.391,2.954,2.45,56.46,0,3,green,green,yellow
557248,0.41,0.56,0.08,4.0,,acidic,acidic,acidic,416.466,3.256,3.24,79.61,0,4,yellow,yellow,green
707231,0.15,0.64,0.86,16.43,9.97,basic,basic,basic,396.908,3.795,3.38,60.03,1,4,yellow,green,green
1291395,0.11,0.62,4.54,10.23,4.09,neutral,neutral,neutral,290.362,4.942,4.54,57.36,2,2,yellow,green,red
664661,0.02,0.34,2.91,11.97,6.16,basic,neutral,neutral,390.395,2.42,2.93,116.66,2,6,green,green,yellow
16866,0.28,0.56,3.87,19.75,-0.42,neutral,neutral,neutral,384.348,3.568,3.87,51.44,0,3,yellow,green,yellow
311435,0.19,0.23,-1.34,3.46,,acidic,acidic,acidic,202.04,1.764,0.93,57.53,2,3,green,green,green
1292721,0.0,0.06,2.63,,7.9,basic,basic,neutral,425.525,2.568,3.25,85.83,2,3,yellow,yellow,yellow
1323664,0.0,0.07,1.83,15.92,5.5,neutral,neutral,neutral,279.336,2.004,1.83,50.94,1,3,green,green,green
399341,0.18,0.36,2.9,13.2,2.6,neutral,neutral,neutral,351.422,3.374,2.9,84.22,3,2,green,green,yellow
625907,0.33,0.49,1.56,12.32,7.85,basic,basic,neutral,448.521,1.138,2.15,114.43,2,5,green,yellow,green
158566,0.52,0.79,0.19,,9.78,basic,basic,basic,248.364,3.059,2.54,25.24,0,1,green,green,green
158564,0.04,0.1,-0.16,,10.13,basic,basic,basic,353.393,2.293,2.45,64.86,1,4,green,green,green
371224,0.1,0.41,4.37,11.49,2.7,neutral,neutral,neutral,357.408,5.098,4.37,95.83,4,2,yellow,green,red
75869,0.0,0.09,0.22,,-3.63,neutral,neutral,neutral,177.288,2.027,0.22,35.42,0,2,green,green,green
519673,0.0,0.38,1.97,12.45,3.04,neutral,neutral,neutral,398.037,2.96,1.97,87.74,3,5,green,green,green
1384259,0.25,0.77,-6.5,3.2,11.12,zwiterionic,zwiterionic,zwiterionic,1570.774,-2.659,-10.87,614.22,19,19,green,red,green
1325656,0.0,0.35,2.95,15.55,-0.43,neutral,neutral,neutral,459.562,5.847,2.95,117.41,2,4,green,yellow,yellow
164064,1.0,1.0,-9.27,-2.04,8.23,zwiterionic,zwiterionic,acidic,1143.269,-0.715,-6.45,426.8,11,16,green,red,green
1318626,0.09,0.61,4.06,13.25,4.68,neutral,neutral,neutral,334.369,4.619,4.09,52.08,1,4,yellow,green,red
29398,0.65,1.0,1.54,16.06,3.73,neutral,neutral,neutral,340.38,2.257,1.54,121.2,3,5,green,green,green
31152,0.24,0.43,0.43,3.63,1.98,acidic,acidic,acidic,432.904,4.291,1.77,125.19,3,6,green,yellow,green
1320403,0.01,0.16,2.19,7.6,-2.14,acidic,neutral,neutral,409.415,5.15,2.19,124.39,1,6,green,yellow,yellow
364877,0.26,0.83,1.74,9.9,0.19,neutral,neutral,neutral,277.277,3.69,1.79,73.72,3,3,green,green,green
37266,0.32,0.86,3.35,,8.39,basic,basic,basic,373.943,4.578,4.38,9.72,0,0,yellow,green,yellow
602271,0.05,0.18,0.95,,10.12,basic,basic,basic,450.337,4.012,3.57,77.99,2,3,yellow,yellow,green
436,0.85,0.88,0.02,,9.9,basic,basic,basic,321.155,1.678,2.42,44.48,1,2,green,green,green
11501,0.73,0.95,2.41,9.62,3.45,neutral,neutral,neutral,302.368,1.874,2.41,69.64,2,3,green,green,yellow
519550,0.0,0.27,1.82,12.45,2.76,neutral,neutral,neutral,353.586,2.842,1.82,87.74,3,5,green,green,green
35757,0.52,0.93,3.46,,-1.37,neutral,neutral,neutral,412.482,2.831,3.46,80.28,0,5,yellow,yellow,yellow
478915,0.05,0.38,3.07,15.26,1.84,neutral,neutral,neutral,377.364,4.191,3.07,75.34,2,4,yellow,green,yellow
75577,0.7,0.85,-5.14,1.23,-3.24,acidic,acidic,acidic,326.172,-1.596,-1.44,151.08,4,8,green,green,green
18726,0.07,0.83,0.56,12.02,9.62,basic,basic,basic,421.535,2.609,1.68,68.78,1,3,green,yellow,green
1365498,0.1,1.0,2.96,9.7,-0.43,neutral,neutral,neutral,438.269,3.142,2.97,86.25,2,6,green,yellow,yellow
714071,0.11,0.21,2.76,,8.22,basic,basic,neutral,432.561,3.553,3.65,80.28,1,3,yellow,yellow,yellow
40636,0.44,0.69,-1.18,12.45,0.76,neutral,neutral,neutral,301.686,0.322,-1.18,139.54,4,7,green,green,green
190171,0.04,0.15,3.74,8.79,-4.55,neutral,neutral,neutral,368.38,3.377,3.76,96.22,3,6,yellow,green,yellow
371319,0.07,0.24,4.6,11.49,1.22,neutral,neutral,neutral,342.394,5.529,4.6,69.81,3,2,yellow,green,red
1304866,0.2,0.92,3.25,6.41,0.53,acidic,acidic,acidic,413.064,4.486,4.25,73.72,3,3,yellow,yellow,yellow
79510,0.89,0.89,1.64,2.17,3.52,acidic,acidic,acidic,436.894,4.502,4.93,109.58,1,6,yellow,yellow,green
302297,0.39,0.76,0.41,4.39,,acidic,acidic,acidic,416.466,3.302,3.3,88.4,1,4,yellow,yellow,green
86409,0.35,0.65,-2.5,,12.13,basic,basic,basic,466.551,1.161,2.32,192.8,6,6,green,yellow,green
