ID,SEL_100,VAL,logD,ACIDIC,BASIC,STATE_10,STATE_50,STATE_90,MW,XLOGP,CLOGP,TPSA,HBD,HBA,LOGP_COLOR,MW_COLOR,LOGD_COLOR
104385,0.5,0.91,2.3,9.67,9.03,basic,basic,basic,325.445,3.649,3.56,43.7,2,2,yellow,green,yellow
647177,0.0,0.55,1.95,,-4.85,neutral,neutral,neutral,481.468,3.977,1.95,18.04,0,1,green,yellow,green
647179,0.0,0.86,4.95,,-4.85,neutral,neutral,neutral,599.643,7.194,4.95,18.04,0,1,yellow,red,red
647178,0.0,0.68,2.35,,-4.87,neutral,neutral,neutral,515.484,4.286,2.35,18.04,0,1,green,red,yellow
189823,0.01,0.04,5.89,9.35,0.92,neutral,neutral,neutral,392.663,5.949,5.89,50.19,1,3,red,green,red
609219,1.0,1.0,1.35,,9.17,basic,basic,basic,293.788,2.458,3.12,29.54,0,2,yellow,green,green
1285978,0.07,0.36,5.57,11.48,4.0,neutral,neutral,neutral,415.511,5.702,5.57,92.93,3,3,red,yellow,red
4872,0.25,0.75,1.96,14.28,-1.93,neutral,neutral,neutral,275.343,2.31,1.96,47.56,1,3,green,green,green
1037712,0.02,0.27,4.27,10.27,5.31,neutral,neutral,neutral,457.681,2.789,4.27,88.41,3,4,yellow,yellow,red
1302783,0.0,0.05,1.1,18.0,4.57,neutral,neutral,neutral,191.187,1.059,1.1,69.62,1,3,green,green,green
419601,0.03,0.36,2.43,9.29,4.77,neutral,neutral,neutral,345.416,2.672,2.43,83.09,1,5,green,green,yellow
1281633,0.09,0.23,2.55,8.67,-5.57,neutral,neutral,neutral,347.429,2.802,2.57,83.47,2,4,green,green,yellow
11305,0.15,0.76,1.99,8.91,-3.52,neutral,neutral,neutral,264.32,1.929,2.0,78.43,3,3,green,green,green
42503,0.27,0.37,-0.5,9.34,-2.98,neutral,neutral,neutral,333.135,0.89,-0.5,104.55,3,5,green,green,green
97025,1.0,1.0,3.91,,8.06,basic,basic,neutral,344.901,4.298,4.65,6.48,0,0,yellow,green,yellow
1915,0.98,1.0,2.44,16.06,2.66,neutral,neutral,neutral,325.365,2.284,2.44,109.17,2,5,green,green,yellow
92931,0.0,0.96,0.9,8.53,4.07,neutral,neutral,neutral,246.262,0.699,0.94,62.13,1,4,green,green,green
2580,0.3,0.78,2.16,10.82,8.44,basic,basic,basic,393.459,4.428,3.16,80.32,2,4,yellow,green,yellow
1309983,0.0,0.45,1.69,1.98,10.06,zwiterionic,zwiterionic,zwiterionic,268.314,2.512,1.69,69.28,3,2,green,green,green
1290340,0.04,0.16,3.97,15.14,4.97,neutral,neutral,neutral,346.422,3.933,3.97,51.22,1,3,yellow,green,yellow
148595,0.62,0.73,3.02,,8.11,basic,basic,neutral,473.563,4.864,3.8,55.76,0,5,yellow,yellow,yellow
428361,0.0,0.12,7.94,14.79,1.13,neutral,neutral,neutral,567.68,8.765,7.94,85.09,2,5,red,red,red
604622,0.75,0.97,2.63,10.87,8.72,basic,basic,basic,778.932,5.42,4.65,133.87,2,8,yellow,red,yellow
35888,0.23,0.58,1.62,,9.32,basic,basic,basic,263.375,3.924,3.53,21.7,0,2,yellow,green,green
300825,0.05,0.23,0.61,9.67,5.56,neutral,neutral,neutral,496.517,2.228,0.62,101.18,1,5,green,yellow,green
1047480,0.02,0.03,0.14,5.41,9.44,zwiterionic,zwiterionic,zwiterionic,416.353,0.561,-1.53,100.93,1,4,green,yellow,green
428237,0.01,0.15,5.12,11.82,7.74,basic,basic,neutral,551.64,6.33,5.62,95.49,2,4,red,red,red
1328056,0.17,0.8,3.6,12.82,5.93,neutral,neutral,neutral,392.378,4.323,3.61,94.73,4,3,yellow,green,yellow
1318914,0.13,0.27,4.73,11.42,2.69,neutral,neutral,neutral,411.38,5.999,4.73,95.83,4,2,yellow,yellow,red
68102,0.04,0.19,1.47,8.73,-3.29,neutral,neutral,neutral,306.267,1.882,1.49,130.61,6,7,green,green,green
1523084,0.0,0.56,3.18,10.32,-1.88,neutral,neutral,neutral,339.411,4.037,3.19,66.06,1,3,yellow,green,yellow
1178250,0.0,0.1,8.55,10.21,-4.16,neutral,neutral,neutral,478.751,9.088,8.55,58.64,1,3,red,yellow,red
103029,0.71,0.88,-0.73,8.88,8.27,basic,basic,neutral,214.07,-1.178,0.42,86.79,3,3,green,green,green
426660,0.08,0.17,5.33,12.86,6.3,basic,neutral,neutral,529.516,4.863,4.41,97.1,2,5,yellow,red,red
1528877,0.73,0.88,3.54,11.31,1.16,neutral,neutral,neutral,332.313,4.662,3.54,100.92,2,4,yellow,green,yellow
675133,0.28,0.9,7.13,9.96,-2.88,neutral,neutral,neutral,1030.287,5.352,7.13,241.96,4,16,red,red,red
594871,0.09,0.47,0.71,16.88,9.77,basic,basic,basic,400.519,2.858,3.17,93.76,3,2,yellow,yellow,green
1051984,0.14,0.71,5.75,9.5,3.81,neutral,neutral,neutral,530.934,5.813,5.75,109.51,3,6,red,red,red
1051986,0.29,0.86,6.77,9.56,3.95,neutral,neutral,neutral,540.972,6.573,6.77,96.37,3,5,red,red,red
335107,1.0,1.0,-1.67,9.15,8.01,basic,basic,neutral,908.998,-1.07,-0.99,325.3,12,10,green,red,green
27072,0.39,0.77,2.48,,9.76,basic,basic,basic,277.403,4.874,4.81,3.24,0,0,yellow,green,yellow
21824,0.54,0.83,2.19,8.23,-4.24,neutral,neutral,neutral,404.367,1.753,2.25,116.82,2,9,green,yellow,yellow
444203,0.03,0.87,1.71,11.88,-2.98,neutral,neutral,neutral,869.044,3.392,1.71,235.68,8,16,green,red,green
704818,0.52,0.93,2.95,9.71,8.39,basic,basic,basic,707.836,1.817,3.83,172.58,4,8,yellow,red,yellow
704815,0.1,0.81,0.93,17.4,9.98,basic,basic,basic,286.392,2.889,3.38,51.04,2,1,yellow,green,green
16847,0.24,0.76,-1.06,3.67,5.2,acidic,acidic,acidic,376.447,1.64,0.56,95.94,1,5,green,green,green
34234,0.24,0.95,2.47,15.12,7.46,basic,basic,neutral,383.507,2.237,2.81,48.3,1,3,green,green,yellow
428290,0.0,0.19,1.48,10.55,6.32,basic,neutral,neutral,239.276,0.653,1.54,76.19,2,3,green,green,green
430612,0.06,0.52,0.38,10.25,-9.25,neutral,neutral,neutral,306.746,2.665,0.38,36.74,1,1,green,green,green
202965,0.0,0.36,3.39,13.69,-0.22,neutral,neutral,neutral,304.343,3.372,3.39,51.19,1,3,yellow,green,yellow
3183,0.3,0.5,2.11,15.39,7.34,basic,neutral,neutral,293.363,2.482,2.35,39.82,0,2,green,green,yellow
218174,0.14,0.79,5.95,,-4.64,neutral,neutral,neutral,539.402,7.064,5.95,97.36,0,8,red,red,red
491238,0.0,0.09,1.49,11.46,-2.88,neutral,neutral,neutral,307.206,0.711,0.67,113.17,1,4,green,green,green
803332,0.0,0.45,3.83,12.55,5.81,neutral,neutral,neutral,397.431,3.049,3.84,116.53,2,5,yellow,green,yellow
42426,0.0,0.29,0.92,6.37,-4.06,acidic,acidic,acidic,302.236,1.897,2.16,131.36,5,7,green,green,green
490427,0.48,0.89,1.14,10.85,8.66,basic,basic,basic,923.036,2.214,3.13,245.77,5,14,yellow,red,green
8636,0.12,0.38,1.7,,8.89,basic,basic,basic,440.575,4.04,3.2,59.08,0,4,yellow,yellow,green
8635,0.4,0.53,2.09,,9.06,basic,basic,basic,442.591,4.742,3.75,59.08,0,4,yellow,yellow,yellow
383813,0.08,0.37,4.7,11.49,5.51,neutral,neutral,neutral,374.459,4.889,4.7,80.04,3,2,yellow,green,red
1287326,0.0,0.1,1.91,10.93,5.88,neutral,neutral,neutral,293.32,2.464,1.92,71.09,2,3,green,green,green
4504,0.49,0.82,-1.09,8.21,9.22,basic,basic,basic,444.481,-0.355,1.17,163.18,8,6,green,yellow,green
1299491,0.01,0.1,2.24,15.14,3.54,neutral,neutral,neutral,424.446,3.447,2.24,88.23,2,5,green,yellow,yellow
84634,0.96,1.0,-14.94,10.05,11.29,basic,basic,basic,1361.64,-3.847,-7.68,583.27,22,12,green,red,green
71378,0.04,0.08,6.79,19.49,-0.84,neutral,neutral,neutral,470.727,5.448,6.79,46.53,1,3,red,yellow,red
1296781,0.0,0.27,0.61,10.8,9.87,basic,basic,basic,414.456,3.898,2.68,102.41,3,4,green,yellow,green
364859,0.0,0.0,1.0,6.66,-1.48,acidic,acidic,neutral,230.671,2.181,1.0,58.53,1,3,green,green,green
1313846,0.0,0.04,4.21,9.28,3.71,neutral,neutral,neutral,407.403,4.838,4.21,126.42,2,6,yellow,yellow,red
1310762,0.0,0.57,5.33,9.31,0.87,neutral,neutral,neutral,252.311,3.545,5.33,45.75,1,2,red,green,red
1310765,0.0,0.04,2.69,,1.73,neutral,neutral,neutral,254.262,1.897,2.69,43.6,0,3,green,green,yellow
872476,0.0,0.3,3.19,,,neutral,neutral,neutral,387.441,4.649,3.19,8.81,0,0,yellow,green,yellow
27112,0.08,0.92,1.34,14.09,9.63,basic,basic,basic,341.444,3.221,3.54,58.56,2,3,yellow,green,green
27919,0.5,0.64,3.43,17.22,7.73,basic,basic,neutral,270.373,3.778,3.92,77.82,2,2,yellow,green,yellow
27912,0.0,0.67,-0.46,15.42,2.57,neutral,neutral,neutral,171.154,-0.093,-0.46,81.19,1,4,green,green,green
571201,0.0,0.15,1.78,9.0,-3.29,neutral,neutral,neutral,290.268,2.343,1.8,110.38,5,6,green,green,green
642866,0.13,0.5,-1.71,3.16,10.15,zwiterionic,zwiterionic,zwiterionic,1153.332,1.642,-3.76,372.84,12,12,green,red,green
1307619,0.0,0.22,2.84,13.13,-1.08,neutral,neutral,neutral,348.355,3.599,2.84,84.4,1,5,green,green,yellow
1063,0.02,0.37,1.78,,-2.93,neutral,neutral,neutral,216.19,1.494,1.78,52.58,0,4,green,green,green
353635,0.03,0.05,1.35,14.19,1.29,neutral,neutral,neutral,383.85,1.723,1.35,111.38,2,5,green,green,green
596544,0.51,0.77,-0.16,,10.47,basic,basic,basic,286.197,2.387,2.68,21.26,1,1,green,green,green
244653,0.16,0.32,3.77,3.75,6.46,zwiterionic,acidic,acidic,495.569,5.033,3.93,91.76,1,5,yellow,yellow,yellow
1333,0.41,0.81,-0.7,10.24,8.39,basic,basic,basic,341.426,0.863,0.22,101.73,2,4,green,green,green
1313597,0.06,0.25,3.74,11.54,2.03,neutral,neutral,neutral,430.38,4.231,3.74,92.35,3,4,yellow,yellow,yellow
259959,0.02,0.55,4.33,,8.41,basic,basic,basic,532.462,4.68,5.37,64.88,0,5,red,red,red
61174,0.0,0.21,3.43,7.29,-5.36,acidic,acidic,neutral,270.237,2.844,3.82,94.83,3,5,yellow,green,yellow
131693,0.21,0.9,2.93,,8.39,basic,basic,basic,294.391,2.563,3.95,15.71,0,1,yellow,green,yellow
1307888,0.0,0.15,2.06,10.39,4.14,neutral,neutral,neutral,505.546,3.262,2.06,147.48,3,6,green,red,yellow
611484,0.18,0.25,4.17,11.38,5.08,neutral,neutral,neutral,503.479,5.273,4.17,96.24,3,4,yellow,red,red
1307881,0.02,0.47,3.36,11.31,-2.04,neutral,neutral,neutral,260.29,4.291,3.36,44.89,2,1,yellow,green,yellow
1309728,0.1,0.33,4.15,10.97,4.61,neutral,neutral,neutral,386.47,4.1,4.15,70.67,2,3,yellow,green,red
341892,0.01,0.26,3.99,14.53,6.83,basic,neutral,neutral,513.588,4.031,4.1,97.84,2,6,yellow,red,yellow
119022,0.0,0.14,0.16,15.41,1.41,neutral,neutral,neutral,251.672,0.491,0.16,89.85,2,4,green,green,green
6200,0.36,0.48,-0.16,,8.3,basic,basic,basic,166.22,1.23,0.8,29.27,0,2,green,green,green
1445464,0.09,0.82,1.61,12.8,7.52,basic,basic,neutral,309.402,2.689,1.98,32.7,1,2,green,green,green
191163,0.0,0.2,-0.46,3.13,-6.28,acidic,acidic,acidic,360.315,2.007,3.0,144.52,4,8,green,green,green
396101,0.31,1.0,3.07,,8.7,basic,basic,basic,310.456,4.348,4.38,6.48,0,0,yellow,green,yellow
1299562,0.02,0.1,4.55,11.23,1.89,neutral,neutral,neutral,515.603,4.268,4.55,116.99,4,5,yellow,red,red
90140,0.43,1.0,3.1,,3.26,neutral,neutral,neutral,409.554,3.603,2.68,64.43,0,4,green,yellow,yellow
1327747,0.48,0.97,1.19,14.03,10.92,basic,basic,basic,398.932,4.26,4.29,78.52,3,3,yellow,green,green
1327741,0.07,0.14,3.9,11.98,4.39,neutral,neutral,neutral,328.796,4.071,3.9,70.67,2,3,yellow,green,yellow
339743,1.0,1.0,3.77,12.01,-3.05,neutral,neutral,neutral,853.948,5.76,3.77,230.52,4,15,yellow,red,yellow
1309464,0.03,0.5,5.07,9.51,-4.35,neutral,neutral,neutral,425.931,4.114,4.43,73.39,4,2,yellow,yellow,red
853,0.0,0.22,6.14,9.45,-1.25,neutral,neutral,neutral,391.546,7.571,6.15,49.33,2,2,red,green,red
317024,0.26,0.74,2.42,9.28,-0.66,neutral,neutral,neutral,378.429,1.667,2.42,145.99,3,5,green,green,yellow
41198,0.5,0.88,3.14,9.74,8.47,basic,basic,basic,279.376,3.804,4.07,23.47,1,1,yellow,green,yellow
14367,0.26,0.69,1.41,,9.78,basic,basic,basic,324.392,3.85,3.76,36.26,0,2,yellow,green,green
14366,0.41,0.77,2.34,6.67,7.31,zwiterionic,acidic,neutral,401.84,2.453,2.46,94.14,3,5,green,yellow,yellow
1286095,0.02,0.21,0.53,10.81,5.16,neutral,neutral,neutral,343.4,2.082,0.53,81.18,1,5,green,green,green
24275,0.94,1.0,3.09,7.82,7.04,zwiterionic,neutral,neutral,299.407,2.624,2.99,40.54,1,2,green,green,yellow
27251,0.18,0.88,0.91,,8.89,basic,basic,basic,250.337,2.45,2.41,32.78,0,2,green,green,green
57551,0.64,0.64,6.84,4.66,3.59,acidic,acidic,acidic,582.777,8.173,6.64,103.18,1,6,red,red,red
1297191,0.07,0.23,2.7,10.93,5.88,neutral,neutral,neutral,348.183,3.693,2.71,71.09,2,3,green,green,yellow
1297194,0.02,0.4,2.88,12.26,2.3,neutral,neutral,neutral,355.411,2.852,2.88,81.18,1,5,green,green,yellow
552264,0.0,1.0,4.45,,6.93,basic,neutral,neutral,284.783,3.124,4.57,38.91,1,1,yellow,green,red
400492,0.72,0.96,-10.49,10.15,11.67,basic,basic,basic,1347.63,-3.236,-5.59,519.13,15,14,green,red,green
369464,0.0,0.1,-5.62,,12.33,basic,basic,basic,129.164,-0.946,-0.92,88.99,4,0,green,green,green
1316099,0.0,0.0,1.7,,-2.94,neutral,neutral,neutral,196.208,1.933,1.7,62.46,0,4,green,green,green
1285673,0.02,0.2,6.53,6.82,-7.17,acidic,acidic,neutral,637.872,6.542,7.44,40.46,2,2,red,red,red
1151316,0.74,0.85,2.57,13.22,7.86,basic,basic,neutral,582.617,2.807,3.15,102.73,3,4,yellow,red,yellow
48302,0.0,0.52,2.62,7.8,-4.88,acidic,neutral,neutral,272.256,1.471,2.78,98.66,4,4,green,green,yellow
438930,0.05,0.2,3.9,15.25,-0.65,neutral,neutral,neutral,413.468,4.836,3.9,77.25,1,5,yellow,yellow,yellow
1299222,0.0,0.02,2.1,13.92,5.5,neutral,neutral,neutral,237.257,2.524,2.11,58.64,1,3,green,green,yellow
1294307,0.0,0.1,1.47,11.94,2.36,neutral,neutral,neutral,373.426,1.638,0.82,101.29,2,5,green,green,green
1294304,0.01,0.57,3.75,8.92,5.01,neutral,neutral,neutral,328.231,3.634,3.77,62.73,2,3,yellow,green,yellow
1313662,0.02,0.47,1.96,9.5,-0.0,neutral,neutral,neutral,280.281,2.497,1.96,87.14,3,4,green,green,green
361435,0.2,0.4,1.98,11.81,9.24,basic,basic,basic,527.012,5.319,3.82,87.2,1,7,yellow,red,green
6078,0.05,0.36,-3.96,1.35,5.13,acidic,acidic,acidic,273.186,-0.903,-4.37,136.38,3,7,green,green,green
355744,0.07,0.11,2.0,,3.03,neutral,neutral,neutral,323.324,3.252,2.0,68.25,1,4,green,green,green
19517,0.4,0.84,-15.18,0.54,-3.67,acidic,acidic,acidic,420.096,-2.987,-4.15,260.97,9,15,green,yellow,green
2379,0.85,1.0,2.92,15.89,7.71,basic,basic,neutral,326.823,3.336,3.4,30.87,1,1,yellow,green,yellow
94394,0.0,1.0,-0.57,12.46,6.55,basic,neutral,neutral,345.149,1.184,-0.51,126.65,4,6,green,green,green
5769,0.22,0.78,5.27,8.01,-3.42,neutral,neutral,neutral,751.796,3.448,5.37,212.06,4,13,red,red,red
16524,0.8,0.84,3.04,,9.58,basic,basic,basic,412.566,5.882,5.32,24.5,1,1,red,yellow,yellow
1307434,0.03,0.12,2.63,15.11,4.95,neutral,neutral,neutral,332.396,2.762,2.63,62.22,2,3,green,green,yellow
1307430,0.01,0.05,3.93,15.01,2.45,neutral,neutral,neutral,261.73,3.936,3.93,37.81,1,2,yellow,green,yellow
1314952,0.49,0.81,3.16,10.22,4.03,neutral,neutral,neutral,479.937,3.31,3.16,123.7,3,7,yellow,yellow,yellow
328686,0.32,0.76,-0.83,,10.37,basic,basic,basic,221.342,2.301,2.03,21.06,0,1,green,green,green
83813,0.0,0.14,-5.39,0.69,-5.15,acidic,acidic,acidic,262.135,-0.039,-0.46,135.29,5,7,green,green,green
460092,0.02,0.03,3.93,11.11,3.7,neutral,neutral,neutral,421.297,4.042,3.93,76.13,1,4,yellow,yellow,yellow
66191,0.45,0.8,-0.19,3.33,-4.83,acidic,acidic,acidic,363.428,2.65,3.23,92.7,1,5,yellow,green,green
420803,0.09,0.2,3.98,11.23,-3.05,neutral,neutral,neutral,357.788,4.711,3.98,60.7,1,4,yellow,green,yellow
1151780,0.03,0.28,3.26,8.14,5.5,neutral,neutral,neutral,600.493,4.157,3.26,161.12,2,8,yellow,red,yellow
1064694,0.38,0.59,4.2,11.85,-2.43,neutral,neutral,neutral,1216.638,5.01,4.2,278.8,5,12,yellow,red,red
240135,0.21,0.43,1.65,13.29,-0.08,neutral,neutral,neutral,356.142,1.835,1.65,98.7,1,4,green,green,green
1289418,0.01,0.08,1.47,15.35,9.42,basic,basic,basic,408.472,4.379,3.71,71.49,1,4,yellow,yellow,green
309084,0.05,0.27,1.85,9.76,8.75,basic,basic,basic,468.547,3.82,2.98,68.5,1,3,green,yellow,green
1323890,0.03,0.15,1.05,10.62,5.41,neutral,neutral,neutral,376.412,1.708,1.05,92.27,2,5,green,green,green
1294279,0.1,0.63,2.16,13.98,4.23,neutral,neutral,neutral,230.653,2.277,2.16,54.46,1,3,green,green,yellow
685991,0.72,0.95,4.77,11.91,5.76,neutral,neutral,neutral,547.531,5.548,4.78,103.35,2,5,yellow,red,red
1147672,0.09,0.43,4.28,12.17,6.61,basic,neutral,neutral,425.522,4.804,4.34,69.12,1,3,yellow,yellow,red
34952,0.88,0.97,2.39,12.57,-2.73,neutral,neutral,neutral,504.612,1.855,2.39,130.36,3,8,green,red,yellow
1304864,0.0,0.07,1.96,,3.16,neutral,neutral,neutral,236.272,3.107,1.96,56.21,1,2,green,green,green
463704,0.0,0.4,2.5,7.32,-3.77,acidic,acidic,neutral,274.226,1.534,2.91,111.13,4,6,green,green,yellow
463705,0.0,0.15,2.76,7.26,-3.78,acidic,acidic,neutral,258.226,2.306,3.21,90.9,3,5,yellow,green,yellow
603809,0.46,0.94,3.81,8.91,4.62,neutral,neutral,neutral,434.488,3.52,3.82,105.6,3,6,yellow,yellow,yellow
575320,0.2,0.5,3.87,11.67,4.33,neutral,neutral,neutral,531.939,3.174,3.87,105.68,2,6,yellow,red,yellow
843706,0.0,0.48,1.57,9.0,-8.94,neutral,neutral,neutral,301.258,1.348,1.58,115.82,1,5,green,green,green
495926,0.05,0.3,1.97,18.49,1.81,neutral,neutral,neutral,230.289,2.283,1.97,64.69,1,3,green,green,green
2812,0.3,0.52,3.32,11.8,-4.2,neutral,neutral,neutral,394.417,4.863,3.32,63.22,0,6,yellow,green,yellow
2046,0.12,0.54,-1.25,4.25,-1.52,acidic,acidic,acidic,330.744,2.03,1.75,122.63,2,5,green,green,green
83274,0.22,0.59,-4.96,0.87,6.89,zwiterionic,acidic,acidic,282.128,-0.962,-2.1,139.98,5,7,green,green,green
86358,0.69,0.93,1.85,14.14,9.55,basic,basic,basic,466.531,3.838,3.97,69.45,2,3,yellow,yellow,green
80965,0.33,0.79,3.01,,5.65,neutral,neutral,neutral,307.39,3.414,3.02,37.61,0,2,yellow,green,yellow
421334,0.5,0.93,0.69,9.61,6.92,basic,neutral,neutral,388.808,-0.024,0.81,91.76,0,6,green,green,green
1302006,0.0,0.41,0.8,,10.29,basic,basic,basic,376.539,5.16,4.64,133.03,6,1,yellow,green,green
349538,0.01,0.03,1.93,11.85,2.41,neutral,neutral,neutral,356.376,2.02,1.93,119.49,2,6,green,green,green
1178533,0.42,0.73,-4.58,3.36,5.51,acidic,acidic,acidic,447.465,1.155,-0.99,191.26,4,7,green,yellow,green
1285983,0.12,0.46,3.64,11.39,2.98,neutral,neutral,neutral,426.394,4.368,3.64,97.86,3,3,yellow,yellow,yellow
1308300,0.03,0.38,4.15,8.05,0.86,neutral,neutral,neutral,363.433,4.541,4.24,67.01,2,3,yellow,green,red
460144,0.3,0.58,3.63,10.57,3.56,neutral,neutral,neutral,470.454,3.14,3.63,128.75,3,8,yellow,yellow,yellow
429079,0.16,0.52,0.4,13.59,9.85,basic,basic,basic,341.838,2.703,2.97,70.83,2,2,green,green,green
685334,0.46,0.79,2.39,9.73,-0.48,neutral,neutral,neutral,541.724,2.112,2.4,130.67,3,6,green,red,yellow
1291297,0.0,0.1,0.46,13.47,7.4,basic,basic,neutral,346.407,2.609,0.75,117.0,3,4,green,green,green
77737,0.19,0.48,2.72,10.42,9.04,basic,basic,basic,536.638,3.345,4.21,142.47,1,8,yellow,red,yellow
452550,0.1,0.63,1.29,9.9,8.72,basic,basic,basic,401.461,3.468,2.41,86.9,2,4,green,yellow,green
282288,0.04,0.17,3.12,11.53,-4.54,neutral,neutral,neutral,212.247,3.054,3.12,41.13,2,1,yellow,green,yellow
24304,0.72,0.88,2.27,,10.06,basic,basic,basic,239.316,3.423,4.16,47.91,3,0,yellow,green,yellow
1292000,0.02,0.07,2.92,12.95,1.29,neutral,neutral,neutral,345.194,4.128,2.92,69.81,3,2,green,green,yellow
61631,0.76,0.88,-4.92,3.12,3.71,acidic,acidic,acidic,476.481,0.807,0.62,152.69,2,7,green,yellow,green
390008,0.2,0.63,2.95,,9.35,basic,basic,basic,537.721,5.197,4.9,64.66,0,4,yellow,red,yellow
430532,0.05,0.11,2.12,10.32,-4.61,neutral,neutral,neutral,308.313,2.802,2.12,106.39,2,5,green,green,yellow
604615,0.65,0.96,2.76,12.55,8.81,basic,basic,basic,467.923,4.304,4.18,90.28,2,4,yellow,yellow,yellow
230757,0.65,0.95,5.04,8.52,0.24,neutral,neutral,neutral,436.854,5.149,5.07,115.17,2,6,red,yellow,red
439461,0.09,0.36,4.25,19.04,-4.54,neutral,neutral,neutral,312.446,3.572,4.25,34.14,0,2,yellow,green,red
410802,0.41,0.68,1.33,8.98,5.99,neutral,neutral,neutral,474.576,1.933,1.35,113.42,1,6,green,yellow,green
368923,0.03,0.47,-1.08,-5.5,0.81,acidic,acidic,acidic,840.103,2.25,-1.21,306.52,4,14,green,red,green
1318908,0.16,0.47,2.44,,9.37,basic,basic,basic,482.62,5.062,4.62,72.44,1,3,yellow,yellow,yellow
1318902,0.0,0.41,1.16,10.15,-2.06,neutral,neutral,neutral,373.32,2.169,0.36,148.7,2,7,green,green,green
466506,0.0,0.73,-0.58,11.71,-3.5,neutral,neutral,neutral,424.399,-2.648,-0.58,148.82,3,10,green,yellow,green
192449,0.39,0.96,0.64,12.45,4.85,neutral,neutral,neutral,385.417,2.406,0.64,125.55,4,7,green,green,green
58428,0.0,0.15,-2.48,3.94,-6.05,acidic,acidic,acidic,170.12,0.276,0.72,97.99,3,5,green,green,green
1350057,0.21,0.29,2.99,19.66,8.91,basic,basic,basic,407.433,3.281,4.51,84.14,2,3,yellow,yellow,yellow
1037716,0.0,0.06,1.91,12.16,1.46,neutral,neutral,neutral,415.849,1.624,1.91,95.0,2,5,green,yellow,green
1308072,0.03,0.11,1.69,14.94,3.34,neutral,neutral,neutral,420.44,3.204,1.85,88.56,1,5,green,yellow,green
1288851,0.02,0.02,1.39,11.3,8.57,basic,basic,basic,522.642,2.478,2.59,106.17,2,5,green,red,green
1288855,0.01,0.06,2.8,11.07,-0.85,neutral,neutral,neutral,254.287,3.198,2.8,70.67,2,3,green,green,yellow
1293092,0.0,0.19,2.23,11.77,1.02,neutral,neutral,neutral,212.207,0.943,2.23,66.91,2,3,green,green,yellow
1325928,0.0,0.65,3.33,11.23,9.15,basic,basic,basic,498.619,4.265,5.07,104.76,3,3,red,yellow,yellow
1312931,0.0,0.27,2.52,4.81,-0.12,acidic,acidic,acidic,399.414,2.077,3.46,66.89,2,2,yellow,green,yellow
1075123,0.7,0.93,5.46,11.46,2.57,neutral,neutral,neutral,572.966,5.552,5.46,123.3,4,4,red,red,red
253862,0.0,0.97,4.85,,-4.96,neutral,neutral,neutral,361.391,4.702,4.85,9.23,0,1,yellow,green,red
303181,0.03,0.08,3.9,8.73,-4.79,neutral,neutral,neutral,338.354,3.496,3.92,86.99,3,5,yellow,green,yellow
1290221,0.6,0.97,0.46,13.94,9.53,basic,basic,basic,330.815,2.13,2.54,92.51,3,3,green,green,green
5200,0.81,1.0,1.72,3.02,8.25,zwiterionic,zwiterionic,acidic,510.622,4.063,1.63,88.54,0,6,green,red,green
1291170,0.01,0.04,0.29,13.29,7.15,basic,neutral,neutral,303.36,0.72,0.48,85.35,2,4,green,green,green
1314228,0.02,0.29,3.19,8.77,5.65,neutral,neutral,neutral,269.259,3.19,3.21,96.74,2,4,yellow,green,yellow
457921,0.81,1.0,1.77,9.75,9.11,basic,basic,basic,404.505,2.846,3.08,70.39,2,3,yellow,yellow,green
1291433,0.25,0.31,4.24,11.57,4.96,neutral,neutral,neutral,525.625,4.815,4.24,126.96,4,4,yellow,red,red
7501,0.37,0.87,-0.96,8.0,9.83,basic,basic,basic,421.446,1.64,-0.55,104.89,2,6,green,yellow,green
7502,0.71,0.92,0.58,3.97,2.31,acidic,acidic,acidic,419.377,2.606,3.63,85.08,0,5,yellow,yellow,green
371217,0.11,0.49,3.85,11.49,2.7,neutral,neutral,neutral,343.382,4.565,3.85,95.83,4,2,yellow,green,yellow
390539,0.86,1.0,1.99,10.42,9.57,basic,basic,basic,285.424,3.506,3.89,23.47,1,1,yellow,green,green
1386501,0.0,0.0,-4.74,2.03,9.57,zwiterionic,zwiterionic,zwiterionic,235.236,-3.064,-1.96,100.62,1,4,green,green,green
236557,0.19,1.0,1.67,8.91,3.49,neutral,neutral,neutral,307.388,1.586,1.68,81.67,3,3,green,green,green
96947,0.78,0.87,3.91,,8.06,basic,basic,neutral,344.901,3.936,4.65,6.48,0,0,yellow,green,yellow
97385,0.17,0.58,1.05,8.63,-4.1,neutral,neutral,neutral,324.352,1.675,1.07,92.78,1,5,green,green,green
1289996,0.01,0.2,4.16,13.72,8.92,basic,basic,basic,535.639,6.255,5.69,108.06,3,5,red,red,red
1294131,0.05,0.51,1.46,17.11,9.24,basic,basic,basic,400.496,3.471,3.27,76.82,2,3,yellow,yellow,green
1296791,0.01,0.34,3.11,9.81,-0.65,neutral,neutral,neutral,460.482,2.882,3.11,128.79,5,5,yellow,yellow,yellow
60319,0.0,0.85,3.94,,7.31,basic,neutral,neutral,263.786,3.911,4.2,3.24,0,0,yellow,green,yellow
46041,0.65,0.95,4.83,14.68,6.59,basic,neutral,neutral,359.506,5.103,4.89,44.81,1,2,yellow,green,red
261347,0.04,0.73,0.95,7.78,-0.79,acidic,neutral,neutral,236.27,0.979,0.95,72.68,1,3,green,green,green
