ID,SEL_100,SEL_5000,logD,ACIDIC,BASIC,STATE_10,STATE_50,STATE_90
5985,0.23,0.62,0.72,11.71,9.47,basic,basic,basic
1312369,0.17,0.71,4.47,9.56,0.87,neutral,neutral,neutral
1324929,0.11,0.67,4.93,9.56,0.87,neutral,neutral,neutral
1303035,0.03,0.16,4.52,10.77,4.06,neutral,neutral,neutral
1328006,0.16,0.43,5.68,10.67,2.75,neutral,neutral,neutral
422253,0.73,0.8,-0.92,7.02,-1.74,acidic,acidic,neutral
1311773,0.02,0.21,0.92,8.98,4.55,neutral,neutral,neutral
1319544,0.0,0.12,2.13,,6.85,basic,neutral,neutral
27612,0.52,0.67,2.86,17.34,7.16,basic,neutral,neutral
514549,0.02,0.17,5.65,12.61,2.32,neutral,neutral,neutral
122937,0.0,0.21,-4.38,13.18,8.88,basic,basic,basic
122938,0.0,0.24,-4.2,13.32,9.36,basic,basic,basic
421066,0.79,0.83,5.21,4.29,4.08,acidic,acidic,acidic
1075763,0.0,0.59,1.02,13.31,4.05,neutral,neutral,neutral
99755,0.05,0.4,4.11,12.47,-3.07,neutral,neutral,neutral
14805,0.08,0.17,4.43,15.99,7.2,basic,neutral,neutral
1363930,0.0,0.0,-11.87,2.24,-3.5,acidic,acidic,acidic
11220,0.0,0.15,0.73,11.8,6.43,basic,neutral,neutral
220184,0.06,0.19,2.67,11.9,3.34,neutral,neutral,neutral
1321645,0.04,0.31,3.45,9.74,3.74,neutral,neutral,neutral
78197,0.0,0.15,1.35,7.84,-6.94,acidic,neutral,neutral
363083,0.04,0.21,1.22,12.26,9.26,basic,basic,basic
363089,0.06,0.15,0.57,1.47,9.5,zwiterionic,zwiterionic,zwiterionic
175857,0.06,0.67,-4.28,,12.16,basic,basic,basic
430664,0.03,0.08,2.82,17.34,7.16,basic,neutral,neutral
682655,0.0,0.11,7.12,,-4.22,neutral,neutral,neutral
1324815,0.03,0.24,1.36,8.94,1.52,neutral,neutral,neutral
150743,0.02,0.02,0.31,13.66,3.82,neutral,neutral,neutral
66311,0.1,0.78,4.84,,8.4,basic,basic,basic
1326922,0.2,0.49,3.92,10.4,4.14,neutral,neutral,neutral
1248989,0.52,1.0,1.62,4.01,-2.93,acidic,acidic,acidic
1325646,0.03,0.08,0.37,10.22,-0.51,neutral,neutral,neutral
1304684,0.02,0.23,4.23,11.28,1.2,neutral,neutral,neutral
1072399,0.01,0.19,2.5,13.06,1.39,neutral,neutral,neutral
1072397,0.05,0.28,3.19,13.06,1.21,neutral,neutral,neutral
48701,0.04,0.53,-4.7,1.05,1.76,acidic,acidic,acidic
1287378,0.0,0.12,-1.41,,10.26,basic,basic,basic
1315195,0.08,0.62,3.49,10.72,5.3,neutral,neutral,neutral
358136,0.22,0.48,4.45,13.22,8.49,basic,basic,basic
4557,0.07,0.41,-1.98,-2.42,-1.37,acidic,acidic,acidic
1320417,0.0,0.21,3.91,7.88,1.56,acidic,neutral,neutral
1320411,0.0,0.03,-0.4,8.08,-1.77,neutral,neutral,neutral
492364,0.95,1.0,4.43,9.42,7.73,basic,basic,neutral
1313872,0.02,0.45,5.16,13.75,4.73,neutral,neutral,neutral
1295707,0.0,0.36,4.25,11.54,3.4,neutral,neutral,neutral
1290663,0.01,0.13,1.85,14.59,3.6,neutral,neutral,neutral
312456,0.12,0.19,2.01,13.59,8.86,basic,basic,basic
1312471,0.01,0.5,-0.3,8.51,0.22,neutral,neutral,neutral
254086,0.65,0.87,4.37,,9.3,basic,basic,basic
1295099,0.01,0.08,2.99,12.83,1.3,neutral,neutral,neutral
701437,0.91,0.93,1.15,14.44,7.78,basic,basic,neutral
709641,0.22,0.43,1.89,8.67,5.7,neutral,neutral,neutral
1053676,0.59,0.82,3.38,10.66,8.66,basic,basic,basic
1287201,0.01,0.28,2.05,,10.54,basic,basic,basic
122043,0.82,0.94,1.26,6.85,,acidic,acidic,neutral
71232,0.02,0.23,4.6,4.75,-7.47,acidic,acidic,acidic
361203,0.18,0.18,0.94,14.54,6.0,neutral,neutral,neutral
88797,0.06,0.23,3.45,13.17,8.27,basic,basic,neutral
1327772,0.0,0.04,1.76,13.06,0.97,neutral,neutral,neutral
1309432,0.11,0.91,0.37,8.14,7.54,basic,basic,neutral
1301620,0.27,0.66,3.61,9.83,-2.07,neutral,neutral,neutral
121277,0.0,0.52,-2.59,3.76,9.77,zwiterionic,zwiterionic,zwiterionic
121278,0.0,0.46,-2.44,3.79,10.24,zwiterionic,zwiterionic,zwiterionic
1073158,0.7,0.85,0.7,,9.98,basic,basic,basic
129656,1.0,1.0,-0.21,,9.97,basic,basic,basic
352385,0.67,0.96,0.4,13.9,9.42,basic,basic,basic
48019,0.64,0.76,5.75,,5.53,neutral,neutral,neutral
77232,0.8,0.95,2.72,4.02,-3.28,acidic,acidic,acidic
389319,0.29,1.0,1.17,8.18,-4.11,neutral,neutral,neutral
137398,0.38,1.0,3.42,15.11,8.59,basic,basic,basic
234156,0.54,1.0,1.88,13.62,7.51,basic,basic,neutral
528559,0.84,1.0,3.37,,5.74,neutral,neutral,neutral
1359848,0.0,0.65,1.87,14.92,9.77,basic,basic,basic
1322092,0.02,0.08,5.85,11.51,1.25,neutral,neutral,neutral
1059690,0.0,0.04,-2.47,-6.89,,acidic,acidic,acidic
603715,0.0,0.6,2.13,17.84,-4.63,neutral,neutral,neutral
1293541,0.01,0.12,2.83,7.69,1.68,acidic,neutral,neutral
1293549,0.0,0.14,-1.44,,9.94,basic,basic,basic
1326740,0.08,0.61,3.88,13.16,4.02,neutral,neutral,neutral
20027,0.31,0.68,2.21,5.62,6.53,zwiterionic,acidic,acidic
1303797,0.01,0.18,0.52,8.84,0.91,neutral,neutral,neutral
1306002,0.08,0.36,4.41,8.75,4.72,neutral,neutral,neutral
1379628,0.27,0.91,3.14,13.97,4.68,neutral,neutral,neutral
4361,0.0,0.17,4.4,4.99,,acidic,acidic,acidic
1313654,0.41,0.78,4.9,9.56,3.14,neutral,neutral,neutral
1168077,0.05,0.48,5.63,12.76,4.19,neutral,neutral,neutral
498961,0.12,0.62,2.43,13.94,8.75,basic,basic,basic
498962,0.07,0.7,3.26,15.92,8.13,basic,basic,neutral
498964,0.04,0.52,2.51,13.94,9.05,basic,basic,basic
361469,0.25,0.46,3.75,8.52,7.22,basic,neutral,neutral
613300,0.0,0.0,-7.2,2.4,,acidic,acidic,acidic
28057,0.25,0.65,2.98,17.34,7.16,basic,neutral,neutral
355775,0.07,0.1,3.14,,2.86,neutral,neutral,neutral
214206,0.1,0.52,1.62,12.97,9.53,basic,basic,basic
11715,0.75,0.75,2.55,,1.72,neutral,neutral,neutral
1322838,0.01,0.04,2.88,14.3,3.51,neutral,neutral,neutral
1322830,0.02,0.08,2.32,15.81,1.91,neutral,neutral,neutral
1311514,0.0,0.03,1.94,2.85,8.44,zwiterionic,zwiterionic,zwiterionic
429987,0.48,0.78,2.56,8.99,-0.51,neutral,neutral,neutral
1317123,0.02,0.12,2.82,14.88,3.43,neutral,neutral,neutral
603236,0.44,0.53,-4.1,3.36,5.55,acidic,acidic,acidic
1285732,0.19,0.51,3.56,11.49,8.55,basic,basic,basic
1285735,0.01,0.16,4.43,10.81,5.05,neutral,neutral,neutral
160414,0.65,0.95,3.39,3.7,1.75,acidic,acidic,acidic
301068,0.27,0.67,2.25,8.72,-4.89,neutral,neutral,neutral
210797,0.03,0.9,1.5,10.83,0.7,neutral,neutral,neutral
622577,0.0,0.67,7.3,12.72,-3.79,neutral,neutral,neutral
1511208,0.13,0.91,1.78,8.91,-4.62,neutral,neutral,neutral
197647,0.15,0.4,1.72,12.52,9.17,basic,basic,basic
37987,0.41,0.81,3.96,15.56,-5.38,neutral,neutral,neutral
1287634,0.03,0.37,2.56,13.31,2.48,neutral,neutral,neutral
10531,0.1,0.69,2.82,3.79,-3.63,acidic,acidic,acidic
1062266,0.31,0.35,0.82,8.7,7.29,basic,neutral,neutral
1293950,0.01,0.07,4.73,9.52,1.98,neutral,neutral,neutral
1326162,0.01,0.04,1.97,15.92,5.5,neutral,neutral,neutral
1326163,0.0,0.1,3.14,14.87,1.98,neutral,neutral,neutral
1294225,0.0,0.08,1.06,,4.18,neutral,neutral,neutral
1294228,0.02,0.07,3.75,10.7,3.73,neutral,neutral,neutral
60401,0.02,0.26,-6.92,0.67,9.86,zwiterionic,zwiterionic,zwiterionic
1295865,0.0,0.24,-1.22,3.52,2.78,acidic,acidic,acidic
431333,0.12,0.32,2.39,19.85,9.05,basic,basic,basic
142860,0.13,0.65,2.66,9.33,-4.37,neutral,neutral,neutral
69266,0.23,0.69,4.78,,7.24,basic,neutral,neutral
397744,0.01,0.57,2.43,2.37,9.12,zwiterionic,zwiterionic,zwiterionic
29890,0.48,0.63,1.1,4.0,-2.08,acidic,acidic,acidic
1317056,0.0,0.13,0.17,7.81,3.4,acidic,neutral,neutral
5884,0.45,0.83,0.67,,8.87,basic,basic,basic
1312725,0.0,0.06,4.54,,1.02,neutral,neutral,neutral
394755,0.0,0.06,4.59,,-2.29,neutral,neutral,neutral
353511,0.03,0.15,0.37,10.05,-0.51,neutral,neutral,neutral
353512,0.05,0.1,0.54,14.02,4.82,neutral,neutral,neutral
3345,0.0,0.16,10.51,10.8,-4.85,neutral,neutral,neutral
1319902,0.01,0.4,3.03,15.22,-1.86,neutral,neutral,neutral
6968,0.08,0.5,4.97,,8.76,basic,basic,basic
1333579,0.13,0.28,2.85,5.35,-4.06,acidic,acidic,acidic
1305214,0.13,0.46,4.56,14.16,7.34,basic,neutral,neutral
349866,0.03,0.04,0.77,11.85,2.41,neutral,neutral,neutral
1292897,0.02,0.12,4.48,14.54,3.13,neutral,neutral,neutral
1288593,0.05,0.33,0.9,13.09,9.24,basic,basic,basic
1305832,0.0,0.15,3.07,13.56,-4.01,neutral,neutral,neutral
192584,0.01,0.05,3.3,15.62,4.0,neutral,neutral,neutral
192589,0.07,0.28,2.88,13.71,3.34,neutral,neutral,neutral
1287127,0.23,0.58,2.57,13.73,9.26,basic,basic,basic
10221,0.17,0.8,6.72,6.41,-4.03,acidic,acidic,acidic
105982,0.79,1.0,0.86,12.45,4.84,neutral,neutral,neutral
356057,0.11,0.11,3.69,,2.75,neutral,neutral,neutral
1384035,0.1,0.45,4.78,19.02,8.65,basic,basic,basic
1323993,0.06,0.41,2.98,11.29,-2.07,neutral,neutral,neutral
4149,0.51,0.73,1.47,9.82,10.72,basic,basic,basic
4146,0.39,0.52,-6.38,1.68,9.48,zwiterionic,zwiterionic,zwiterionic
151273,0.41,0.85,-0.27,10.55,,neutral,neutral,neutral
74356,0.0,0.32,7.45,2.23,-7.06,acidic,acidic,acidic
42520,0.51,0.99,1.2,10.91,10.15,basic,basic,basic
1301174,0.16,0.55,4.63,11.49,7.71,basic,basic,neutral
1346751,0.19,0.38,5.54,11.18,6.29,basic,neutral,neutral
1346750,0.22,0.47,5.67,11.19,-0.5,neutral,neutral,neutral
1346753,0.19,0.62,5.22,11.19,7.6,basic,basic,neutral
835863,0.07,1.0,1.73,,8.76,basic,basic,basic
1328587,0.02,0.14,4.34,15.17,4.95,neutral,neutral,neutral
58112,0.0,0.14,-1.09,1.99,9.53,zwiterionic,zwiterionic,zwiterionic
112831,0.0,0.19,-1.85,1.43,10.55,zwiterionic,zwiterionic,zwiterionic
364520,0.43,0.65,3.37,19.09,-0.88,neutral,neutral,neutral
1312686,0.02,0.1,2.24,14.89,3.62,neutral,neutral,neutral
157725,1.0,1.0,2.26,9.64,10.45,basic,basic,basic
1311706,0.0,0.16,2.29,10.94,2.25,neutral,neutral,neutral
374019,0.76,0.87,-7.17,3.38,2.25,acidic,acidic,acidic
1409481,0.0,0.08,3.21,17.16,8.0,basic,basic,neutral
561218,0.03,0.39,4.71,9.37,-1.5,neutral,neutral,neutral
448986,0.07,0.42,-7.77,11.23,7.03,basic,neutral,neutral
395949,0.0,0.04,-0.9,9.82,-2.98,neutral,neutral,neutral
518129,0.04,0.12,4.78,,4.76,neutral,neutral,neutral
90635,0.52,0.92,0.88,,10.32,basic,basic,basic
330785,0.6,0.92,1.3,8.57,7.48,basic,basic,neutral
1165131,0.18,0.24,4.86,14.68,2.6,neutral,neutral,neutral
1140808,0.04,0.16,-0.86,10.48,9.56,basic,basic,basic
426640,0.85,0.95,5.51,10.72,1.12,neutral,neutral,neutral
422489,0.01,0.1,1.26,18.2,10.03,basic,basic,basic
6706,0.05,0.62,2.79,19.69,4.96,neutral,neutral,neutral
592243,0.35,0.74,2.45,,3.05,neutral,neutral,neutral
557248,0.41,0.56,0.08,4.0,,acidic,acidic,acidic
707231,0.15,0.64,0.86,16.43,9.97,basic,basic,basic
1291395,0.11,0.62,4.54,10.23,4.09,neutral,neutral,neutral
664661,0.02,0.34,2.91,11.97,6.16,basic,neutral,neutral
16866,0.28,0.56,3.87,19.75,-0.42,neutral,neutral,neutral
311435,0.19,0.23,-1.34,3.46,,acidic,acidic,acidic
1292721,0.0,0.06,2.63,,7.9,basic,basic,neutral
1323664,0.0,0.07,1.83,15.92,5.5,neutral,neutral,neutral
399341,0.18,0.36,2.9,13.2,2.6,neutral,neutral,neutral
625907,0.33,0.49,1.56,12.32,7.85,basic,basic,neutral
158566,0.52,0.79,0.19,,9.78,basic,basic,basic
158564,0.04,0.1,-0.16,,10.13,basic,basic,basic
371224,0.1,0.41,4.37,11.49,2.7,neutral,neutral,neutral
75869,0.0,0.09,0.22,,-3.63,neutral,neutral,neutral
519673,0.0,0.38,1.97,12.45,3.04,neutral,neutral,neutral
1384259,0.25,0.77,-6.5,3.2,11.12,zwiterionic,zwiterionic,zwiterionic
1325656,0.0,0.35,2.95,15.55,-0.43,neutral,neutral,neutral
164064,1.0,1.0,-9.27,-2.04,8.23,zwiterionic,zwiterionic,acidic
1318626,0.09,0.61,4.06,13.25,4.68,neutral,neutral,neutral
29398,0.65,1.0,1.54,16.06,3.73,neutral,neutral,neutral
31152,0.24,0.43,0.43,3.63,1.98,acidic,acidic,acidic
1320403,0.01,0.16,2.19,7.6,-2.14,acidic,neutral,neutral
364877,0.26,0.83,1.74,9.9,0.19,neutral,neutral,neutral
37266,0.32,0.86,3.35,,8.39,basic,basic,basic
602271,0.05,0.18,0.95,,10.12,basic,basic,basic
436,0.85,0.88,0.02,,9.9,basic,basic,basic
11501,0.73,0.95,2.41,9.62,3.45,neutral,neutral,neutral
519550,0.0,0.27,1.82,12.45,2.76,neutral,neutral,neutral
35757,0.52,0.93,3.46,,-1.37,neutral,neutral,neutral
478915,0.05,0.38,3.07,15.26,1.84,neutral,neutral,neutral
75577,0.7,0.85,-5.14,1.23,-3.24,acidic,acidic,acidic
18726,0.07,0.83,0.56,12.02,9.62,basic,basic,basic
1365498,0.1,1.0,2.96,9.7,-0.43,neutral,neutral,neutral
714071,0.11,0.21,2.76,,8.22,basic,basic,neutral
40636,0.44,0.69,-1.18,12.45,0.76,neutral,neutral,neutral
190171,0.04,0.15,3.74,8.79,-4.55,neutral,neutral,neutral
371319,0.07,0.24,4.6,11.49,1.22,neutral,neutral,neutral
1304866,0.2,0.92,3.25,6.41,0.53,acidic,acidic,acidic
79510,0.89,0.89,1.64,2.17,3.52,acidic,acidic,acidic
302297,0.39,0.76,0.41,4.39,,acidic,acidic,acidic
86409,0.35,0.65,-2.5,,12.13,basic,basic,basic
39384,0.99,1.0,-9.5,3.47,10.88,zwiterionic,zwiterionic,zwiterionic
10747,0.77,0.81,4.61,,8.0,basic,basic,neutral
78560,0.16,0.43,2.68,13.11,-5.15,neutral,neutral,neutral
474601,0.56,0.89,2.55,6.21,3.53,acidic,acidic,acidic
1325076,0.0,0.04,1.63,10.21,5.17,neutral,neutral,neutral
1308650,0.01,0.03,-0.02,15.6,9.07,basic,basic,basic
249562,0.2,0.65,0.91,14.9,8.32,basic,basic,basic
218282,0.95,1.0,3.49,11.61,4.59,neutral,neutral,neutral
84505,0.09,0.82,1.16,10.14,9.27,basic,basic,basic
3599,0.42,0.82,1.35,,7.62,basic,basic,neutral
1311787,0.02,0.13,3.11,,7.9,basic,basic,neutral
876,0.54,0.94,0.48,10.75,6.57,basic,neutral,neutral
705677,0.28,0.88,2.32,4.16,1.68,acidic,acidic,acidic
19226,0.01,0.16,5.03,11.93,4.97,neutral,neutral,neutral
1295159,0.03,0.18,2.25,9.64,5.14,neutral,neutral,neutral
1295151,0.0,0.14,2.5,15.59,6.49,basic,neutral,neutral
423034,0.0,0.1,2.34,7.79,-4.94,acidic,neutral,neutral
1327858,0.01,0.07,1.43,12.05,3.86,neutral,neutral,neutral
1327855,0.21,0.87,1.81,11.43,2.07,neutral,neutral,neutral
194598,0.08,1.0,2.98,4.45,-5.05,acidic,acidic,acidic
1286880,0.01,0.07,1.87,14.23,3.52,neutral,neutral,neutral
470534,0.13,0.32,3.48,16.53,4.12,neutral,neutral,neutral
18145,0.09,0.48,2.97,15.63,-5.36,neutral,neutral,neutral
453228,0.16,0.71,3.98,11.88,-2.97,neutral,neutral,neutral
1298925,0.0,0.05,4.53,11.81,1.92,neutral,neutral,neutral
1297214,0.02,0.32,-0.92,3.2,5.17,acidic,acidic,acidic
1319050,0.0,0.02,3.15,11.48,0.34,neutral,neutral,neutral
1319055,0.01,0.32,3.8,13.67,3.4,neutral,neutral,neutral
1316502,0.03,0.48,3.09,13.31,7.16,basic,neutral,neutral
1343805,0.03,0.23,2.71,,8.96,basic,basic,basic
485249,0.0,0.06,4.4,14.46,3.96,neutral,neutral,neutral
1325108,0.02,0.13,2.31,10.55,4.28,neutral,neutral,neutral
6182,0.36,0.96,0.94,,8.87,basic,basic,basic
1303011,0.02,0.24,1.43,10.55,4.9,neutral,neutral,neutral
1296938,0.01,0.19,1.58,10.57,2.32,neutral,neutral,neutral
1303016,0.21,0.5,5.6,12.07,8.23,basic,basic,neutral
383187,0.5,0.81,4.95,12.87,9.03,basic,basic,basic
1526135,0.05,0.76,5.67,16.58,-4.43,neutral,neutral,neutral
1526134,0.1,0.9,4.78,16.58,-4.43,neutral,neutral,neutral
95707,0.0,0.48,3.89,10.17,-8.04,neutral,neutral,neutral
3281,0.0,0.23,1.77,6.48,-5.34,acidic,acidic,neutral
1296825,0.01,0.18,-2.49,13.45,9.21,basic,basic,basic
2355,0.1,0.76,1.39,,10.33,basic,basic,basic
27341,0.08,0.35,-0.7,15.75,9.04,basic,basic,basic
27340,0.0,0.55,0.69,7.59,-2.79,acidic,neutral,neutral
27342,0.41,0.91,1.46,,9.8,basic,basic,basic
702184,0.07,1.0,3.46,16.45,8.86,basic,basic,basic
16505,0.07,0.41,2.82,15.59,8.21,basic,basic,neutral
559427,0.0,0.16,-1.0,3.99,-3.85,acidic,acidic,acidic
1285704,0.01,0.06,4.86,13.06,1.04,neutral,neutral,neutral
206713,0.74,1.0,2.66,14.5,7.93,basic,basic,neutral
1317446,0.0,0.18,1.32,,7.82,basic,basic,neutral
1301831,0.02,0.03,4.52,10.77,3.35,neutral,neutral,neutral
73067,1.0,1.0,1.15,9.97,10.87,basic,basic,basic
73066,1.0,1.0,1.47,10.01,11.05,basic,basic,basic
1301588,0.37,0.66,3.72,11.28,4.96,neutral,neutral,neutral
296748,0.61,0.85,4.64,14.2,1.97,neutral,neutral,neutral
2262,0.33,0.88,1.58,,10.47,basic,basic,basic
90866,0.31,0.64,1.94,13.96,9.04,basic,basic,basic
209968,0.05,0.19,3.55,8.32,-0.12,neutral,neutral,neutral
1288107,0.06,0.19,4.06,10.8,2.32,neutral,neutral,neutral
1062278,0.15,0.35,1.52,8.68,3.95,neutral,neutral,neutral
643171,0.0,0.0,-1.11,6.05,,acidic,acidic,acidic
137363,0.01,0.09,4.55,11.95,4.99,neutral,neutral,neutral
1308434,0.0,0.05,1.3,,3.21,neutral,neutral,neutral
573408,0.05,0.54,-6.18,1.88,9.54,zwiterionic,zwiterionic,zwiterionic
1317993,0.08,0.56,2.28,9.93,9.18,basic,basic,basic
52523,0.0,0.5,-0.78,,10.7,basic,basic,basic
26653,0.67,0.88,3.69,,6.7,basic,neutral,neutral
1287994,0.02,0.04,2.77,10.95,2.94,neutral,neutral,neutral
94060,0.3,1.0,1.79,9.76,6.62,basic,neutral,neutral
82983,0.44,0.77,-1.5,7.68,-2.98,acidic,neutral,neutral
186966,0.12,0.5,2.02,8.86,-1.07,neutral,neutral,neutral
1286922,0.03,0.2,2.69,9.58,7.16,basic,neutral,neutral
175447,0.0,0.1,-0.39,13.39,3.63,neutral,neutral,neutral
346297,0.0,0.09,2.29,,0.19,neutral,neutral,neutral
425372,0.01,0.38,-4.56,2.48,12.17,zwiterionic,zwiterionic,zwiterionic
1289536,0.04,0.18,2.1,17.11,9.24,basic,basic,basic
628448,0.0,0.88,5.25,10.33,9.62,basic,basic,basic
170212,0.05,0.3,3.56,13.35,5.37,neutral,neutral,neutral
1445393,0.01,0.05,1.32,9.37,2.85,neutral,neutral,neutral
259664,0.36,0.72,4.68,11.45,8.35,basic,basic,basic
450662,0.16,0.84,4.27,3.64,-4.75,acidic,acidic,acidic
1287136,0.13,0.44,2.7,14.84,4.18,neutral,neutral,neutral
165012,0.13,0.25,4.15,15.17,4.95,neutral,neutral,neutral
329015,0.16,0.47,5.52,11.48,4.04,neutral,neutral,neutral
1326007,0.24,0.62,3.36,11.49,9.04,basic,basic,basic
1323981,0.02,0.06,5.21,8.08,-1.43,neutral,neutral,neutral
1294502,0.14,0.51,5.1,11.49,7.62,basic,basic,neutral
1308325,0.44,0.89,2.96,10.23,4.26,neutral,neutral,neutral
143751,0.41,0.65,-2.93,1.73,9.86,zwiterionic,zwiterionic,zwiterionic
442187,0.1,0.66,5.57,13.88,7.96,basic,basic,neutral
1295908,0.02,0.18,0.54,12.97,0.98,neutral,neutral,neutral
85233,0.23,0.61,0.92,9.39,6.82,basic,neutral,neutral
1292940,0.01,0.13,3.92,10.4,2.41,neutral,neutral,neutral
13590,0.23,0.94,-3.22,0.91,6.8,zwiterionic,acidic,acidic
557741,0.36,0.91,1.59,14.58,8.24,basic,basic,neutral
1346762,0.18,0.32,2.41,3.57,7.6,zwiterionic,zwiterionic,acidic
1346766,0.16,0.97,5.73,10.98,-0.52,neutral,neutral,neutral
1346768,0.19,0.53,6.38,10.28,-0.58,neutral,neutral,neutral
1304486,0.0,0.33,3.55,13.09,-1.08,neutral,neutral,neutral
586555,0.08,0.96,3.31,13.87,9.76,basic,basic,basic
5170,0.02,0.18,2.7,7.86,-4.95,acidic,neutral,neutral
128313,0.03,0.5,1.99,,-2.01,neutral,neutral,neutral
44876,0.34,0.64,-4.94,3.32,-2.57,acidic,acidic,acidic
13693,0.63,0.88,2.07,,9.65,basic,basic,basic
1292026,0.0,0.05,0.93,11.99,2.42,neutral,neutral,neutral
51524,0.0,0.57,-2.04,4.16,-6.34,acidic,acidic,acidic
1289442,0.01,0.1,2.48,10.54,2.89,neutral,neutral,neutral
174489,0.19,1.0,5.02,14.61,2.34,neutral,neutral,neutral
510240,0.06,0.32,1.88,9.57,1.27,neutral,neutral,neutral
374008,0.12,0.45,-5.05,3.0,4.29,acidic,acidic,acidic
374007,0.22,0.62,-4.23,3.96,3.43,acidic,acidic,acidic
374002,0.5,0.83,-4.72,2.94,5.23,acidic,acidic,acidic
39570,0.37,0.87,0.86,19.7,8.18,basic,basic,neutral
8738,0.03,0.28,0.44,7.79,-0.78,acidic,neutral,neutral
1315652,0.01,0.17,3.23,17.11,9.24,basic,basic,basic
1178249,0.0,1.0,8.02,10.2,-4.16,neutral,neutral,neutral
1314087,0.0,0.08,5.21,12.98,-0.77,neutral,neutral,neutral
630975,0.02,0.32,1.91,13.11,4.86,neutral,neutral,neutral
1295619,0.17,0.67,0.91,13.72,9.92,basic,basic,basic
6713,0.78,0.89,4.27,,7.0,basic,neutral,neutral
692515,0.42,0.79,0.94,3.01,4.61,acidic,acidic,acidic
1303854,0.02,0.12,3.01,15.32,3.61,neutral,neutral,neutral
1515993,0.1,0.7,3.29,3.35,-2.8,acidic,acidic,acidic
486945,0.46,0.88,1.5,10.05,9.06,basic,basic,basic
176294,0.18,0.84,5.92,,-4.63,neutral,neutral,neutral
1321626,0.14,0.48,4.88,11.57,4.07,neutral,neutral,neutral
520053,0.05,0.28,2.74,4.28,3.06,acidic,acidic,acidic
217341,0.4,0.65,3.4,16.77,-7.44,neutral,neutral,neutral
1318222,0.0,0.09,3.46,14.71,4.95,neutral,neutral,neutral
1270807,0.18,0.41,3.77,3.93,1.73,acidic,acidic,acidic
1302962,0.0,0.04,0.94,12.08,5.85,neutral,neutral,neutral
627260,0.32,0.52,3.89,13.53,7.32,basic,neutral,neutral
1328335,0.02,0.1,3.02,7.85,8.55,zwiterionic,basic,basic
1318631,0.01,0.03,0.69,13.05,0.97,neutral,neutral,neutral
383827,0.04,0.3,4.33,11.28,5.51,neutral,neutral,neutral
291635,0.0,0.05,2.76,10.18,2.62,neutral,neutral,neutral
29382,0.08,0.8,6.54,11.45,-2.97,neutral,neutral,neutral
1325316,0.0,0.65,1.79,8.63,-3.9,neutral,neutral,neutral
1299486,0.05,0.44,3.03,13.87,3.45,neutral,neutral,neutral
12911,0.14,0.45,2.98,11.29,-2.07,neutral,neutral,neutral
1117757,0.15,0.23,3.14,14.75,-0.9,neutral,neutral,neutral
479169,0.2,1.0,5.04,10.59,-2.84,neutral,neutral,neutral
429662,0.79,0.94,1.93,12.87,6.73,basic,neutral,neutral
347877,0.07,0.17,2.09,11.08,7.64,basic,basic,neutral
675845,0.89,0.91,1.61,10.42,9.63,basic,basic,basic
103658,0.02,0.24,3.39,8.99,-5.68,neutral,neutral,neutral
312479,0.63,0.74,4.21,8.51,5.83,neutral,neutral,neutral
45498,0.92,1.0,6.25,10.99,4.11,neutral,neutral,neutral
574947,0.06,0.26,5.23,11.86,2.2,neutral,neutral,neutral
113138,0.83,0.94,5.54,12.49,4.13,neutral,neutral,neutral
360439,0.09,0.94,7.91,8.11,-3.95,neutral,neutral,neutral
327083,0.05,0.27,3.42,13.88,7.43,basic,basic,neutral
1313935,0.0,0.24,2.74,14.93,4.28,neutral,neutral,neutral
1173068,0.0,0.86,7.71,8.24,-3.46,neutral,neutral,neutral
212531,0.95,1.0,0.16,,9.43,basic,basic,basic
492184,0.75,0.8,4.42,13.91,1.47,neutral,neutral,neutral
56480,0.0,0.44,-0.27,,0.34,neutral,neutral,neutral
316081,0.04,0.39,1.03,14.8,8.84,basic,basic,basic
1322185,0.02,0.26,2.61,9.7,4.93,neutral,neutral,neutral
296955,0.35,0.5,2.51,9.35,9.95,basic,basic,basic
1301009,0.0,0.13,4.11,8.4,1.98,neutral,neutral,neutral
372418,0.38,0.78,-2.79,3.37,11.27,zwiterionic,zwiterionic,zwiterionic
131689,0.68,0.86,3.47,,7.15,basic,neutral,neutral
336666,1.0,1.0,3.1,10.2,8.27,basic,basic,neutral
688476,0.05,0.1,2.58,11.44,-2.95,neutral,neutral,neutral
1305658,0.01,0.16,4.42,8.05,4.85,neutral,neutral,neutral
1315072,0.03,0.18,1.21,,8.85,basic,basic,basic
1289881,0.1,0.24,2.88,15.81,5.2,neutral,neutral,neutral
34197,0.69,0.94,2.95,14.17,7.64,basic,basic,neutral
508340,0.57,0.96,3.73,8.91,-0.39,neutral,neutral,neutral
372597,0.48,0.71,3.49,13.94,-1.68,neutral,neutral,neutral
1271036,0.02,0.21,3.11,11.41,7.81,basic,basic,neutral
620795,0.06,0.12,4.93,11.15,7.39,basic,neutral,neutral
399211,0.0,0.2,2.9,4.74,-3.16,acidic,acidic,acidic
8062,0.63,0.88,3.54,10.36,-1.18,neutral,neutral,neutral
3587,0.37,0.71,1.57,,7.14,basic,neutral,neutral
675307,0.54,0.96,0.95,15.0,7.93,basic,basic,neutral
675304,0.09,0.61,1.52,,9.47,basic,basic,basic
