INDEX,SMILES,ID,STATE_50,VAL,logD
172,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)O,187227-45-8,zwitterionic,4.8,-1.84
173,C1C(CN(C1=O)CC(=O)N)O,62613-82-5,neutral,1.8,-2.6
174,C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@@H]31)O)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)O,79-57-2,acidic,2.0,-4.82
175,Cc1c(c(=O)n2c(n1)[C@H](CCC2)O)CCN3CCC(CC3)c4c5ccc(cc5on4)F,144598-75-4,basic,1.2,0.38
176,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,40391-99-9,zwitterionic,1.52,-6.92
184,C[C@H]1COc2c(c(cc3c2n1cc(c3=O)C(=O)O)F)C4(CC4)N,127045-41-4,zwitterionic,4.87,-1.07
185,c1cc(cnc1)Cc2c[nH]c3c2nc([nH]c3=O)N,133432-71-0,neutral,6.2,0.37
186,Cc1[nH]c(c(c(=O)n1)C#N)NCc2cccnc2,94386-65-9,acidic,5.8,-0.6
187,c1cc(ccc1CCc2c[nH]c3c2c(=O)[nH]c(n3)N)C(=O)N[C@H](CCC(=O)O)C(=O)O,137281-23-3,acidic,1.3,-5.69
188,c1nc2c(n1CCC(CO)CO)[nH]c(nc2=O)N,39809-25-1,neutral,8.4,-1.64
189,c1nc2c(n1[C@H]3C[C@H]([C@@H](O3)CO)O)N=CNC[C@H]2O,53910-25-1,neutral,1.63,-2.93
190,CC(C(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)Oc3ccccc3,147-55-7,acidic,4.2,-2.05
191,C1CC(=O)N[C@@H]1C(=O)N2CSC[C@H]2C(=O)O,121808-62-6,acidic,1.16,-4.65
192,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](c2ccccc2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,61477-96-1,acidic,4.0,-3.64
193,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)N)NC(=O)[C@H](CCN)O)O,1154757-24-0,basic,1.14,-14.22
194,CC(C)NC[C@H](COc1ccc(cc1)NC(=O)C)O,6673-35-4,basic,2.28,-1.39
195,C[n+]1ccccc1/C=N/O,51-15-0,neutral,9.0,-4.31
196,C[C@@H](C(=O)N1Cc2ccccc2C[C@H]1C(=O)O)N[C@@H](CCc3ccccc3)C(=O)O,82768-85-2,zwitterionic,0.93,-2.68
197,CN/C(=C\N(=O)=O)/NCCSCc1ccc(o1)CN(C)C,66357-35-5,zwitterionic,9.6,0.22
198,Cc1cccc(c1NC(=O)NCCCNC(C)C)C,74738-24-2,basic,4.5,-0.23
199,CNC(=O)c1cnn(c1)c2nc(c3c(n2)n(cn3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,313348-27-5,neutral,0.94,-2.25
200,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O)N,25546-65-0,basic,1.5,-11.75
201,c1cc(cnc1)CC(O)(P(=O)(O)O)P(=O)(O)O,105462-24-6,acidic,1.5,-6.73
202,C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)SCCOC(=O)N)C(=O)O)O,95415-91-1,acidic,7.5,-3.73
203,CCN(CC)CCNC(=O)c1ccc(cc1)NS(=O)(=O)C,101526-83-4,basic,3.7,-1.48
204,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O,32385-11-8,basic,1.0,-11.92
205,c1c2c(c(c(c1F)N3C[C@H](C4(C3)CC4)N)Cl)n(cc(c2=O)C(=O)O)[C@@H]5C[C@@H]5F,127254-12-0,zwitterionic,3.7,-0.16
206,c1c(c(cc(c1F)F)F)C[C@H](CC(=O)N2CCn3c(nnc3C(F)(F)F)C2)N,486460-32-6,basic,6.0,-0.14
207,CC(C)NCC(c1ccc(cc1)NS(=O)(=O)C)O,3930-20-9,basic,2.0,-2.12
208,C([C@@H](C(=O)O)NC(=O)CP(=O)(O)O)C(=O)O,51321-79-0,acidic,1.22,-10.58
209,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,1695-77-8,basic,0.99,-3.42
210,Cc1cn(c(=O)[nH]c1=O)[C@H]2C=C[C@H](O2)CO,3056-17-5,neutral,8.2,-0.23
211,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)NC(=N)N)O)NC(=N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,57-92-1,basic,0.78,-12.16
212,C(CSC[C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@H]6[C@@H]([C@H]([C@@H](O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)OC6CSCCC(=O)O)O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O,343306-71-8,acidic,1.3,-31.8
213,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,68373-14-8,acidic,5.1,-4.35
214,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)S(=O)(=O)O)C(=O)O)C,41744-40-5,acidic,1.6,-5.45
215,CC[N@@]1CCC[C@@H]1CNC(=O)c2cc(ccc2OC)S(=O)(=O)N,15676-16-1,basic,1.9,-0.7
216,CC(C)(C)NCC(COc1ccc(cc1)NC(=O)NC2CCCCC2)O,57460-41-0,basic,4.9,0.49
217,Cn1c(cnc1N(=O)=O)COP(=O)(NCCBr)NCCBr,918633-87-1,neutral,1.6,-2.65
221,C[C@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)Cn3ccnn3,89786-04-9,acidic,4.81,-4.89
222,CCCCC/C=C\CCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1Oc2c3cc4cc2Oc5ccc(cc5Cl)[C@H]([C@H]6C(=O)N[C@H](c7cc(cc(c7-c8cc(ccc8O)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9c1cc(cc(c1)Oc1cc(ccc1O)[C@H](C(=O)N[C@H](Cc1ccc(c(c1)Cl)O3)C(=O)N9)N)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)CO)O)O,61036-64-4,zwitterionic,0.2,-3.0
223,CCCCCCCCCCNCCN[C@]1(C[C@@H](O[C@H]([C@H]1O)C)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3c4cc5cc3Oc6ccc(cc6Cl)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7c8ccc(c(c8)-c9c(cc(c(c9O)CNCP(=O)(O)O)O)[C@H](NC(=O)[C@H]([C@@H](c1ccc(c(c1)Cl)O4)O)NC7=O)C(=O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)CO)O)O)C,372151-71-8,zwitterionic,0.2,-5.93
224,C[C@H](Cn1cnc2c1ncnc2N)OCP(=O)(O)O,147127-20-6,acidic,3.1,-3.55
225,CC(C)(C)NCC(c1cc(cc(c1)O)O)O,23031-25-6,basic,3.4,-0.73
226,C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)O,60-54-8,acidic,1.5,-3.7
227,CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C,51012-32-9,basic,4.7,0.02
228,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccsc3)C(=O)O)C(=O)O)C,34787-01-4,acidic,1.8,-5.97
229,c1cc(ccc1SC(P(=O)(O)O)P(=O)(O)O)Cl,89987-06-4,acidic,0.4,-3.47
230,C[C@@H](C(=O)NCC(=O)O)S,1953-02-2,acidic,1.41,-3.77
231,CCCCS(=O)(=O)N[C@@H](Cc1ccc(cc1)OCCCCC2CCNCC2)C(=O)O,142373-60-2,zwitterionic,4.3,0.6
232,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,32986-56-4,basic,1.6,-13.63
233,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](N(C3)C)C(=O)N4CC[C@@H](C4)NC(=O)CNC(=N)N)C(=O)O)[C@@H](C)O,222400-20-6,zwitterionic,1.9,-5.97
234,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,97240-79-4,neutral,0.27,0.13
235,CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccc(c(c5c4)CN(C)C)O)O,123948-87-8,basic,13.0,-0.96
236,c1c(cc[n+](c1)COC[n+]2ccc(cc2)/C=N/O)/C=N/O.[ClH-].[ClH-],114-90-9,neutral,1.9,-6.96
237,C1[C@@H](CC[C@H](C1)C(=O)O)CN,1197-18-8,zwitterionic,2.4,-1.55
238,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N,738-70-5,neutral,2.1,1.1
239,CCCC[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,88669-04-9,basic,1.7,-2.01
240,c1ccc(cc1)C(c2ccccc2)(C(=O)O[C@@H]3C[C@@H]4CCC(C3)[N+]45CCCC5)O,608-32-2,neutral,13.9,-0.5
241,c1cn(c(=O)nc1N)[C@@H]2CO[C@@H](O2)CO,145918-75-8,neutral,2.4,-1.32
242,CN1CCc2cc(c3cc2[C@@H]1Cc4ccc(cc4)Oc5c6c(cc(c5O)OC)CC[N+]([C@@H]6Cc7ccc(c(c7)O3)O)(C)C)OC,57-94-3,basic,3.4,2.2
243,CS(=O)(=O)N(CCO)c1c2c(cc(c1Cl)Cl)[nH]c(=O)c(=O)[nH]2,178908-09-3,neutral,6.0,0.4
244,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3c4cc5cc3Oc6ccc(cc6Cl)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7c8ccc(c(c8)-c9c(cc(cc9O)O)[C@H](NC(=O)[C@H]([C@@H](c1ccc(c(c1)Cl)O4)O)NC7=O)C(=O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)CO)O)O)(C)N)O,1404-90-6,zwitterionic,1.3,-4.86
245,CCN(CC)CCNC(=O)c1cc(c(cc1OC)N)Cl,7736,basic,1.1,-0.25
246,CC(C)NCC(COc1cccc2c1cccc2)O,1370,basic,1.2,0.36
247,COc1cc(c(c(c1)OC)C(=O)CCCN2CCCC2)OC,316539,basic,1.3,0.57
248,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O,44876,acidic,1.3,-4.94
249,CC(C)(C)NC[C@@H](COc1c(nsn1)N2CCOCC2)O,8531,basic,1.4,-0.97
250,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N,373806,zwitterionic,1.4,-5.83
251,CC(C)[C@@](CCCN(C)CCc1ccc(c(c1)OC)OC)(C#N)c2ccc(c(c2)OC)OC,447087,basic,1.5,2.79
252,C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@@H](CCc2ccccc2)C(=O)O,16759,zwitterionic,1.6,-4.01
253,c1c-2c(=O)ncnc2[nH][nH]1,395607,neutral,1.7,-1.89
254,C[C@@H]1C(=O)O[C@@H]2[C@]1([C@@]34C(=O)O[C@H]5[C@]3(C2)[C@@]6([C@@H](C5)C(C)(C)C)[C@H](C(=O)O[C@H]6O4)O)O,464397,neutral,1.7,0.34
255,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COc3ccccc3)C(=O)O)C,24806,acidic,1.7,-2.64
256,CC(C)NCC(COc1ccc(cc1)NC(=O)C)O,1380,basic,1.7,-1.39
257,CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(=O)(=O)N,1333,basic,1.7,-0.7
258,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)O,78759,basic,1.8,0.1
259,c1ccc(cc1)CCN2CCC3(CC2)CNC(=O)O3,581798,basic,1.8,0.03
260,CC(C)(C)NCC(COc1cccc2c1C[C@@H]([C@@H](C2)O)O)O,27570,basic,1.8,-1.44
261,c1cc(ccc1O)OCC(CNCCNC(=O)N2CCOCC2)O,122859,basic,1.9,-1.97
262,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,448986,neutral,2.1,-7.77
263,c1cc(c(cc1OCC(F)(F)F)C(=O)NCC2CCCCN2)OCC(F)(F)F,27588,basic,2.1,1.01
264,C[C@](Cc1ccc(c(c1)O)O)(C(=O)O)N,3730,zwitterionic,2.1,-1.37
265,CN(C)CCc1c[nH]c2c1cc(cc2)C[C@H]3COC(=O)N3,196215,basic,2.2,-0.09
266,CCN(CC)CCCC(C)Nc1ccnc2c1ccc(c2)Cl,6579,basic,2.3,0.88
267,CN(C)Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4)Cl,151412,neutral,2.6,2.84
268,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,570147,basic,2.6,2.22
269,CC[C@@]1(C[C@H]2C[C@@](c3c(c4ccccc4[nH]3)CCN(C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CCN9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC)O,71516,basic,2.6,1.81
270,CCCC(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)C)O,27347,basic,2.7,-0.6
271,c1cc(c(c(c1)Cl)CC(=O)NC(=N)N)Cl,66029,neutral,3.0,1.67
272,CN1CCC[C@H]1c2cccnc2,115,basic,3.0,-0.31
273,CC(C)c1c(c(nc(n1)N(C)S(=O)(=O)C)c2ccc(cc2)F)/C=C/[C@H](C[C@H](CC(=O)O)O)O,418845,acidic,3.3,-1.24
274,CNS(=O)(=O)Cc1ccc2c(c1)c(c[nH]2)CCN(C)C,27111,basic,3.7,-1.24
275,CC(C)NCC(COc1cccc2c1cc[nH]2)O,8543,basic,3.9,-0.53
276,CCNCC(c1cccc(c1)O)O,139072,basic,4.0,-1.07
277,C[C@@H](CN1c2ccccc2Sc3c1cc(cc3)OC)CN(C)C,583530,basic,4.0,2.24
278,C[C@@H]1[C@H]([C@H]([C@@H](O1)n2cc(c(=O)[nH]c2=O)F)O)O,169379,neutral,4.3,-1.35
279,CCN1CCCC1CNC(=O)c2cc(c(cc2OC)N)S(=O)(=O)CC,389011,neutral,4.4,0.09
280,CCN(CC)CCNC(=O)c1ccc(cc1)N,27341,basic,4.5,-0.7
281,c1cn(c(=O)nc1N)[C@H]2CC[C@H](O2)CO,65494,neutral,4.5,-1.19
282,COc1cc2c(cc1C(=O)NCC3CCCN3CC=C)nn[nH]2,57186,basic,5.3,0.82
283,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C.[Br-],79557,neutral,5.4,-2.25
284,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O,178796,acidic,6.3,-1.38
285,CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)O)[N+](=O)[O-])/C#N,92412,acidic,6.4,0.27
286,c1nc2c(=O)[nH]c(nc2n1CCC(CO)CO)N,430597,neutral,6.7,-2.07
287,c1[nH]c(=O)c2c(n1)n(cn2)[C@H]3CC[C@H](O3)CO,390877,neutral,6.8,-0.88
288,c1c2c(cc(c1F)N3CCNCC3)n(cc(c2=O)C(=O)O)C4CC4,241,zwitterionic,6.9,-0.81
289,C[n+]1cccc(c1)OC(=O)N(C)C,157330,neutral,7.2,-3.47
290,CN/C(=C\[N+](=O)[O-])/NCCSCc1csc(n1)CN(C)C,27604,zwitterionic,7.4,0.67
291,CNC(=C[N+](=O)[O-])NCCSCc1ccc(o1)CN(C)C,1153672,zwitterionic,7.4,0.23
292,CC(=O)O[C@@H]1[C@@H](Sc2ccccc2N(C1=O)CCN(C)C)c3ccc(cc3)OC,1278,basic,9.2,1.89
293,CN1Cc2c(cccc2N)C(C1)c3ccccc3,16225,basic,12.5,1.13
294,C[C@@]12CCN([C@@H]1N(c3c2cc(cc3)OC(=O)NC)C)C,9277,neutral,16.5,2.17
295,CCC(=O)N(c1ccccc1)C2(CCN(CC2)CCn3c(=O)n(nn3)CC)COC,27190,basic,0.039,2.45
296,CCCCc1c(c2ccccc2o1)C(=O)c3cc(c(c(c3)I)OCCN(CC)CC)I,27185,basic,0.0304,6.53
297,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,8873,zwitterionic,0.0138,-2.31
298,Cc1cc(=O)n(n1C)c2ccccc2,26820,neutral,0.0243,1.22
299,c1cc2c(cc1)C(=O)C(=C(C2=O)[C@H]3CC[C@@H](CC3)c4ccc(cc4)Cl)O,378315,acidic,0.0,3.33
300,c1ccc(cc1)C(CCN2CCCCC2)(C3CC4CC3C=C4)O,151063,basic,0.0,1.64
301,c1cc(c(c(c1)C(=O)c2ccc(cc2)Br)N)CC(=O)O,140107,acidic,0.0022,0.4
302,CCc1cccc2c1oc(c2)C(CNC(C)(C)C)O,64396,basic,0.0,1.16
303,CS(=O)(=O)OCCCCOS(=O)(=O)C,56644,neutral,0.024,-0.76
304,Cn1cnc2c1c(=O)n(c(=O)n2C)C,16485,neutral,0.017,-0.55
305,CC(C)c1c(c(c(c(n1)C(C)C)/C=C/[C@H](C[C@H](CC(=O)O)O)O)c2ccc(cc2)F)COC,403465,acidic,0.0,1.15
306,c1cc(ccc1CCCC(=O)O)N(CCCl)CCCl,11002,acidic,0.028,1.09
307,CNC1=Nc2ccc(cc2C(=[N+](C1)[O-])c3ccccc3)Cl,2431,neutral,0.0037,1.46
308,CCCNC(=O)NS(=O)(=O)c1ccc(cc1)Cl,8516,acidic,0.009,1.0
309,COc1c(cc(cc1)[C@]2(CC[C@@H](CC2)C(=O)O)C#N)OC3CCCC3,451253,acidic,0.005,0.38
310,c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-])Cl,2465,neutral,0.0088,3.15
311,CN1CCN(CC1)C2=Nc3cc(ccc3Nc4c2cccc4)Cl,2261,basic,0.0,2.89
312,Cc1[nH]c-2c(n1)CCN(c3c2cccc3)C(=O)c4ccc(cc4)NC(=O)c5ccccc5c6ccccc6,581850,neutral,0.03,5.25
313,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,126356,neutral,0.05,1.27
314,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,721,neutral,0.0,3.08
315,c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,29890,acidic,0.035,1.1
316,c1ccc2c(c1)[nH]c(=O)n2CCCN3CCC(CC3)n4c5ccc(cc5[nH]c4=O)Cl,364745,neutral,0.038,2.75
317,CCOc1ccc(cc1OCC)/C=C\2/c3cc(c(cc3CCN2)OCC)OCC,565387,neutral,0.0,3.89
318,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC=C4[C@@]3(CCC(=C4)C(=O)O)C,225763,acidic,0.0,1.44
319,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O)OC(=O)N(CCCl)CCCl,581858,acidic,0.0,1.97
320,CCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C,405365,neutral,0.0,3.44
321,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,33679,neutral,0.024,3.07
322,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)F,635,neutral,0.032,1.39
323,CC(C)n1c2ccccc2c(c1/C=C/[C@H](C[C@H](CC(=O)O)O)O)c3ccc(cc3)F,140116,acidic,0.0,1.06
324,CCC1=C(CN(C1=O)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@H]3CC[C@@H](CC3)C)C,405366,acidic,0.002,2.18
325,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,139286,acidic,0.028,0.49
326,COc1ccc(cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl,5582,acidic,0.0,2.85
327,CC(C)Cc1ccc(cc1)C(C)C(=O)O,11674,acidic,0.0082,1.34
328,c1ccc2c(c1)OCC(O2)C3=NCCN3,6784,basic,0.0,-0.45
329,Cc1cc(no1)NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O,78364,acidic,0.0014,-1.85
330,CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl,27986,neutral,0.0,7.31
331,c1cc(c(c(c1)Cl)Cl)c2c(nc(nn2)N)N,38727,neutral,0.042,1.91
332,Cc1c(ccnc1C[S+](c2[nH]c3ccccc3n2)[O-])OCC(F)(F)F,5975,neutral,0.044,3.03
333,c1cc(ccc1C#N)C(c2ccc(cc2)C#N)n3cncn3,374548,neutral,0.02,2.94
334,c1ccc(c(c1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O)Cl,16959,neutral,0.01,3.53
335,CN1c2ccc(cc2C(=NC(C1=O)O)c3ccccc3Cl)Cl,27028,neutral,0.0,3.39
336,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(c(c1)Cl)Cl,343064,acidic,0.022,0.24
337,Cc1cnc(s1)NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O,20496,acidic,0.0003,-0.98
338,Cc1ncc2n1-c3ccc(cc3C(=NC2)c4ccccc4F)Cl,27611,neutral,0.0,3.92
339,CC(C)(c1ccccc1CC[C@H](c2cccc(c2)/C=C/c3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)O)O,47447,acidic,0.0014,5.8
340,Cc1ccnc2c1NC(=O)c3cccnc3N2C4CC4,4345,neutral,0.0069,2.49
341,CC1=C(C(C(=C(N1)C)C(=O)OC)c2ccccc2[N+](=O)[O-])C(=O)OC,419596,neutral,0.0,1.82
342,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)c2cccc(c2)[N+](=O)[O-])C(=O)OCCOC,365248,neutral,0.0,2.54
343,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)c2ccccc2[N+](=O)[O-])C(=O)OC,554892,neutral,0.0,3.06
344,c1ccc(cc1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-],11745,neutral,0.0086,2.55
345,COc1ccnc(c1OC)C[S+](c2[nH]c3ccc(cc3n2)OC(F)F)[O-],419598,neutral,0.0,2.17
346,COc1ccc(cc1OC)Cc2c3cc(c(cc3ccn2)OC)OC,21716,neutral,0.0,3.06
347,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,674573,neutral,0.0,4.26
348,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,2217,neutral,0.0151,1.33
349,c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3,921,neutral,0.0074,2.14
350,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,27229,neutral,0.05,1.66
351,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,77474,acidic,0.03,-0.92
352,c1ccc(cc1)C(CCN2CCCC2)(C3CCCCC3)O,139241,basic,0.043,1.75
353,CCCc1cc(=O)[nH]c(=S)[nH]1,421208,neutral,0.0397,1.12
354,Cc1c(ccnc1C[S+](c2[nH]c3ccccc3n2)[O-])OCCCOC,222203,neutral,0.0,2.09
355,CCOc1ccccc1OC(c2ccccc2)C3CNCCO3,14263,basic,0.041,2.65
356,CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,88100,neutral,0.042,5.22
357,Cn1c2ccccc2c(c(c1=O)C(=O)N(C)c3ccccc3)O,8816,acidic,0.0008,0.22
358,CN(CCOc1ccc(cc1)CC2C(=O)NC(=O)S2)c3ccccn3,20027,acidic,0.0,2.21
359,CCCc1c2c(c(=O)[nH]c(n2)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC4)C)n(n1)C,410802,neutral,0.0,1.33
360,CC(c1ccc(cc1)C(=O)c2cccs2)C(=O)O,93117,acidic,0.0357,0.37
361,Cc1ccc(cc1NC(=O)c2cccc(c2)NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6c5c(cc(c6)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C(=O)Nc7ccc(c8c7c(cc(c8)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,29061,acidic,0.0046,-8.68
