INDEX,SMILES,ID,STATE_50,VAL,logD
362,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,924,neutral,0.01,5.59
363,CN1C(=C(c2c(ccs2)S1(=O)=O)O)C(=O)Nc3ccccn3,112102,acidic,0.0003,-1.91
364,CCO[C@@H](Cc1ccc(cc1)OCCc2ccc(cc2)OS(=O)(=O)C)C(=O)O,33827,acidic,0.007,-0.15
365,Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3c(ccs3)C,122170,zwitterionic,0.032,2.6
366,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,46726,acidic,0.0002,1.36
367,Cc1ccc(c(c1)[C@H](CCN(C(C)C)C(C)C)c2ccccc2)O,321964,basic,0.0,2.76
368,c1ccn2c(c1)nn(c2=O)CCCN3CCN(CC3)c4cccc(c4)Cl,26401,neutral,0.0018,2.96
369,CCCC(CCC)C(=O)O,15217,acidic,0.0029,0.56
370,CCCc1nc(c2n1[nH]c(nc2=O)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC4)CC)C,421326,neutral,0.0,1.31
371,CC(=O)CC(c1ccccc1)c2c(c3ccccc3oc2=O)O,394165,acidic,0.0011,0.94
372,CCN(c1cccc(c1)c2ccnc3n2ncc3C#N)C(=O)C,421332,neutral,0.0,1.53
373,Cc1ccc(cc1)c2c(n3cc(ccc3n2)C)CC(=O)N(C)C,80965,neutral,0.043,3.01
374,Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4)Cl,27648,neutral,0.1,3.02
375,CN(C)CCC=C1c2ccccc2CCc3c1cccc3,27072,basic,0.1,2.48
376,CCCCN1CCCCC1C(=O)Nc2c(cccc2C)C,150882,basic,0.1,3.82
377,COc1ccccc1OCCNCC(COc2cccc3c2c4ccccc4[nH]3)O,36662,basic,0.1,2.07
378,CN1[C@@H](CCC1=O)c2cccnc2,581857,neutral,0.1,0.21
379,C1CNP(=O)(OC1)N(CCCl)CCCl,8417,neutral,0.1,0.1
380,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,72873,neutral,0.1,3.64
381,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,365281,neutral,0.1,1.68
382,CC1=NS(=O)(=O)c2cc(ccc2N1)Cl,364859,acidic,0.1,1.0
383,c1cc(ccc1C(=O)CCCN2CCC(CC2)(c3ccc(cc3)Cl)O)F,3859,basic,0.1,2.93
384,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,263453,neutral,0.1,-0.71
385,c1ccc2c(c1)c(=O)n(c(=O)[nH]2)CCN3CCC(CC3)C(=O)c4ccc(cc4)F,3683,neutral,0.1,3.36
386,CN(C)c1ccc(c2c1C[C@H]3C[C@H]4[C@@H](C(=C(C(=O)[C@]4(C(=C3C2=O)O)O)C(=O)N)O)N(C)C)O,371561,acidic,0.1,-2.61
387,c1cc(ccc1C(=O)NCCN2CCOCC2)Cl,139099,neutral,0.1,1.43
388,CC([C@H]1CC[C@@H](CC1)C(=O)N[C@@H](C(=O)O)Cc2ccccc2)C,46727,acidic,0.1,0.87
389,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)Cc2ccccc2)c3cccc(c3)[N+](=O)[O-])C(=O)OC,407549,basic,0.1,2.71
390,Cc1cnc(c(c1OC)C)C[S+](c2[nH]c3ccc(cc3n2)OC)[O-],419601,neutral,0.1,2.43
391,CCn1cc(c(=O)c2c1cc(c(c2)F)N3CCN(CC3)C)C(=O)O,11474,acidic,0.1,0.16
392,CCOc1cc(ccc1C(=O)O)CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3,248669,acidic,0.1,1.95
393,c1ccc(cc1)[C@H]2c3ccccc3CCN2C(=O)O[C@H]4CN5CCC4CC5,561914,basic,0.1,2.47
394,CCC(=O)N(c1ccccc1)C2(CCN(CC2)CCc3cccs3)COC,27638,basic,0.1,2.13
395,Cc1cc(no1)NS(=O)(=O)c2ccc(cc2)N,2247,acidic,0.1,0.0
396,c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)N=Nc3ccc(c(c3)C(=O)O)O,1223,acidic,0.1,0.25
397,Cc1c(noc1NS(=O)(=O)c2ccc(cc2)N)C,2484,acidic,0.1,-0.14
398,CCOc1ccccc1OCCN[C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,61181,basic,0.1,0.47
399,CCCc1nc2c(cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C)C,116949,acidic,0.1,5.02
400,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)C4CCCO4,23093,neutral,0.1,0.95
401,CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C,308699,basic,0.1,2.23
402,Cn1c2c(c(=O)n(c1=O)C)[nH]cn2,381693,neutral,0.1,-0.89
403,CCS(=O)(=O)CCn1c(ncc1[N+](=O)[O-])C,222633,neutral,0.1,-0.58
404,Cc1cccc(c1)Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C,180329,acidic,0.1,1.12
405,Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4Cl)Cl,27419,neutral,0.1,3.63
406,c1cc(c(cc1F)F)n2cc(c(=O)c3c2nc(c(c3)F)N4C[C@@H]5[C@H](C4)[C@H]5N)C(=O)O,1616,zwitterionic,0.1,0.14
407,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(=O)O,139045,acidic,0.1,2.05
408,c1ccc2c(c1)c(ns2)N3CCN(CC3)CCc4cc5c(cc4Cl)NC(=O)C5,33664,neutral,0.1,4.13
409,CN1CCN(CC1)C(=O)OC2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl,224263,neutral,0.1,0.69
410,CC(=O)Nc1ccc(cc1)O,16450,neutral,0.2,0.9
411,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],27340,neutral,0.2,0.69
412,CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,6216,basic,0.2,2.74
413,CNCCCN1c2ccccc2CCc3c1cccc3,6243,basic,0.2,1.37
414,C[C@H]1c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@H]13)O)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O,371546,acidic,0.2,-3.57
415,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@@H]3c4cc5c(cc4[C@H]([C@@H]6[C@@H]3COC6=O)c7cc(c(c(c7)OC)O)OC)OCO5)O)O,68607,neutral,0.2,1.16
416,C[C@H]([C@](Cn1cncn1)(c2ccc(cc2F)F)O)S(=O)(=O)C,50321,neutral,0.2,0.27
417,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,173,acidic,0.2,0.27
418,c1ccc(cc1)C(=O)c2ccc3n2CCC3C(=O)O,5080,acidic,0.2,-0.96
419,CNC[C@@H](CC12CCC(c3c1cccc3)c4c2cccc4)O,583517,basic,0.2,0.85
420,COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3ccccc3,29637,neutral,0.2,3.23
421,Cc1ncc(n1CCO)[N+](=O)[O-],27912,neutral,0.2,-0.46
422,CNCCC=C1c2ccccc2CCc3c1cccc3,2262,basic,0.2,1.58
423,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)c4ccco4,97,neutral,0.2,1.43
424,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)Nc(c2O)c(c3O)/C=N/N5CCN(CC5)C)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,365189,zwitterionic,0.2,2.76
425,Cc1c(c(=O)n2c(n1)CCCC2)CCN3CCC(CC3)c4c5ccc(cc5on4)F,7714,basic,0.2,1.25
426,C[C@H](Cc1ccccc1)N(C)CC#C,96021,basic,0.2,1.55
427,Cc1ccccc1O[C@H](CCNC)c2ccccc2,27342,basic,0.3,1.46
428,c1ccnc(c1)C2=NCC(=O)Nc3c2cc(cc3)Br,16960,neutral,0.3,2.54
429,CCN1CC(C(C1=O)(c2ccccc2)c3ccccc3)CCN4CCOCC4,581848,neutral,0.3,3.01
430,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,12506,basic,0.3,1.57
431,CCOC(=O)Nc1ccc(nc1N)NCc2ccc(cc2)F,418485,basic,0.3,2.32
432,CC(C)N1CCC(CC1)N(c2ccc(cc2)Cl)C(=O)Cc3ccccc3,139211,basic,0.3,2.87
433,CN1CCN2c3c(cccn3)Cc4ccccc4C2C1,27610,neutral,0.3,3.13
434,c1cc(c(cc1N/N=C/2\C=CC(=O)C(=C2)C(=O)O)C(=O)O)O,583525,acidic,0.3,-3.93
435,Cc1nccn1CC2CCc3c(c4ccccc4n3C)C2=O,3183,neutral,0.3,2.11
436,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O,371643,basic,0.3,0.86
437,c1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N,2131,acidic,0.3,-0.05
438,c1ccc(cc1)N2C(=O)C(C(=O)N2c3ccccc3)CC[S+](c4ccccc4)[O-],60232,acidic,0.3,1.09
439,CCOC(=O)[C@]1(CCC=C[C@H]1N(C)C)c2ccccc2,567141,basic,0.3,2.13
440,c1cc(c(c2c1nsn2)NC3=NCCN3)Cl,140117,basic,0.3,1.68
441,CN(C)CCC(c1ccc(cc1)Cl)c2ccccn2,10358,basic,0.4,1.52
442,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(c(c1)Cl)Cl,560084,acidic,0.4,0.24
443,CCc1nn(c(=O)n1CCOc2ccccc2)CCCN3CCN(CC3)c4cccc(c4)Cl,26465,neutral,0.4,4.48
444,CCN1CCC[C@H]1CNC(=O)c2c(ccc(c2OC)Br)OC,27616,basic,0.4,1.3
445,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)NC(=C5C3=NC6(N5)CCN(CC6)CC(C)C)C2=O)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,397074,zwitterionic,0.4,3.71
446,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,17169,basic,0.4,2.05
447,C[C@@H]1CN(C[C@@H](N1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)O)C4CC4)N)F,65351,zwitterionic,0.4,-0.04
448,CCCCCNC(=N)N/N=C/c1c[nH]c2c1cc(cc2)OC,122247,basic,0.4,1.84
449,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,12428,basic,0.5,-1.23
450,CN(C)CCCC1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,14367,basic,0.5,1.41
451,C(=O)(N)NO,4730,neutral,0.5,-1.37
452,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,16591,acidic,0.5,0.39
453,COc1c2c(cc(c1N3C[C@@H]4CCCN[C@@H]4C3)F)c(=O)c(cn2C5CC5)C(=O)O,1788,zwitterionic,0.5,-0.49
454,Cn1c(cc(=O)n(c1=O)C)NCCCN2CCN(CC2)c3ccccc3OC,33469,basic,0.5,0.39
455,CC(C)NCC(COc1ccccc1CC=C)O,822,basic,0.6,0.47
456,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@H]([C@H](C)Cl)[C@@]2([C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C,1503106,basic,0.6,0.95
457,C1CN(P(=O)(OC1)NCCCl)CCCl,119640,neutral,0.6,0.1
458,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)N3CCOCC3,26280,neutral,0.6,0.64
459,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,27370,neutral,0.6,1.27
460,COc1ccc2c(c1)c(ccn2)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O,27150,basic,0.6,0.86
461,CN(C)CC(c1ccc(cc1)OC)C2(CCCCC2)O,27278,basic,0.6,1.22
462,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,418414,basic,0.7,-0.37
463,CC(C)NC[C@H](COc1ccc(cc1)CCOCC2CC2)O,793298,basic,0.7,0.31
464,CCCCc1ncc(n1Cc2ccc(cc2)C(=O)O)/C=C(\Cc3cccs3)/C(=O)O,54211,acidic,0.7,0.3
465,C[C@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)N.C[C@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)NC.C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC[C@H](O3)CN)N)N)N)O,675210,basic,0.7,-11.79
466,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,9495,neutral,0.7,3.9
467,CC(C)NCC(COc1ccc(cc1)CCOC)O,789,basic,0.7,-0.47
468,CC1CCCC(N1CCCC(c2ccccc2)(c3ccccn3)O)C,86259,basic,0.7,2.09
469,CC(CN1CCCCC1)c2ccccc2NC(=O)c3ccc(cc3)OC,561929,basic,0.8,2.49
470,c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2CNc3c(c(=O)nc([nH]3)N)N2C=O,510462,acidic,0.8,-8.68
471,c1ccc(cc1)C2(CCCCC2)N3CCCCC3,5666,basic,0.8,1.44
472,Cc1cccc(c1NC(=O)C(C)N)C,583520,basic,0.8,1.0
473,CCCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)CO)Cl,408842,acidic,0.9,2.82
474,c1ccc(cc1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O,16506,neutral,0.9,2.92
475,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,313314,neutral,1.0,2.73
476,c1ccc2c(c1)C(=O)NC2(c3ccc(c(c3)S(=O)(=O)N)Cl)O,134333,neutral,1.0,1.58
477,Cc1c(c(no1)c2ccccc2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,76766,acidic,1.0,-0.98
478,CN[C@@H]1CCc2c(c3cc(ccc3[nH]2)C(=O)N)C1,250328,basic,1.0,-1.74
479,C[C@@H]1C(=O)O[C@@H]2[C@]1([C@@]34C(=O)O[C@H]5[C@]3([C@H]2O)[C@@]6([C@@H](C5)C(C)(C)C)[C@H](C(=O)O[C@H]6O4)O)O,466506,neutral,1.0,-0.58
480,Cn1c2ccccc2c(n1)C(=O)NC3CC4CCCC(C3)N4C,54547,basic,1.0,0.27
481,CN1[C@H]2CC(C[C@H]1[C@H]3[C@H]2O3)OC(=O)[C@H](CO)c4ccccc4,675020,neutral,1.0,0.76
482,CN(C)CC1CCCCC1(c2cccc(c2)OC)O,699395,basic,1.0,0.62
