INDEX,SMILES,ID,STATE_50,VAL,logD,MW,XLOGP,CLOGP,TPSA,HBD,HBA,LOGP_COLOR,MW_COLOR,LOGD_COLOR
200,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O)N,25546-65-0,basic,1.5,-11.75,454.473,-5.297,-6.43,262.38,10,10,green,yellow,green
201,c1cc(cnc1)CC(O)(P(=O)(O)O)P(=O)(O)O,105462-24-6,acidic,1.5,-6.73,283.112,-1.706,-3.34,148.18,5,8,green,green,green
202,C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)SCCOC(=O)N)C(=O)O)O,95415-91-1,acidic,7.5,-3.73,334.369,0.102,-0.55,130.16,2,6,green,green,green
203,CCN(CC)CCNC(=O)c1ccc(cc1)NS(=O)(=O)C,101526-83-4,basic,3.7,-1.48,313.416,1.758,-0.45,78.51,2,3,green,green,green
204,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O,32385-11-8,basic,1.0,-11.92,447.526,-4.438,-4.32,213.72,8,7,green,yellow,green
205,c1c2c(c(c(c1F)N3C[C@H](C4(C3)CC4)N)Cl)n(cc(c2=O)C(=O)O)[C@@H]5C[C@@H]5F,127254-12-0,zwitterionic,3.7,-0.16,409.814,0.729,-1.55,88.56,1,3,green,yellow,green
206,c1c(c(cc(c1F)F)F)C[C@H](CC(=O)N2CCn3c(nnc3C(F)(F)F)C2)N,486460-32-6,basic,6.0,-0.14,407.314,-0.556,1.26,77.04,1,3,green,yellow,green
207,CC(C)NCC(c1ccc(cc1)NS(=O)(=O)C)O,3930-20-9,basic,2.0,-2.12,272.364,1.036,-0.41,78.43,3,3,green,green,green
208,C([C@@H](C(=O)O)NC(=O)CP(=O)(O)O)C(=O)O,51321-79-0,acidic,1.22,-10.58,255.119,-2.973,-2.74,161.23,3,8,green,green,green
209,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,1695-77-8,basic,0.99,-3.42,332.35,-1.116,-2.39,129.51,5,7,green,green,green
210,Cc1cn(c(=O)[nH]c1=O)[C@H]2C=C[C@H](O2)CO,3056-17-5,neutral,8.2,-0.23,224.213,-0.373,-0.23,84.32,2,4,green,green,green
211,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)NC(=N)N)O)NC(=N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,57-92-1,basic,0.78,-12.16,581.574,-3.559,-7.77,331.43,14,12,green,red,green
212,C(CSC[C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@H]6[C@@H]([C@H]([C@@H](O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)OC6CSCCC(=O)O)O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O,343306-71-8,acidic,1.3,-31.8,2002.151,-2.806,-5.42,769.76,16,48,green,red,green
213,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,68373-14-8,acidic,5.1,-4.35,233.242,-0.636,-0.89,91.75,0,5,green,green,green
214,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)S(=O)(=O)O)C(=O)O)C,41744-40-5,acidic,1.6,-5.45,414.453,1.239,0.38,141.08,2,7,green,yellow,green
215,CC[N@@]1CCC[C@@H]1CNC(=O)c2cc(ccc2OC)S(=O)(=O)N,15676-16-1,basic,1.9,-0.7,341.426,1.033,0.22,101.73,2,4,green,green,green
216,CC(C)(C)NCC(COc1ccc(cc1)NC(=O)NC2CCCCC2)O,57460-41-0,basic,4.9,0.49,363.494,3.451,2.8,82.62,4,3,green,green,green
217,Cn1c(cnc1N(=O)=O)COP(=O)(NCCBr)NCCBr,918633-87-1,neutral,1.6,-2.65,449.036,0.642,0.73,114.0,2,5,green,yellow,green
221,C[C@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)Cn3ccnn3,89786-04-9,acidic,4.81,-4.89,300.291,-1.208,-1.4,122.46,0,7,green,green,green
222,CCCCC/C=C\CCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1Oc2c3cc4cc2Oc5ccc(cc5Cl)[C@H]([C@H]6C(=O)N[C@H](c7cc(cc(c7-c8cc(ccc8O)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9c1cc(cc(c1)Oc1cc(ccc1O)[C@H](C(=O)N[C@H](Cc1ccc(c(c1)Cl)O3)C(=O)N9)N)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)CO)O)O,61036-64-4,zwitterionic,0.2,-3.0,1877.642,3.913,-4.58,662.41,23,33,green,red,green
223,CCCCCCCCCCNCCN[C@]1(C[C@@H](O[C@H]([C@H]1O)C)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3c4cc5cc3Oc6ccc(cc6Cl)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7c8ccc(c(c8)-c9c(cc(c(c9O)CNCP(=O)(O)O)O)[C@H](NC(=O)[C@H]([C@@H](c1ccc(c(c1)Cl)O4)O)NC7=O)C(=O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)CO)O)O)C,372151-71-8,zwitterionic,0.2,-5.93,1755.635,4.207,-9.93,598.09,22,27,green,red,green
224,C[C@H](Cn1cnc2c1ncnc2N)OCP(=O)(O)O,147127-20-6,acidic,3.1,-3.55,287.212,-0.261,-3.96,136.38,3,7,green,green,green
225,CC(C)(C)NCC(c1cc(cc(c1)O)O)O,23031-25-6,basic,3.4,-0.73,225.284,1.148,0.34,72.72,4,3,green,green,green
226,C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)O,60-54-8,acidic,1.5,-3.7,444.435,-0.003,-3.65,181.62,6,8,green,yellow,green
227,CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C,51012-32-9,basic,4.7,0.02,328.427,1.577,0.46,75.71,1,4,green,green,green
228,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccsc3)C(=O)O)C(=O)O)C,34787-01-4,acidic,1.8,-5.97,384.427,1.066,0.6,124.01,1,6,green,green,green
229,c1cc(ccc1SC(P(=O)(O)O)P(=O)(O)O)Cl,89987-06-4,acidic,0.4,-3.47,318.608,0.711,1.32,115.06,4,6,green,green,green
230,C[C@@H](C(=O)NCC(=O)O)S,1953-02-2,acidic,1.41,-3.77,163.195,-0.997,-0.53,66.4,1,3,green,green,green
231,CCCCS(=O)(=O)N[C@@H](Cc1ccc(cc1)OCCCCC2CCNCC2)C(=O)O,142373-60-2,zwitterionic,4.3,0.6,440.597,3.194,-3.28,104.73,2,5,green,yellow,green
232,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,32986-56-4,basic,1.6,-13.63,467.514,-5.995,-6.48,268.17,10,9,green,yellow,green
233,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](N(C3)C)C(=O)N4CC[C@@H](C4)NC(=O)CNC(=N)N)C(=O)O)[C@@H](C)O,222400-20-6,zwitterionic,1.9,-5.97,537.632,-1.364,-9.31,192.39,5,6,green,red,green
234,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,97240-79-4,neutral,0.27,0.13,339.362,-0.462,0.13,115.54,1,8,green,green,green
235,CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccc(c(c5c4)CN(C)C)O)O,123948-87-8,basic,13.0,-0.96,421.446,1.64,-0.55,104.89,2,6,green,yellow,green
236,c1c(cc[n+](c1)COC[n+]2ccc(cc2)/C=N/O)/C=N/O.[ClH-].[ClH-],114-90-9,neutral,1.9,-6.96,361.224,-5.077,-6.93,82.17,2,5,green,green,green
237,C1[C@@H](CC[C@H](C1)C(=O)O)CN,1197-18-8,zwitterionic,2.4,-1.55,157.21,-0.95,-2.32,63.32,1,2,green,green,green
238,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N,738-70-5,neutral,2.1,1.1,290.318,0.935,1.28,105.51,2,5,green,green,green
239,CCCC[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,88669-04-9,basic,1.7,-2.01,374.429,0.261,-0.97,129.51,5,7,green,green,green
240,c1ccc(cc1)C(c2ccccc2)(C(=O)O[C@@H]3C[C@@H]4CCC(C3)[N+]45CCCC5)O,608-32-2,neutral,13.9,-0.5,392.511,2.313,-0.5,46.53,1,3,green,green,green
241,c1cn(c(=O)nc1N)[C@@H]2CO[C@@H](O2)CO,145918-75-8,neutral,2.4,-1.32,213.191,-1.46,-1.32,99.6,2,5,green,green,green
242,CN1CCc2cc(c3cc2[C@@H]1Cc4ccc(cc4)Oc5c6c(cc(c5O)OC)CC[N+]([C@@H]6Cc7ccc(c(c7)O3)O)(C)C)OC,57-94-3,basic,3.4,2.2,609.731,3.51,2.27,80.62,2,6,green,red,yellow
243,CS(=O)(=O)N(CCO)c1c2c(cc(c1Cl)Cl)[nH]c(=O)c(=O)[nH]2,178908-09-3,neutral,6.0,0.4,368.193,0.734,0.4,123.33,3,5,green,green,green
