INDEX,SMILES,ID,STATE_50,VAL,logD,MW,XLOGP,CLOGP,TPSA,HBD,HBA,LOGP_COLOR,MW_COLOR,LOGD_COLOR
139,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)O,57-63-6,neutral,7.0,3.9,296.403,2.722,3.9,40.46,2,2,yellow,green,yellow
140,CCNCC(c1cccc(c1)O)O,709-55-7,basic,14.0,-1.07,181.232,0.788,0.2,52.49,3,2,green,green,green
141,CCOC(=O)c1cncn1[C@H](C)c2ccccc2,33125-97-2,neutral,13.0,2.5,244.289,2.521,2.5,44.12,0,3,green,green,yellow
142,Cc1ccc(cn1)c2c(cc(cn2)Cl)c3ccc(cc3)S(=O)(=O)C,202409-33-4,neutral,0.79,2.79,358.842,3.515,2.79,59.92,0,4,green,green,yellow
143,CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5cc(c(c6c5c4[C@H](CC6)N)C)F)O,276680-63-8,basic,0.96,-0.71,435.448,1.006,1.45,107.44,2,5,green,yellow,green
144,CCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C,72509-76-3,neutral,11.0,3.44,384.254,4.146,3.44,64.63,1,4,yellow,green,yellow
145,c1cc(ccc1[C@H]2CNCCc3c2cc(c(c3Cl)O)O)O,67227-56-9,basic,41.5,1.26,305.756,1.883,1.39,72.72,4,3,green,green,green
146,C[C@H](c1cccc(c1)Oc2ccccc2)C(=O)O,29679-58-1,acidic,0.6,0.47,242.27,2.68,3.65,46.53,0,3,yellow,green,green
147,CC(Cc1ccc(cc1)O)NCC(c2cc(cc(c2)O)O)O,13392-18-2,basic,29.0,0.33,303.353,2.067,1.36,92.95,5,4,green,green,green
148,Cc1c([nH]c(=O)[nH]1)C(=O)c2ccc(cc2)SC,77671-31-9,neutral,29.0,1.84,248.301,2.404,1.84,65.72,2,2,green,green,green
149,c1ccc(cc1)CCN2CCC3(CC2)CNC(=O)O3,5053-06-5,basic,2.6,0.03,260.332,1.963,1.6,41.57,1,2,green,green,green
150,CCC(=O)N(c1ccccc1)C2CCN(CC2)CCc3ccccc3,437-38-7,basic,4.7,2.43,336.471,3.977,3.82,23.55,0,1,yellow,green,yellow
151,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,98319-26-7,neutral,2.4,3.07,372.544,2.355,3.07,58.2,2,2,yellow,green,yellow
152,CCCCCCCCc1ccc(cc1)CCC(CO)(CO)N,162359-55-9,basic,1.53,2.12,307.471,3.659,4.06,66.48,3,2,yellow,green,yellow
153,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)F,78755-81-4,neutral,16.0,1.39,303.288,1.166,0.33,64.43,0,4,green,green,green
154,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]35C)F)O,3385-03-3,neutral,9.5,1.56,434.498,1.529,1.56,93.06,2,6,green,yellow,green
155,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)N(=O)=O,1622-62-4,neutral,1.4,2.55,313.283,1.905,2.55,78.49,0,4,green,green,yellow
156,c1ccc2c(c1)C(=O)OC23c4ccc(cc4Oc5c3ccc(c5)O)O,2321-07-5,neutral,1.3,3.86,332.306,3.459,3.88,75.99,2,5,yellow,green,yellow
157,c1c(c(=O)[nH]c(=O)[nH]1)F,51-21-8,neutral,26.0,-0.81,130.077,-1.158,-0.66,65.72,2,2,green,green,green
158,c1ccc2c(c1)N(c3cc(ccc3S2)C(F)(F)F)CCCN4CCN(CC4)CCO,69-23-8,basic,9.7,3.09,437.522,4.358,3.97,29.95,1,1,yellow,yellow,yellow
159,CCOC(=O)Nc1ccc(nc1N)NCc2ccc(cc2)F,56995-20-1,basic,1.6,2.32,304.319,1.677,2.67,89.27,3,3,green,green,yellow
160,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF,80474-14-2,neutral,17.0,3.72,500.571,3.122,3.72,80.67,1,5,yellow,red,yellow
161,CC(C)n1c2ccccc2c(c1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)c3ccc(cc3)F,93957-54-1,acidic,16.0,1.06,411.466,3.885,3.83,82.69,2,4,yellow,yellow,green
162,COCCCC/C(=N\OCCN)/c1ccc(cc1)C(F)(F)F,54739-18-3,basic,23.0,1.05,318.335,2.667,2.8,56.84,1,3,green,green,green
163,c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2CNc3c(c(=O)nc([nH]3)N)N2C=O,58-05-9,acidic,5.8,-8.68,473.439,-2.625,-3.96,219.84,5,8,green,yellow,green
164,C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H]([N@](CCO2)Cc3[nH]n(c(=O)n3)P(=O)(O)O)c4ccc(cc4)F,172673-20-0,acidic,18.6,-1.64,614.407,5.209,1.9,129.91,3,7,green,red,green
165,c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)OP(=O)(O)O,194798-83-9,acidic,1.3,-3.36,386.251,-0.386,-1.41,128.18,2,8,green,green,green
166,c1ccc(cc1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)c3ccccc3,93390-81-9,acidic,3.5,-1.65,362.274,1.462,1.67,116.17,3,6,green,green,green
167,C[C@@](/C=C/[C@H]1CC=CC(=O)O1)([C@@H](C[C@H](/C=C\C=C/C=C/CO)O)OP(=O)(O)O)O,87810-56-8,acidic,1.2,-2.63,430.386,1.363,0.63,153.75,5,9,green,yellow,green
168,C[C@]12CC[C@@H]3c4ccc(cc4C[C@@H](C3[C@@H]1CC[C@@H]2O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)O,129453-61-8,neutral,11.8,7.57,606.771,8.1,7.57,57.53,2,3,red,red,red
169,C[C@@H]1[C@@H](CC[C@@]2([C@H]1CC[C@@]3([C@H]2[C@@H](C[C@@H]\4[C@@]3(C[C@@H](/C4=C(/C(=O)[O-])\CC/C=C(\C)/C)OC(=O)C)C)O)C)C)O,751-94-0,acidic,0.35,1.75,515.701,1.781,4.42,106.89,2,6,yellow,red,green
170,CN1CC[C@@]23C=C[C@@H](C[C@@H]2Oc4c3c(ccc4OC)C1)O,357-70-0,basic,5.6,-0.36,287.354,2.385,1.16,41.93,1,3,green,green,green
171,CC(C)[C@@](CCC[N@](C)CCc1ccc(c(c1)OC)OC)(C#N)c2cc(c(c(c2)OC)OC)OC,16662-47-8,basic,14.3,2.63,484.628,4.484,4.89,73.18,0,6,yellow,yellow,yellow
172,COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,184475-35-2,neutral,12.0,3.64,446.902,4.081,3.75,68.74,1,5,yellow,yellow,yellow
173,c1cn(c(=O)nc1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,95058-81-4,neutral,32.0,-1.47,263.198,-0.594,-1.47,110.6,3,5,green,green,green
174,CCc1c2c(c(=O)nc([nH]2)c3cc(cnc3OCC)S(=O)(=O)N4CCN(CC4)CC)nn1CCOC,334826-98-1,neutral,14.3,0.58,519.617,1.043,0.96,135.54,1,8,green,red,green
175,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@@H]3C2,21187-98-4,acidic,0.41,0.79,323.411,0.492,1.73,78.51,2,3,green,green,green
176,CCC1=C(CN(C1=O)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@H]3CC[C@@H](CC3)C)C,93479-97-1,acidic,0.5,2.18,490.616,3.465,3.12,124.68,3,5,yellow,yellow,yellow
177,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,29094-61-9,acidic,0.56,0.49,445.535,2.172,1.43,130.15,3,6,green,yellow,green
178,COc1ccc(cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl,10238-21-8,acidic,0.82,2.85,494.004,4.24,3.79,113.6,3,5,yellow,yellow,yellow
179,Cn1c2ccccc2c(n1)C(=O)N[C@H]3C[C@H]4CCC[C@@H](C3)N4C,109889-09-0,basic,9.1,0.27,312.409,2.362,1.88,50.16,1,2,green,green,green
180,B1(C[C@@H](c2c1c(ccc2)OCCCO)CN)O,1093643-37-8,basic,4.1,-1.74,235.087,-0.527,-0.52,75.71,3,3,green,green,green
181,c1cc(ccc1C(=O)CCCN2CCC(CC2)(c3ccc(cc3)Cl)O)F,52-86-8,basic,7.8,2.93,375.864,3.9,3.66,40.54,1,2,yellow,green,yellow
182,CC(C)(CCC[C@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2c3cc4c(cc3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,26833-87-4,basic,2.96,-0.12,545.621,2.686,1.88,123.99,2,9,green,red,green
183,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,50-23-7,neutral,5.7,1.28,362.46,0.263,1.28,94.83,3,5,green,green,green
184,CN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)O,466-99-9,basic,28.0,0.58,285.338,1.437,1.62,49.77,1,3,green,green,green
185,CCN(CCCC(C)Nc1ccnc2c1ccc(c2)Cl)CCO,118-42-3,basic,11.0,0.33,335.872,3.518,2.89,48.39,2,2,green,green,green
186,c1ccc(c(c1)C2=NCc3cnc(n3-c4c2cc(cc4)Cl)CO)F,59468-90-5,neutral,9.71,3.15,341.767,2.354,2.48,50.41,1,3,green,green,yellow
187,C(=O)(N)NO,127-07-1,neutral,1.5,-1.37,76.055,-1.366,-1.37,75.35,3,2,green,green,green
188,CC(C)Cc1ccc(cc1)C(C)C(=O)O,15687-27-1,acidic,0.82,1.34,206.281,3.501,3.84,37.3,0,2,yellow,green,green
189,CCCCCCCN(CC)CCCC(c1ccc(cc1)NS(=O)(=O)C)O,122647-31-8,basic,26.0,0.53,384.576,4.773,2.51,69.64,2,3,green,green,green
190,Cc1cc(cc(c1)P(=O)(c2c3cc(ccc3[nH]c2C(=O)N)Cl)OC)/C=C/C#N,1097733-15-7,neutral,0.56,3.53,413.794,4.114,3.54,108.97,2,4,yellow,yellow,yellow
191,Cc1cc(cc(c1)P(=O)(c2c3c(ccc(c3F)Cl)[nH]c2C(=O)N)OC)/C=C/C#N,1254181-18-4,neutral,0.97,3.67,431.785,3.888,3.68,108.97,2,4,yellow,yellow,yellow
192,CCCCCNC(=O)c1coc(n1)[C@@H]2[C@H]3CC[C@@H]([C@@H]2Cc4ccccc4CCC(=O)O)O3,143443-90-7,acidic,6.4,1.27,440.532,3.775,3.95,101.66,1,6,yellow,yellow,green
193,C1CN(P(=O)(OC1)NCCCl)CCCl,3778-73-2,neutral,1.1,0.1,261.086,0.972,0.1,41.57,1,2,green,green,green
194,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,152459-95-5,basic,3.3,3.45,493.603,3.376,4.38,86.28,2,4,yellow,yellow,yellow
195,Cc1nccn1CCC(c2ccccc2)(c3ccccc3)C(=O)N,170105-16-5,neutral,6.1,2.52,319.4,1.945,2.76,60.91,1,2,green,green,yellow
196,CN(C)CCCN1c2ccccc2CCc3c1cccc3,50-49-7,basic,13.0,2.48,280.407,3.953,4.28,6.48,0,0,yellow,green,yellow
197,CN(=O)(C)CCCN1c2ccccc2CCc3c1cccc3,6829-98-7,neutral,12.0,3.15,296.407,2.292,3.15,20.31,0,1,yellow,green,yellow
198,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5,150378-17-9,neutral,18.0,2.52,613.789,3.185,2.81,118.03,4,5,green,red,yellow
199,c1cc2c(c[nH]c2c(c1)NS(=O)(=O)c3ccc(cc3)S(=O)(=O)N)Cl,165668-41-7,acidic,0.72,1.26,385.846,2.442,1.77,122.12,3,4,green,green,green
200,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,53-86-1,acidic,1.3,0.27,357.788,4.005,3.53,68.53,0,4,yellow,green,green
201,c1ccc(cc1)C(=O)NC2CCN(CC2)CCc3c[nH]c4c3cccc4,26844-12-2,basic,20.0,1.58,347.453,3.632,3.19,48.13,2,1,yellow,green,green
202,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)I,83997-75-5,basic,140.0,2.21,653.416,1.346,2.89,185.84,5,10,green,red,yellow
203,CC1=C(C2=C(C3(CC3)[C@@](C(=O)C2=C1)(C)O)C)CO,158440-71-2,neutral,140.0,0.67,246.302,2.408,0.67,57.53,2,3,green,green,green
204,COc1cc(ccc1c2[nH]c3ccncc3n2)S(=O)C,86315-52-8,neutral,20.7,0.64,287.337,1.065,0.64,67.87,1,4,green,green,green
205,CC(C)NCC(c1ccc(c(c1)O)O)O,7683-59-2,basic,56.0,-0.99,211.258,0.646,0.16,72.72,4,3,green,green,green
206,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)ON(=O)=O)ON(=O)=O,87-33-2,neutral,31.0,0.44,236.136,2.011,0.44,128.56,0,8,green,green,green
207,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)ON(=O)=O)O,16051-77-7,neutral,2.0,-0.48,191.139,0.887,-0.48,93.74,1,6,green,green,green
208,Cc1cc(no1)NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O,34552-84-6,acidic,0.07,-1.85,335.335,1.707,0.77,112.74,2,6,green,green,green
209,CC[C@]1(C[C@@H](c2c(c(c3c(c2O)C(=O)c4c(cccc4O)C3=O)O)[C@H]1O)O[C@@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N6CCOCC6)O,105026-50-4,neutral,42.8,3.07,585.599,2.613,3.27,186.45,6,11,yellow,red,yellow
210,C[C@H]([C@@H](C(=O)N)NC(=O)[C@H]1CSSC[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)CCCCN)Cc2c[nH]c3c2cccc3)Cc4ccc(cc4)O)NC(=O)[C@H](Cc5ccc6ccccc6c5)N)O,108736-35-2,basic,5.7,-2.43,1096.323,1.418,-0.52,355.08,13,10,green,red,green
211,CNC(=O)N([N@@](CCCl)S(=O)(=O)C)S(=O)(=O)C,173424-77-6,neutral,23.1,-1.86,307.775,-1.116,-1.86,103.86,1,5,green,green,green
212,CC(C)OC(=O)CCC/C=C/C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCc2ccccc2)O)O)O,130209-82-4,neutral,6.7,3.98,432.593,4.404,3.98,86.99,3,5,yellow,yellow,yellow
213,CCCC[N@]1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,27262-47-1,basic,8.7,3.82,288.428,3.788,3.22,32.34,1,1,yellow,green,yellow
214,c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC[C@H]2CNc3c(c(=O)nc([nH]3)N)N2C=O,68538-85-2,acidic,4.1,-8.68,473.439,-2.456,-3.96,219.84,5,8,green,yellow,green
215,C[C@@H](CN1c2ccccc2Sc3c1cc(cc3)OC)CN(C)C,60-99-1,basic,9.9,2.24,328.472,4.189,4.25,15.71,0,1,yellow,green,yellow
216,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,797-63-7,neutral,1.8,3.66,312.446,2.365,3.66,37.3,1,2,yellow,green,yellow
217,CNC[C@@H](CC12CCC(c3c1cccc3)c4c2cccc4)O,76496-68-9,basic,14.6,0.85,293.403,4.224,3.3,32.26,2,1,yellow,green,green
218,C[N@@]1CC[C@]23CCCC[C@H]2[C@H]1Cc4c3cc(cc4)O,77-07-6,basic,15.7,0.93,257.371,3.006,2.89,23.47,1,1,green,green,green
219,C[C@@H]1CC(=O)NN=C1c2ccc(cc2)NN=C(C#N)C#N,141505-33-1,neutral,3.8,2.16,280.285,1.824,2.16,113.43,2,5,green,green,yellow
220,c1ccc2c(c1)CC(c3ccccc3N2C(=O)N)O,29331-92-8,neutral,0.88,1.73,254.284,1.566,1.73,66.56,2,2,green,green,green
221,CCN(CC)CC(=O)Nc1c(cccc1C)C,137-58-6,basic,16.0,2.33,234.337,2.511,1.54,32.34,1,1,green,green,yellow
222,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)N3CCOCC3,165800-03-3,neutral,1.8,0.64,337.346,1.103,0.64,71.11,1,4,green,green,green
223,c1ccc(c(c1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O)Cl,846-49-1,neutral,1.0,3.53,321.158,2.926,3.53,61.69,2,3,yellow,green,yellow
224,CC(C)N1CCC(CC1)N(c2ccc(cc2)Cl)C(=O)Cc3ccccc3,59729-31-6,basic,16.0,2.87,370.916,4.853,4.31,23.55,0,1,yellow,green,yellow
225,CN1c2ccc(cc2C(=NC(C1=O)O)c3ccccc3Cl)Cl,848-75-9,neutral,4.0,3.39,335.185,2.807,3.39,52.9,1,3,yellow,green,yellow
226,CN(c1nc2ccccc2s1)C3CCN(CC3)C[C@@H](COc4ccc(c(c4)F)F)O,144665-07-6,basic,1.7,3.64,433.515,4.67,4.23,48.83,1,3,yellow,yellow,yellow
227,c1ccn2cc(nc2c1)C3=C(C(=O)NC3=O)C4=CN5CCN(C[C@H]6[C@H]5C4=CC(=C6)F)C(=O)N7CCCCC7,603288-22-8,neutral,10.3,-0.07,514.551,2.579,0.17,90.26,1,4,green,red,green
228,CNCCCC12CCC(c3c1cccc3)c4c2cccc4,10262-69-8,basic,14.0,1.48,277.403,5.097,4.37,12.03,1,0,yellow,green,green
229,Cc1nnc(n1C2C[C@H]3CC[C@@H](C2)N3CC[C@H](c4ccccc4)NC(=O)C5CCC(CC5)(F)F)C(C)C,376348-65-1,basic,9.4,1.37,513.666,4.815,3.63,63.05,1,3,yellow,red,green
230,COc1ccc(cc1[C@]2(c3ccc(cc3NC2=O)C(F)(F)F)F)Cl,187523-35-9,neutral,15.0,4.23,359.703,5.359,4.23,38.33,1,2,yellow,green,red
231,CC(C)Oc1ccccc1N2CCN(CC2)Cc3cccc(c3)C(=O)N4CCCCC4,134208-17-6,neutral,6.17,4.27,421.575,4.368,4.42,36.02,0,2,yellow,yellow,red
232,COC(=O)Nc1[nH]c2ccc(cc2n1)C(=O)c3ccccc3,31431-39-7,neutral,15.0,3.25,295.293,2.887,3.26,84.08,2,4,yellow,green,yellow
233,CN(C)CC(Oc1ccccc1)Oc2ccccc2,32359-34-5,basic,13.7,2.96,257.328,3.423,3.8,21.7,0,2,yellow,green,yellow
234,CC(CCc1ccc2c(c1)OCO2)NCC(c3ccc(c(c3)C(=O)N)O)O,56290-94-9,basic,16.0,0.88,372.415,2.391,0.97,114.04,4,5,green,green,green
235,Cc1cnc(s1)NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O,71125-38-7,acidic,0.12,-0.98,351.401,2.852,1.6,99.6,2,5,green,green,green
236,CC1CCN(CC1)CCCC(=O)c2ccc(cc2)F,3575-80-2,basic,46.0,1.72,263.35,3.205,3.23,20.31,0,1,yellow,green,green
237,CCOC(=O)C1(CCN(CC1)C)c2ccccc2,57-42-1,basic,4.9,1.63,247.333,2.132,2.46,29.54,0,2,green,green,green
238,CCC1(CCCCN(C1)C)c2cccc(c2)O,54340-58-8,basic,28.0,1.55,233.349,3.22,3.06,23.47,1,1,yellow,green,green
239,Cn1cc[nH]c1=S,60-56-0,neutral,3.7,0.75,114.169,-0.422,0.75,20.72,1,0,green,green,green
240,COC(=O)C(c1ccccc1)C2CCCCN2,113-45-1,basic,0.55,0.57,233.306,2.158,2.25,38.33,1,2,green,green,green
241,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,83-43-2,neutral,6.1,1.56,374.471,0.892,1.56,94.83,3,5,green,green,green
242,CCN(CC)CCNC(=O)c1cc(c(cc1OC)N)Cl,364-62-5,basic,5.7,-0.25,299.796,2.168,1.4,67.59,2,2,green,green,green
243,CC(C)NCC(COc1ccc(cc1)CCOC)O,51384-51-1,basic,13.0,-0.47,267.364,1.712,1.76,50.72,2,3,green,green,green
244,Cc1ncc(n1CCO)N(=O)=O,443-48-1,neutral,0.85,-0.46,171.154,-0.409,-0.46,83.87,1,4,green,green,green
245,C[N@]1CCN2c3ccccc3Cc4ccccc4[C@H]2C1,24219-97-4,neutral,21.9,3.71,264.365,2.994,3.83,6.48,0,0,yellow,green,yellow
246,CC(C)[C@H]1c2ccc(cc2CC[C@@]1(CCN(C)CCCc3[nH]c4ccccc4n3)OC(=O)COC)F,116644-53-2,basic,4.0,2.75,495.629,5.123,5.16,67.45,1,4,red,yellow,yellow
247,Cc1ncc2n1-c3ccc(cc3C(=NC2)c4ccccc4F)Cl,59467-70-8,neutral,5.3,3.92,325.767,3.27,3.33,30.18,0,2,yellow,green,yellow
248,COc1ccc(c(c1)[C@@H](CNC(=O)CN)O)OC,42794-76-3,basic,27.9,-1.76,254.282,-0.563,-0.95,93.81,3,4,green,green,green
249,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)c5ccc(cc5)N(C)C)C)O,84371-65-3,neutral,0.5,5.13,429.594,4.269,5.13,40.54,1,2,red,yellow,red
250,CN(C)c1ccc(c2c1C[C@H]3C[C@H]4[C@@H](C(=C(C(=O)[C@]4(C(=C3C2=O)O)O)C(=O)N)O)N(C)C)O,10118-90-8,acidic,1.2,-2.61,457.476,0.575,-3.48,164.63,5,7,green,yellow,green
251,CN1CCN2c3c(cccn3)Cc4ccccc4C2C1,85650-52-8,neutral,8.0,3.13,265.353,2.016,3.21,19.37,0,1,yellow,green,yellow
252,CN(C)CCN1C(=O)c2cccc3c2c(cc(c3)[N+](=O)[O-])C1=O,54824-17-8,basic,34.6,0.72,313.308,2.37,1.87,83.76,0,4,green,green,green
253,C[N+]1(CCc2cc(c(cc2C1Cc3cc(c(c(c3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCc5cc(c(cc5C4Cc6cc(c(c(c6)OC)OC)OC)OC)OC)C,106791-40-6,neutral,5.2,-0.76,1029.261,5.055,-0.76,144.9,0,14,green,red,green
254,CN(c1[nH]c(=O)ccn1)C2CCN(CC2)c3nc4ccccc4n3Cc5ccc(cc5)F,108612-45-9,neutral,1.03,3.71,432.493,3.387,3.73,70.05,1,3,yellow,yellow,yellow
255,c1cc(ccc1C(=O)NCCN2CCOCC2)Cl,71320-77-9,neutral,10.0,1.43,268.739,1.698,1.45,41.57,1,2,green,green,green
256,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3cc(c(cc3C[C@H]2C(=O)O)OC)OC,103775-10-6,acidic,6.3,-0.08,498.568,2.564,1.46,114.4,1,7,green,yellow,green
257,CCOC(=O)[NH-]c1c[n+](no1)N2CCOCC2,25717-80-0,neutral,11.0,,243.24,-0.509,,84.28,1,5,,green,
258,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)c5ccco5)C)O)Cl)C,83919-23-7,neutral,12.7,5.06,521.429,3.811,5.06,93.81,1,6,red,red,red
259,CC(C)(c1ccccc1CC[C@H](c2cccc(c2)/C=C/c3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)O)O,158966-92-8,acidic,0.68,5.8,586.183,9.045,8.49,70.42,1,4,red,red,red
260,Cc1ncc(n1CC(CN2CCOCC2)O)[N+](=O)[O-],92478-27-8,neutral,1.6,-0.65,270.285,-0.048,-0.6,93.66,1,5,green,green,green
261,CN1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O,57-27-2,basic,26.0,-0.6,285.338,1.51,0.89,52.93,2,3,green,green,green
262,COc1ccccc1N2CCN(CC2)C[C@H](COc3cccc4c3cccc4)O,57149-07-2,neutral,11.0,3.5,392.491,4.14,3.77,45.17,1,3,yellow,green,yellow
263,C=C1CC[C@]2([C@H]3Cc4ccc(c5c4[C@]2([C@H]1O5)CCN3CC6CC6)O)O,55096-26-9,basic,15.0,0.07,339.428,2.912,1.94,52.93,2,3,green,green,green
264,C=CCN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,465-65-6,basic,23.0,1.04,327.374,1.597,1.62,70.0,2,4,green,green,green
265,CC([C@H]1CC[C@@H](CC1)C(=O)N[C@@H](C(=O)O)Cc2ccccc2)C,105816-04-4,acidic,1.8,0.87,317.423,3.283,4.03,66.4,1,3,yellow,green,green
266,CCc1nn(c(=O)n1CCOc2ccccc2)CCCN3CCN(CC3)c4cccc(c4)Cl,83366-66-9,neutral,7.5,4.48,470.007,4.611,4.65,55.53,0,3,yellow,yellow,red
267,CN1CCOC(c2ccccc2C1)c3ccccc3,13669-70-0,basic,12.0,2.7,253.339,3.166,3.4,12.47,0,1,yellow,green,yellow
268,COc1c2c(nc(n1)N)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O,121032-29-9,neutral,81.0,-1.57,297.267,-0.297,-1.57,148.77,4,8,green,green,green
269,Cc1ccnc2c1NC(=O)c3cccnc3N2C4CC4,129618-40-2,neutral,0.3,2.49,266.298,1.982,1.84,58.12,1,3,green,green,yellow
270,CC(C)NC[C@H](COc1cccc2c1N(CCC2)C(=O)c3cccnc3)O,76252-06-7,basic,3.6,-0.41,369.457,1.951,1.82,74.69,2,4,green,green,green
271,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)Cc2ccccc2)c3cccc(c3)N(=O)=O)C(=O)OC,55985-32-5,basic,11.0,2.71,479.525,4.272,3.56,113.69,1,6,yellow,yellow,yellow
272,CN1CCC[C@H]1c2cccnc2,54-11-5,basic,18.0,-0.31,162.232,1.11,1.16,16.13,0,1,green,green,green
273,CC1=C(C(C(=C(N1)C)C(=O)OC)c2ccccc2N(=O)=O)C(=O)OC,21829-25-4,neutral,7.3,1.82,346.335,2.42,1.82,110.45,1,6,green,green,green
274,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)c2ccccc2N(=O)=O)C(=O)OC,63675-72-9,neutral,15.0,3.06,388.414,3.395,3.06,110.45,1,6,yellow,green,yellow
275,CCOC(=O)C1=C(NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC)C)C,39562-70-4,neutral,25.0,2.17,360.361,2.97,2.17,110.45,1,6,green,green,yellow
276,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],55-63-0,neutral,194.3,0.26,227.087,-0.466,0.94,157.11,0,9,green,green,green
277,CCCCC(C)(C)[C@H](/C=C\[C@H]1[C@H](C[C@@H]([C@H]1C/C=C/CCCC(=O)O)Cl)O)O,79360-43-3,acidic,13.2,1.86,400.98,4.145,4.71,77.76,2,4,yellow,yellow,green
