INDEX,SMILES,ID,STATE_50,VAL,logD,MW,XLOGP,CLOGP,TPSA,HBD,HBA,LOGP_COLOR,MW_COLOR,LOGD_COLOR
278,CN1Cc2c(cccc2N)C(C1)c3ccccc3,24526-64-5,basic,22.0,1.13,238.328,2.355,2.62,29.26,1,0,green,green,green
279,CNCCC=C1c2ccccc2CCc3c1cccc3,72-69-5,basic,10.0,1.58,263.377,4.351,4.43,12.03,1,0,yellow,green,green
280,Cc1cnc(c(c1OC)C)CS(=O)c2[nH]c3ccc(cc3n2)OC,73590-58-6,neutral,8.4,2.43,345.416,1.974,2.43,77.1,1,5,green,green,yellow
281,Cc1nccn1CC2CCc3c(c4ccccc4n3C)C2=O,99614-02-5,neutral,5.8,2.11,293.363,2.482,2.35,39.82,0,2,green,green,yellow
282,c1ccc(cc1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O,604-75-1,neutral,1.1,2.92,286.713,2.313,2.92,61.69,2,3,green,green,yellow
283,CC(C)NC[C@H](COc1ccccc1OCC=C)O,6452-71-7,basic,7.2,-0.06,265.348,2.026,2.17,50.72,2,3,green,green,green
284,CCN(CC)CC#CCOC(=O)C(c1ccccc1)(C2CCCCC2)O,5633-20-5,basic,5.1,3.06,357.486,3.956,4.44,49.77,1,3,yellow,green,yellow
285,CN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)OC,76-42-6,basic,6.1,0.16,315.364,1.439,1.03,59.0,1,4,green,green,green
286,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](c5ccccc5)NC(=O)c6ccccc6)O)O)OC(=O)c7ccccc7)(CO4)OC(=O)C)O)C)OC(=O)C,33069-62-4,neutral,6.4,3.54,853.906,4.964,3.54,221.29,4,14,yellow,red,yellow
287,COc1ccnc(c1OC)CS(=O)c2[nH]c3cc(ccc3n2)OC(F)F,102625-70-7,neutral,2.2,2.17,383.37,2.556,2.18,86.33,1,6,green,green,yellow
288,COc1ccc(cc1OC)Cc2c3cc(c(cc3ccn2)OC)OC,58-74-2,neutral,11.0,3.06,339.385,3.278,3.08,49.81,0,5,yellow,green,yellow
289,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,131918-61-1,neutral,0.89,4.26,416.636,5.741,4.26,60.69,3,3,yellow,yellow,red
290,c1cc(ccc1[C@@H]2CCNC[C@H]2COc3ccc4c(c3)OCO4)F,61869-08-7,basic,18.0,0.83,329.365,3.006,3.15,39.72,1,3,yellow,green,green
291,CCn1cc(c(=O)c2c1cc(c(c2)F)N3CCN(CC3)C)C(=O)O,70458-92-3,acidic,2.0,0.16,333.357,0.105,0.87,65.78,0,3,green,green,green
292,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)Cc3ccccc3)C(=O)O)C,61-33-6,acidic,6.9,-2.29,334.39,2.291,1.08,86.71,1,4,green,green,green
293,c1cc(ccc1C(=N)N)OCCCCCOc2ccc(cc2)C(=N)N,100-33-4,basic,74.0,-2.5,340.419,2.345,2.32,118.2,4,2,green,green,green
294,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(c1=O)C,6493-05-6,neutral,39.0,0.23,278.307,0.3,0.23,78.89,0,4,green,green,green
295,c1ccc2c(c1)N(c3cc(ccc3S2)Cl)CCCN4CCN(CC4)CCO,58-39-9,basic,27.0,2.82,403.969,4.035,3.69,29.95,1,1,yellow,yellow,yellow
296,c1ccc(cc1)C2(CCCCC2)N3CCCCC3,77-10-1,basic,5.1,1.44,243.387,4.1,4.49,3.24,0,0,yellow,green,green
297,Cc1ccc(cc1)N(CC2=NCCN2)c3cccc(c3)O,50-60-2,basic,42.0,1.3,281.352,2.795,2.47,47.86,2,2,green,green,green
298,Cc1c(c(=O)oc2c1ccc(c2)OCCCN3CCN(CC3)Cc4ccc(cc4)Cl)C,39577-19-0,basic,1.3,3.82,440.962,4.409,4.57,45.92,0,3,yellow,yellow,yellow
299,CC(C)NCC(COc1cccc2c1cc[nH]2)O,13523-86-9,basic,7.7,-0.53,248.321,1.902,1.69,57.28,3,2,green,green,green
300,CN(CCc1ccc2c(c1)OCO2)CCC(=O)/C=C/c3ccc(cc3)O,712260-52-1,basic,713.0,2.75,353.412,4.015,3.52,59.0,1,4,yellow,green,yellow
301,C[C@H]1[C@H]([C@H](C[C@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)O[C@@H]6CCCCO6,72496-41-4,basic,57.7,1.67,627.636,1.827,2.47,204.3,5,12,green,red,green
302,c1cc(c2c(c1NCCN)C(=O)c3ccncc3C2=O)NCCN,144510-96-3,basic,17.7,-3.24,325.365,-1.153,0.35,123.13,4,3,green,green,green
303,CS(=O)(=O)OCCN(CCBr)c1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)NCCOP(=O)(O)O,851627-62-8,acidic,44.8,-2.95,579.271,0.502,0.32,234.11,3,12,green,red,green
304,CC(C)NC[C@@H](COc1ccc(cc1)O)O,57526-81-5,basic,22.4,-0.92,225.284,1.617,0.79,61.72,3,3,green,green,green
305,CC(CCCN)Nc1cc(cc2c1nccc2)OC,90-34-6,basic,5.8,-0.96,259.347,1.746,1.64,60.17,2,2,green,green,green
306,CN(C)CCCN1c2ccccc2Sc3c1cccc3,58-40-2,basic,14.0,2.14,284.419,4.104,3.93,6.48,0,0,yellow,green,yellow
307,CC(CN1c2ccccc2Sc3c1cccc3)N(C)C,60-87-7,basic,14.0,2.64,284.419,4.117,4.29,6.48,0,0,yellow,green,yellow
308,CCCNCC(COc1ccccc1C(=O)CCc2ccccc2)O,54063-53-5,basic,16.0,1.34,341.444,3.221,3.54,58.56,2,3,yellow,green,green
309,CCCOC(c1ccccc1)(c2ccccc2)C(=O)OC3CCN(CC3)C,60569-19-9,basic,2.94,2.92,367.481,3.854,4.25,38.77,0,3,yellow,green,yellow
310,CC(C)c1cccc(c1O)C(C)C,2078-54-8,neutral,36.0,4.16,178.271,3.498,4.16,20.23,1,1,yellow,green,red
311,CCC(=O)O[C@](Cc1ccccc1)(c2ccccc2)[C@H](C)CN(C)C,469-62-5,basic,15.0,2.8,339.471,4.065,4.9,29.54,0,2,yellow,green,yellow
312,CC(C)NCC(COc1cccc2c1cccc2)O,525-66-6,basic,12.0,0.36,259.343,2.885,2.58,41.49,2,2,green,green,green
313,COc1ccc2c(c1)c(ccn2)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,56-54-2,basic,4.0,0.86,324.417,2.769,2.51,45.59,1,3,green,green,green
314,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,130-95-0,basic,1.9,0.86,324.417,2.769,2.51,45.59,1,3,green,green,green
315,CC[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C(C(=O)N3C[C@H](C(=O)C[C@H]3C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)c4c(cccn4)O)C)c5ccccc5)CS[C@@H]6CN7CCC6CC7)Cc8ccc(cc8)N(C)C)C,120138-50-3,basic,16.0,2.07,1022.218,3.079,1.97,231.2,4,11,green,red,yellow
316,Cc1c(ccnc1CS(=O)c2[nH]c3ccccc3n2)OCCCOC,117976-89-3,neutral,4.0,2.09,359.443,1.609,2.09,77.1,1,5,green,green,yellow
317,CCN1CCC[C@H]1CNC(=O)c2c(c(cc(c2OC)Cl)Cl)O,84225-95-6,zwitterionic,1.2,2.03,347.237,3.475,1.3,61.8,2,3,green,green,yellow
318,Cc1cccc(c1NC(=O)CN2CCN(CC2)C[C@H](COc3ccccc3OC)O)C,95635-55-5,neutral,9.5,2.63,427.537,2.427,1.53,74.27,2,4,green,yellow,yellow
319,CCOc1ccccc1O[C@H](c2ccccc2)[C@H]3CNCCO3,71620-89-8,basic,0.82,2.65,313.391,3.701,3.28,39.72,1,3,yellow,green,yellow
320,CCC(=O)N(c1ccccc1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,132875-61-7,basic,37.0,1.16,376.447,1.583,1.52,76.15,0,5,green,green,green
321,CCN1CCC[C@H]1CNC(=O)c2c(ccc(c2OC)Br)OC,80125-14-0,basic,1.7,1.3,371.269,3.093,2.34,50.8,1,3,green,green,green
322,CCOc1cc(ccc1C(=O)O)CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3,135062-02-1,acidic,7.8,1.95,452.586,5.63,3.92,78.87,1,4,yellow,yellow,green
323,c1ccc2c(c1)CC[C@@H](O2)CNCCCCN3C(=O)c4ccccc4S3(=O)=O,144980-29-0,basic,2.2,0.88,400.491,3.48,3.07,75.71,1,4,yellow,yellow,green
324,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(/C(=O)NC(=C5C3=NC6(N5)CCN(CC6)CC(C)C)C2=O)\C)C)O)C)O)C)OC(=O)C)C)OC)C)O,72559-06-9,zwitterionic,2.4,3.71,847.005,4.226,4.15,205.55,5,12,yellow,red,yellow
325,c1cc2c(cc1OC(F)(F)F)sc(n2)N,1744-22-5,neutral,11.3,3.4,234.198,4.053,3.4,48.14,1,2,yellow,green,yellow
326,Cc1c(c(=O)n2c(n1)CCCC2)CCN3CCC(CC3)c4c5ccc(cc5on4)F,106266-06-2,basic,5.4,1.25,410.484,2.262,2.63,64.16,0,4,green,yellow,green
327,Cc1c(c(=O)n2ccsc2n1)CCN3CCC(=C(c4ccc(cc4)F)c5ccc(cc5)F)CC3,87051-43-2,basic,0.51,4.61,477.569,6.068,5.31,37.61,0,2,red,yellow,red
328,C[C@H]([C@H](c1ccc(cc1)O)O)NCCc2ccc(cc2)O,26652-09-5,basic,31.0,0.51,287.354,2.752,1.75,72.72,4,3,green,green,green
329,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,123441-03-2,basic,12.0,0.91,250.337,2.45,2.41,32.78,0,2,green,green,green
330,CN(C)CCc1c[nH]c2c1cc(cc2)Cn3cncn3,144034-80-0,basic,16.0,-0.37,269.345,1.732,1.77,49.74,1,2,green,green,green
331,Cc1cccc(c1C(=O)N[C@@H](Cc2ccc(cc2)NC(=O)c3c(cncc3Cl)Cl)C(=O)O)Cl,1160849-72-8,acidic,3.7,1.57,506.766,4.176,4.95,108.39,2,5,yellow,red,green
332,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3,162011-90-7,neutral,2.0,2.56,314.356,2.798,2.56,60.44,0,4,green,green,yellow
333,c1cc(c(cc1C(=O)Nc2c(cncc2Cl)Cl)OCC3CC3)OC(F)F,162401-32-3,neutral,2.2,4.45,403.207,4.073,3.15,60.45,1,4,yellow,yellow,red
334,COc1ccc(cc1OC2CCCC2)[C@H]3CC(=O)NC3,61413-54-5,neutral,6.3,1.96,275.343,2.111,1.96,47.56,1,3,green,green,green
335,CCCn1c2c(c(=O)n(c1=O)CCC)[nH]c(n2)C34CC5CC(C3)CC4C5,136199-02-5,neutral,5.0,3.15,356.462,3.678,3.27,72.68,1,3,yellow,green,yellow
336,C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C,128517-07-7,neutral,7.4,1.08,540.696,1.451,1.08,142.7,4,6,green,red,green
337,CCCN(CCC)CCc1cccc2c1CC(=O)N2,91374-21-9,basic,30.0,0.36,260.375,3.832,3.06,32.34,1,1,yellow,green,green
338,CCCN1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,84057-95-4,basic,5.5,3.51,274.401,3.289,2.77,32.34,1,1,green,green,yellow
339,Cn1c2ccccc2c(c(c1=O)C(=O)N(C)c3ccccc3)O,84088-42-6,acidic,0.08,0.22,308.331,1.53,1.59,62.54,1,3,green,green,green
340,CC[C@@H]1[C@H]([C@H]2[C@@](O2)(C=CC(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]3[C@H]([C@H](C[C@H](O3)C)N(C)C)O)CC=O)C)C)C,35834-26-5,basic,2.83,2.21,581.738,2.979,2.68,135.13,2,9,green,red,yellow
341,CN(CCOc1ccc(cc1)CC2C(=O)NC(=O)S2)c3ccccn3,122320-73-4,acidic,0.65,2.21,357.427,2.814,2.0,71.53,1,4,green,green,yellow
342,CC(C)c1c(c(nc(n1)N(C)S(=O)(=O)C)c2ccc(cc2)F)/C=C/[C@H](C[C@H](CC(=O)O)O)O,287714-41-4,acidic,11.0,-1.24,481.538,2.587,1.92,140.92,2,8,green,yellow,green
343,CCC[N@](CCc1cccs1)[C@H]2CCc3c(cccc3O)C2,99755-59-6,basic,37.0,2.21,315.473,5.172,4.3,23.47,1,1,yellow,green,yellow
344,CN(c1nc2ccccc2s1)C3CCN(CC3)C[C@H](COc4ccc(cc4)F)O,104383-17-7,basic,4.05,3.46,415.524,4.711,4.09,48.83,1,3,yellow,yellow,yellow
345,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,127779-20-8,basic,13.0,2.05,670.841,3.622,3.16,166.75,5,6,yellow,red,yellow
346,CN1[C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4,51-34-3,neutral,16.0,0.76,303.353,1.459,0.89,62.3,1,4,green,green,green
347,CC(Cc1ccccc1)N(C)CC#C,2323-36-6,basic,20.0,1.55,187.281,2.331,2.85,3.24,0,0,green,green,green
348,CCCc1c2c(c(=O)[nH]c(n2)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC4)C)n(n1)C,139755-83-2,neutral,9.0,1.31,474.576,1.933,1.35,113.42,1,6,green,yellow,green
349,c1ccc2c(c1)C(=O)N(CO2)CCON(=O)=O,143248-63-9,neutral,29.59,1.29,238.197,1.71,1.29,84.59,0,5,green,green,green
350,c1ccc(cc1)[C@H]2c3ccccc3CCN2C(=O)O[C@H]4CN5CCC4CC5,242478-37-1,basic,2.1,2.47,362.465,4.268,3.96,32.78,0,2,yellow,green,yellow
351,CCOC(=O)[C@H](CCc1ccccc1)N[C@H](C)C(=O)N2CC3(C[C@H]2C(=O)O)SCCS3,47-97-6,acidic,11.9,-0.03,466.614,2.503,1.57,95.94,1,5,green,yellow,green
352,CCC(=O)N(c1ccccc1)C2(CCN(CC2)CCc3cccs3)COC,56030-54-7,basic,15.0,2.13,386.551,3.566,3.61,32.78,0,2,yellow,green,yellow
353,Cc1cc(no1)NS(=O)(=O)c2ccc(cc2)N,723-46-6,acidic,0.36,0.0,253.278,1.06,0.79,98.22,2,4,green,green,green
354,c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)/N=N/c3ccc(c(c3)C(=O)O)O,599-79-1,acidic,0.26,0.25,398.393,3.907,3.94,141.31,2,8,yellow,green,green
355,CC(c1ccc(cc1)C(=O)c2cccs2)C(=O)O,40828-46-4,acidic,0.76,0.37,260.308,2.989,3.53,54.37,0,3,yellow,green,green
356,c1ccc2c(c1)c(c3c(n2)CCCC3)N,321-64-2,basic,56.0,1.25,198.264,2.989,2.63,38.91,1,1,green,green,green
357,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(\C1)/C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,104987-11-3,neutral,0.7,5.59,804.018,4.205,5.59,178.36,3,12,red,red,red
358,CCCCCNC(=N)N/N=C/c1c[nH]c2c1cc(cc2)OC,145158-71-0,basic,18.0,1.84,301.387,3.82,2.95,85.29,4,2,green,green,green
359,c1cc(c(c(c1)F)F)[C@@H]2CC[C@H](C(=O)N(C2)CC(F)(F)F)NC(=O)N3CCC(CC3)n4c5cccnc5[nH]c4=O,781649-09-0,neutral,5.8,2.63,566.523,4.341,2.63,103.33,2,4,green,red,yellow
360,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCn4cc(nc4)c5cccnc5)C,191114-48-4,zwitterionic,14.0,5.11,812.004,4.364,5.37,171.85,1,12,red,red,red
361,CN(C)CCN(Cc1cccs1)c2ccccn2,91-80-5,basic,28.0,1.73,261.386,2.673,3.11,19.37,0,1,yellow,green,green
362,CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c2ccccc2,51931-66-9,basic,16.0,2.13,273.37,3.1,3.35,29.54,0,2,yellow,green,yellow
363,c1cc(c(c2c1nsn2)NC3=NCCN3)Cl,51322-75-9,basic,11.0,1.68,253.711,2.793,2.02,62.2,2,3,green,green,green
364,C[C@@H]1CCN(C[C@@H]1N(C)c2c3cc[nH]c3ncn2)C(=O)CC#N,477600-75-2,neutral,5.88,1.01,312.37,1.27,1.24,88.91,1,4,green,green,green
365,CN(C)CCNc1ccc2c3c1C(=O)c4ccncc4-c3nn2CCNCCO,156090-18-5,basic,27.0,-1.84,394.47,0.961,0.81,95.31,3,4,green,green,green
366,Cc1cccc(c1)Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C,56211-40-6,acidic,0.53,1.12,348.42,2.177,1.86,100.19,3,4,green,green,green
367,Cc1cc(n[nH]1)Nc2cc(nc(n2)Sc3ccc(cc3)NC(=O)C4CC4)N5CCN(CC5)C,639089-54-6,neutral,18.4,4.37,464.586,2.903,4.62,102.07,3,4,yellow,yellow,red
368,Cc1cc2c(c(c1OC)O)[C@@H]3[C@@H]4[C@H]5c6c(c7c(c(c6OC(=O)C)C)OCO7)[C@@H](N4[C@H]([C@H](C2)N3C)O)COC(=O)[C@@]8(CS5)c9cc(c(cc9CCN8)O)OC,114899-77-3,basic,12.0,3.71,761.837,2.319,3.99,168.72,4,11,yellow,red,yellow
369,CN(C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O,27203-92-5,basic,6.5,0.62,263.375,2.559,2.45,32.7,1,2,green,green,green
370,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@@H]3CCCC[C@@H]3C[C@H]2C(=O)O,87679-37-6,acidic,12.5,0.29,430.537,2.778,1.93,95.94,1,5,green,yellow,green
371,CCCCC[C@H](CC[C@H]1[C@@H]2Cc3cccc(c3C[C@@H]2C[C@@H]1O)OCC(=O)O)O,81846-19-7,acidic,10.7,0.72,390.513,3.495,4.0,86.99,2,5,yellow,green,green
372,c1ccc(cc1)c2c(nc3c(n2)c(nc(n3)N)N)N,396-01-0,neutral,63.0,1.11,253.263,0.595,1.11,129.62,3,4,green,green,green
373,c1cc(c(nc1)/C=N/NC(=S)N)N,143621-35-6,neutral,0.41,0.29,195.245,0.082,0.29,89.32,3,2,green,green,green
374,Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4Cl)Cl,28911-01-5,neutral,3.0,3.63,343.21,3.125,2.89,43.07,0,3,green,green,yellow
375,CC(C)(COC(=O)N1CCN(CC1)c2nc3c(cc(c(c3OC)OC)OC)c(n2)N)O,35795-16-5,neutral,0.96,1.19,435.474,1.008,1.2,132.5,2,8,green,yellow,green
376,Cc1c(ccc2c1c(nc(n2)N)N)CNc3cc(c(c(c3)OC)OC)OC,52128-35-5,basic,0.77,1.91,369.418,2.503,2.28,117.54,3,5,green,green,green
377,CC(CN1c2ccccc2CCc3c1cccc3)CN(C)C,739-71-9,basic,16.0,2.75,294.434,4.19,4.76,6.48,0,0,yellow,green,yellow
378,Cn1c(cc(=O)n(c1=O)C)NCCCN2CCN(CC2)c3ccccc3OC,34661-75-1,basic,3.1,0.39,387.476,1.141,1.18,71.74,1,3,green,green,green
379,Cc1c(c(no1)c2ccccc2)c3ccc(cc3)S(=O)(=O)N,181695-72-7,neutral,1.4,2.82,314.359,2.785,2.82,86.19,1,4,green,green,yellow
380,CCCC(CCC)C(=O)O,99-66-1,acidic,0.16,0.56,144.211,2.244,2.8,37.3,0,2,green,green,green
381,C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)C(C)C,121584-18-7,neutral,2.6,4.74,1214.622,4.792,4.74,275.64,4,12,yellow,red,red
382,CCCc1nc(c2n1nc([nH]c2=O)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC4)CC)C,224785-90-4,neutral,13.0,1.07,488.603,3.201,1.11,112.9,1,6,green,yellow,green
383,CN(C)CC(c1ccc(cc1)OC)C2(CCCCC2)O,93413-69-5,basic,14.0,1.22,277.402,3.102,2.74,32.7,1,2,green,green,green
384,CC(C)C(CCCN(C)CCc1ccc(c(c1)OC)OC)(C#N)c2ccc(c(c2)OC)OC,52-53-9,basic,18.0,2.79,454.602,4.689,5.04,63.95,0,5,red,yellow,yellow
385,COc1ccc(cc1OC)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O,794466-70-9,basic,8.29,0.28,349.464,3.251,2.51,51.16,1,4,green,green,green
386,c1nc2c(=O)[nH]c(nc2n1COCCO)N,365538,neutral,1.1,-1.55,225.205,-1.47,-1.55,119.05,3,5,green,green,green
387,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,16591,acidic,1.1,0.39,254.281,2.85,3.61,54.37,0,3,yellow,green,green
388,CC(C)(C)NCC(COc1cccc2c1C[C@@H]([C@@H](C2)O)O)O,27570,basic,1.1,-1.44,309.401,1.654,0.87,81.95,4,4,green,green,green
389,CC1CCCC(N1CCCC(c2ccccc2)(c3ccccn3)O)C,86259,basic,1.1,2.09,338.486,4.092,4.22,36.36,1,2,yellow,green,yellow
390,c1cc(ccc1O)OCC(CNCCNC(=O)N2CCOCC2)O,122859,basic,1.1,-1.97,339.387,0.358,-0.82,103.29,4,5,green,green,green
391,c1cn(c(=O)nc1N)[C@H]2CC[C@H](O2)CO,65494,neutral,1.1,-1.19,211.218,-0.333,-1.19,90.37,2,4,green,green,green
392,CCCCc1ncc(n1Cc2ccc(cc2)C(=O)O)/C=C(\Cc3cccs3)/C(=O)O,54211,acidic,1.2,0.3,424.513,4.444,3.04,92.42,0,5,yellow,yellow,green
393,Cc1c(cc(c(=O)[nH]1)C#N)c2ccncc2,380567,neutral,1.2,0.12,211.219,0.715,0.33,69.54,1,3,green,green,green
394,CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,88100,neutral,1.2,5.22,720.944,6.732,5.22,145.78,4,7,red,red,red
395,CC(C)(C)NCC(c1cc(cc(c1)O)O)O,583322,basic,1.2,-0.73,225.284,1.148,0.34,72.72,4,3,green,green,green
396,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N,1216,neutral,1.2,1.1,290.318,0.935,1.28,105.51,2,5,green,green,green
397,COc1cc2c(cc1C(=O)NCC3CCCN3CC=C)nn[nH]2,57186,basic,1.3,0.82,315.37,2.09,1.03,83.14,2,4,green,green,green
398,C[C@@H]1C(=O)O[C@@H]2[C@]1([C@@]34C(=O)O[C@H]5[C@]3([C@H]2O)[C@@]6([C@@H](C5)C(C)(C)C)[C@H](C(=O)O[C@H]6O4)O)O,466506,neutral,1.3,-0.58,424.399,-2.648,-0.58,148.82,3,10,green,yellow,green
399,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,27576,basic,1.3,3.29,309.445,3.789,5.01,20.31,0,1,red,green,yellow
400,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)Nc(c2O)c(c3O)/C=N/N5CCN(CC5)C)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,365189,zwitterionic,1.3,2.76,822.94,2.983,2.72,220.15,6,13,green,red,yellow
401,c1c(c(cc(c1F)F)F)C[C@H](CC(=O)N2CCn3c(nnc3C(F)(F)F)C2)N,363589,basic,1.3,-0.14,407.314,-0.556,1.26,77.04,1,3,green,yellow,green
402,c1cc(c(cc1F)F)n2cc(c(=O)c3c2nc(c(c3)F)N4C[C@@H]5[C@H](C4)[C@H]5N)C(=O)O,1616,zwitterionic,1.3,0.14,416.353,0.182,-1.53,100.93,1,4,green,yellow,green
403,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)N)C(=O)O)C,143284,zwitterionic,1.4,-2.57,365.404,0.645,-3.8,132.96,3,5,green,green,green
404,CC(C)NCC(COc1ccc(cc1)COCCOC(C)C)O,27417,basic,1.4,-0.03,325.443,2.23,2.2,59.95,2,4,green,green,green
405,c1c2c(cc(c1F)N3CCNCC3)n(cc(c2=O)C(=O)O)C4CC4,241,zwitterionic,1.4,-0.81,331.342,-0.181,-1.38,74.57,1,3,green,green,green
406,c1cn(c(=O)nc1N)[C@@H]2CS[C@@H](O2)CO,33986,neutral,1.4,-1.1,229.256,-0.688,-1.1,90.37,2,4,green,green,green
407,C[C@](Cc1ccc(c(c1)O)O)(C(=O)O)N,3730,zwitterionic,1.4,-1.37,211.215,-0.807,-1.5,103.78,3,4,green,green,green
408,Cc1cccc(c1NC(=O)C(C)N)C,583520,basic,1.4,1.0,192.258,0.297,0.58,55.12,2,1,green,green,green
409,c1ccn2c(c1)nn(c2=O)CCCN3CCN(CC3)c4cccc(c4)Cl,26401,neutral,1.4,2.96,371.864,3.606,3.13,45.78,0,2,yellow,green,yellow
410,c1c2c(c(c(c1F)N3CCC(C3)N)Cl)n(cc(c2=O)C(=O)O)C4CC4,15472,zwitterionic,1.5,-0.42,365.787,-0.361,-2.09,88.56,1,3,green,green,green
411,CN[C@@H]1CCc2c(c3cc(ccc3[nH]2)C(=O)N)C1,250328,basic,1.5,-1.74,243.304,1.6,1.08,70.91,3,1,green,green,green
412,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC=N)O,43934,zwitterionic,1.5,-3.8,299.346,0.317,-5.54,113.72,3,4,green,green,green
413,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)C(=O)O)C,305519,zwitterionic,1.6,-2.26,349.405,0.9,-3.5,112.73,2,4,green,green,green
414,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O,371643,basic,1.6,0.86,324.417,3.043,2.51,45.59,1,3,green,green,green
415,Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3c(ccs3)C,122170,zwitterionic,1.6,2.6,375.548,4.634,2.47,40.54,0,2,green,green,yellow
416,c1nc2c(=O)[nH]c(nc2n1CCC(CO)CO)N,430597,neutral,1.7,-2.07,253.258,-1.673,-2.07,130.05,4,5,green,green,green
