INDEX,SMILES,ID,STATE_50,VAL,logD
194,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,152459-95-5,basic,3.3,3.45
195,Cc1nccn1CCC(c2ccccc2)(c3ccccc3)C(=O)N,170105-16-5,neutral,6.1,2.52
196,CN(C)CCCN1c2ccccc2CCc3c1cccc3,50-49-7,basic,13.0,2.48
197,CN(=O)(C)CCCN1c2ccccc2CCc3c1cccc3,6829-98-7,neutral,12.0,3.15
198,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5,150378-17-9,neutral,18.0,2.52
199,c1cc2c(c[nH]c2c(c1)NS(=O)(=O)c3ccc(cc3)S(=O)(=O)N)Cl,165668-41-7,acidic,0.72,1.26
200,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,53-86-1,acidic,1.3,0.27
201,c1ccc(cc1)C(=O)NC2CCN(CC2)CCc3c[nH]c4c3cccc4,26844-12-2,basic,20.0,1.58
202,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)I,83997-75-5,basic,140.0,2.21
203,CC1=C(C2=C(C3(CC3)[C@@](C(=O)C2=C1)(C)O)C)CO,158440-71-2,neutral,140.0,0.67
204,COc1cc(ccc1c2[nH]c3ccncc3n2)S(=O)C,86315-52-8,neutral,20.7,0.64
205,CC(C)NCC(c1ccc(c(c1)O)O)O,7683-59-2,basic,56.0,-0.99
206,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)ON(=O)=O)ON(=O)=O,87-33-2,neutral,31.0,0.44
207,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)ON(=O)=O)O,16051-77-7,neutral,2.0,-0.48
208,Cc1cc(no1)NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O,34552-84-6,acidic,0.07,-1.85
209,CC[C@]1(C[C@@H](c2c(c(c3c(c2O)C(=O)c4c(cccc4O)C3=O)O)[C@H]1O)O[C@@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N6CCOCC6)O,105026-50-4,neutral,42.8,3.07
210,C[C@H]([C@@H](C(=O)N)NC(=O)[C@H]1CSSC[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)CCCCN)Cc2c[nH]c3c2cccc3)Cc4ccc(cc4)O)NC(=O)[C@H](Cc5ccc6ccccc6c5)N)O,108736-35-2,basic,5.7,-2.43
211,CNC(=O)N([N@@](CCCl)S(=O)(=O)C)S(=O)(=O)C,173424-77-6,neutral,23.1,-1.86
212,CC(C)OC(=O)CCC/C=C/C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCc2ccccc2)O)O)O,130209-82-4,neutral,6.7,3.98
213,CCCC[N@]1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,27262-47-1,basic,8.7,3.82
214,c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC[C@H]2CNc3c(c(=O)nc([nH]3)N)N2C=O,68538-85-2,acidic,4.1,-8.68
215,C[C@@H](CN1c2ccccc2Sc3c1cc(cc3)OC)CN(C)C,60-99-1,basic,9.9,2.24
216,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,797-63-7,neutral,1.8,3.66
217,CNC[C@@H](CC12CCC(c3c1cccc3)c4c2cccc4)O,76496-68-9,basic,14.6,0.85
218,C[N@@]1CC[C@]23CCCC[C@H]2[C@H]1Cc4c3cc(cc4)O,77-07-6,basic,15.7,0.93
219,C[C@@H]1CC(=O)NN=C1c2ccc(cc2)NN=C(C#N)C#N,141505-33-1,neutral,3.8,2.16
220,c1ccc2c(c1)CC(c3ccccc3N2C(=O)N)O,29331-92-8,neutral,0.88,1.73
221,CCN(CC)CC(=O)Nc1c(cccc1C)C,137-58-6,basic,16.0,2.33
222,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)N3CCOCC3,165800-03-3,neutral,1.8,0.64
223,c1ccc(c(c1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O)Cl,846-49-1,neutral,1.0,3.53
224,CC(C)N1CCC(CC1)N(c2ccc(cc2)Cl)C(=O)Cc3ccccc3,59729-31-6,basic,16.0,2.87
225,CN1c2ccc(cc2C(=NC(C1=O)O)c3ccccc3Cl)Cl,848-75-9,neutral,4.0,3.39
226,CN(c1nc2ccccc2s1)C3CCN(CC3)C[C@@H](COc4ccc(c(c4)F)F)O,144665-07-6,basic,1.7,3.64
227,c1ccn2cc(nc2c1)C3=C(C(=O)NC3=O)C4=CN5CCN(C[C@H]6[C@H]5C4=CC(=C6)F)C(=O)N7CCCCC7,603288-22-8,neutral,10.3,-0.07
228,CNCCCC12CCC(c3c1cccc3)c4c2cccc4,10262-69-8,basic,14.0,1.48
229,Cc1nnc(n1C2C[C@H]3CC[C@@H](C2)N3CC[C@H](c4ccccc4)NC(=O)C5CCC(CC5)(F)F)C(C)C,376348-65-1,basic,9.4,1.37
230,COc1ccc(cc1[C@]2(c3ccc(cc3NC2=O)C(F)(F)F)F)Cl,187523-35-9,neutral,15.0,4.23
231,CC(C)Oc1ccccc1N2CCN(CC2)Cc3cccc(c3)C(=O)N4CCCCC4,134208-17-6,neutral,6.17,4.27
232,COC(=O)Nc1[nH]c2ccc(cc2n1)C(=O)c3ccccc3,31431-39-7,neutral,15.0,3.25
233,CN(C)CC(Oc1ccccc1)Oc2ccccc2,32359-34-5,basic,13.7,2.96
234,CC(CCc1ccc2c(c1)OCO2)NCC(c3ccc(c(c3)C(=O)N)O)O,56290-94-9,basic,16.0,0.88
235,Cc1cnc(s1)NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O,71125-38-7,acidic,0.12,-0.98
236,CC1CCN(CC1)CCCC(=O)c2ccc(cc2)F,3575-80-2,basic,46.0,1.72
237,CCOC(=O)C1(CCN(CC1)C)c2ccccc2,57-42-1,basic,4.9,1.63
238,CCC1(CCCCN(C1)C)c2cccc(c2)O,54340-58-8,basic,28.0,1.55
239,Cn1cc[nH]c1=S,60-56-0,neutral,3.7,0.75
240,COC(=O)C(c1ccccc1)C2CCCCN2,113-45-1,basic,0.55,0.57
241,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,83-43-2,neutral,6.1,1.56
242,CCN(CC)CCNC(=O)c1cc(c(cc1OC)N)Cl,364-62-5,basic,5.7,-0.25
243,CC(C)NCC(COc1ccc(cc1)CCOC)O,51384-51-1,basic,13.0,-0.47
244,Cc1ncc(n1CCO)N(=O)=O,443-48-1,neutral,0.85,-0.46
245,C[N@]1CCN2c3ccccc3Cc4ccccc4[C@H]2C1,24219-97-4,neutral,21.9,3.71
246,CC(C)[C@H]1c2ccc(cc2CC[C@@]1(CCN(C)CCCc3[nH]c4ccccc4n3)OC(=O)COC)F,116644-53-2,basic,4.0,2.75
247,Cc1ncc2n1-c3ccc(cc3C(=NC2)c4ccccc4F)Cl,59467-70-8,neutral,5.3,3.92
248,COc1ccc(c(c1)[C@@H](CNC(=O)CN)O)OC,42794-76-3,basic,27.9,-1.76
249,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)c5ccc(cc5)N(C)C)C)O,84371-65-3,neutral,0.5,5.13
250,CN(C)c1ccc(c2c1C[C@H]3C[C@H]4[C@@H](C(=C(C(=O)[C@]4(C(=C3C2=O)O)O)C(=O)N)O)N(C)C)O,10118-90-8,acidic,1.2,-2.61
251,CN1CCN2c3c(cccn3)Cc4ccccc4C2C1,85650-52-8,neutral,8.0,3.13
252,CN(C)CCN1C(=O)c2cccc3c2c(cc(c3)[N+](=O)[O-])C1=O,54824-17-8,basic,34.6,0.72
253,C[N+]1(CCc2cc(c(cc2C1Cc3cc(c(c(c3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCc5cc(c(cc5C4Cc6cc(c(c(c6)OC)OC)OC)OC)OC)C,106791-40-6,neutral,5.2,-0.76
254,CN(c1[nH]c(=O)ccn1)C2CCN(CC2)c3nc4ccccc4n3Cc5ccc(cc5)F,108612-45-9,neutral,1.03,3.71
255,c1cc(ccc1C(=O)NCCN2CCOCC2)Cl,71320-77-9,neutral,10.0,1.43
256,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3cc(c(cc3C[C@H]2C(=O)O)OC)OC,103775-10-6,acidic,6.3,-0.08
257,CCOC(=O)[NH-]c1c[n+](no1)N2CCOCC2,25717-80-0,neutral,11.0,
258,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)c5ccco5)C)O)Cl)C,83919-23-7,neutral,12.7,5.06
259,CC(C)(c1ccccc1CC[C@H](c2cccc(c2)/C=C/c3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)O)O,158966-92-8,acidic,0.68,5.8
260,Cc1ncc(n1CC(CN2CCOCC2)O)[N+](=O)[O-],92478-27-8,neutral,1.6,-0.65
261,CN1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O,57-27-2,basic,26.0,-0.6
262,COc1ccccc1N2CCN(CC2)C[C@H](COc3cccc4c3cccc4)O,57149-07-2,neutral,11.0,3.5
263,C=C1CC[C@]2([C@H]3Cc4ccc(c5c4[C@]2([C@H]1O5)CCN3CC6CC6)O)O,55096-26-9,basic,15.0,0.07
264,C=CCN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,465-65-6,basic,23.0,1.04
265,CC([C@H]1CC[C@@H](CC1)C(=O)N[C@@H](C(=O)O)Cc2ccccc2)C,105816-04-4,acidic,1.8,0.87
266,CCc1nn(c(=O)n1CCOc2ccccc2)CCCN3CCN(CC3)c4cccc(c4)Cl,83366-66-9,neutral,7.5,4.48
267,CN1CCOC(c2ccccc2C1)c3ccccc3,13669-70-0,basic,12.0,2.7
268,COc1c2c(nc(n1)N)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O,121032-29-9,neutral,81.0,-1.57
269,Cc1ccnc2c1NC(=O)c3cccnc3N2C4CC4,129618-40-2,neutral,0.3,2.49
270,CC(C)NC[C@H](COc1cccc2c1N(CCC2)C(=O)c3cccnc3)O,76252-06-7,basic,3.6,-0.41
271,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)Cc2ccccc2)c3cccc(c3)N(=O)=O)C(=O)OC,55985-32-5,basic,11.0,2.71
272,CN1CCC[C@H]1c2cccnc2,54-11-5,basic,18.0,-0.31
273,CC1=C(C(C(=C(N1)C)C(=O)OC)c2ccccc2N(=O)=O)C(=O)OC,21829-25-4,neutral,7.3,1.82
274,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)c2ccccc2N(=O)=O)C(=O)OC,63675-72-9,neutral,15.0,3.06
275,CCOC(=O)C1=C(NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC)C)C,39562-70-4,neutral,25.0,2.17
276,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],55-63-0,neutral,194.3,0.26
277,CCCCC(C)(C)[C@H](/C=C\[C@H]1[C@H](C[C@@H]([C@H]1C/C=C/CCCC(=O)O)Cl)O)O,79360-43-3,acidic,13.2,1.86
278,CN1Cc2c(cccc2N)C(C1)c3ccccc3,24526-64-5,basic,22.0,1.13
279,CNCCC=C1c2ccccc2CCc3c1cccc3,72-69-5,basic,10.0,1.58
280,Cc1cnc(c(c1OC)C)CS(=O)c2[nH]c3ccc(cc3n2)OC,73590-58-6,neutral,8.4,2.43
281,Cc1nccn1CC2CCc3c(c4ccccc4n3C)C2=O,99614-02-5,neutral,5.8,2.11
282,c1ccc(cc1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O,604-75-1,neutral,1.1,2.92
283,CC(C)NC[C@H](COc1ccccc1OCC=C)O,6452-71-7,basic,7.2,-0.06
284,CCN(CC)CC#CCOC(=O)C(c1ccccc1)(C2CCCCC2)O,5633-20-5,basic,5.1,3.06
285,CN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)OC,76-42-6,basic,6.1,0.16
286,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](c5ccccc5)NC(=O)c6ccccc6)O)O)OC(=O)c7ccccc7)(CO4)OC(=O)C)O)C)OC(=O)C,33069-62-4,neutral,6.4,3.54
287,COc1ccnc(c1OC)CS(=O)c2[nH]c3cc(ccc3n2)OC(F)F,102625-70-7,neutral,2.2,2.17
288,COc1ccc(cc1OC)Cc2c3cc(c(cc3ccn2)OC)OC,58-74-2,neutral,11.0,3.06
289,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,131918-61-1,neutral,0.89,4.26
290,c1cc(ccc1[C@@H]2CCNC[C@H]2COc3ccc4c(c3)OCO4)F,61869-08-7,basic,18.0,0.83
291,CCn1cc(c(=O)c2c1cc(c(c2)F)N3CCN(CC3)C)C(=O)O,70458-92-3,acidic,2.0,0.16
292,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)Cc3ccccc3)C(=O)O)C,61-33-6,acidic,6.9,-2.29
293,c1cc(ccc1C(=N)N)OCCCCCOc2ccc(cc2)C(=N)N,100-33-4,basic,74.0,-2.5
294,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(c1=O)C,6493-05-6,neutral,39.0,0.23
295,c1ccc2c(c1)N(c3cc(ccc3S2)Cl)CCCN4CCN(CC4)CCO,58-39-9,basic,27.0,2.82
296,c1ccc(cc1)C2(CCCCC2)N3CCCCC3,77-10-1,basic,5.1,1.44
297,Cc1ccc(cc1)N(CC2=NCCN2)c3cccc(c3)O,50-60-2,basic,42.0,1.3
298,Cc1c(c(=O)oc2c1ccc(c2)OCCCN3CCN(CC3)Cc4ccc(cc4)Cl)C,39577-19-0,basic,1.3,3.82
299,CC(C)NCC(COc1cccc2c1cc[nH]2)O,13523-86-9,basic,7.7,-0.53
300,CN(CCc1ccc2c(c1)OCO2)CCC(=O)/C=C/c3ccc(cc3)O,712260-52-1,basic,713.0,2.75
301,C[C@H]1[C@H]([C@H](C[C@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)O[C@@H]6CCCCO6,72496-41-4,basic,57.7,1.67
302,c1cc(c2c(c1NCCN)C(=O)c3ccncc3C2=O)NCCN,144510-96-3,basic,17.7,-3.24
303,CS(=O)(=O)OCCN(CCBr)c1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)NCCOP(=O)(O)O,851627-62-8,acidic,44.8,-2.95
304,CC(C)NC[C@@H](COc1ccc(cc1)O)O,57526-81-5,basic,22.4,-0.92
305,CC(CCCN)Nc1cc(cc2c1nccc2)OC,90-34-6,basic,5.8,-0.96
306,CN(C)CCCN1c2ccccc2Sc3c1cccc3,58-40-2,basic,14.0,2.14
307,CC(CN1c2ccccc2Sc3c1cccc3)N(C)C,60-87-7,basic,14.0,2.64
308,CCCNCC(COc1ccccc1C(=O)CCc2ccccc2)O,54063-53-5,basic,16.0,1.34
309,CCCOC(c1ccccc1)(c2ccccc2)C(=O)OC3CCN(CC3)C,60569-19-9,basic,2.94,2.92
310,CC(C)c1cccc(c1O)C(C)C,2078-54-8,neutral,36.0,4.16
311,CCC(=O)O[C@](Cc1ccccc1)(c2ccccc2)[C@H](C)CN(C)C,469-62-5,basic,15.0,2.8
312,CC(C)NCC(COc1cccc2c1cccc2)O,525-66-6,basic,12.0,0.36
313,COc1ccc2c(c1)c(ccn2)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,56-54-2,basic,4.0,0.86
314,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,130-95-0,basic,1.9,0.86
315,CC[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C(C(=O)N3C[C@H](C(=O)C[C@H]3C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)c4c(cccn4)O)C)c5ccccc5)CS[C@@H]6CN7CCC6CC7)Cc8ccc(cc8)N(C)C)C,120138-50-3,basic,16.0,2.07
316,Cc1c(ccnc1CS(=O)c2[nH]c3ccccc3n2)OCCCOC,117976-89-3,neutral,4.0,2.09
317,CCN1CCC[C@H]1CNC(=O)c2c(c(cc(c2OC)Cl)Cl)O,84225-95-6,zwitterionic,1.2,2.03
318,Cc1cccc(c1NC(=O)CN2CCN(CC2)C[C@H](COc3ccccc3OC)O)C,95635-55-5,neutral,9.5,2.63
319,CCOc1ccccc1O[C@H](c2ccccc2)[C@H]3CNCCO3,71620-89-8,basic,0.82,2.65
320,CCC(=O)N(c1ccccc1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,132875-61-7,basic,37.0,1.16
321,CCN1CCC[C@H]1CNC(=O)c2c(ccc(c2OC)Br)OC,80125-14-0,basic,1.7,1.3
322,CCOc1cc(ccc1C(=O)O)CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3,135062-02-1,acidic,7.8,1.95
323,c1ccc2c(c1)CC[C@@H](O2)CNCCCCN3C(=O)c4ccccc4S3(=O)=O,144980-29-0,basic,2.2,0.88
324,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(/C(=O)NC(=C5C3=NC6(N5)CCN(CC6)CC(C)C)C2=O)\C)C)O)C)O)C)OC(=O)C)C)OC)C)O,72559-06-9,zwitterionic,2.4,3.71
325,c1cc2c(cc1OC(F)(F)F)sc(n2)N,1744-22-5,neutral,11.3,3.4
326,Cc1c(c(=O)n2c(n1)CCCC2)CCN3CCC(CC3)c4c5ccc(cc5on4)F,106266-06-2,basic,5.4,1.25
327,Cc1c(c(=O)n2ccsc2n1)CCN3CCC(=C(c4ccc(cc4)F)c5ccc(cc5)F)CC3,87051-43-2,basic,0.51,4.61
328,C[C@H]([C@H](c1ccc(cc1)O)O)NCCc2ccc(cc2)O,26652-09-5,basic,31.0,0.51
329,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,123441-03-2,basic,12.0,0.91
330,CN(C)CCc1c[nH]c2c1cc(cc2)Cn3cncn3,144034-80-0,basic,16.0,-0.37
331,Cc1cccc(c1C(=O)N[C@@H](Cc2ccc(cc2)NC(=O)c3c(cncc3Cl)Cl)C(=O)O)Cl,1160849-72-8,acidic,3.7,1.57
332,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3,162011-90-7,neutral,2.0,2.56
333,c1cc(c(cc1C(=O)Nc2c(cncc2Cl)Cl)OCC3CC3)OC(F)F,162401-32-3,neutral,2.2,4.45
334,COc1ccc(cc1OC2CCCC2)[C@H]3CC(=O)NC3,61413-54-5,neutral,6.3,1.96
335,CCCn1c2c(c(=O)n(c1=O)CCC)[nH]c(n2)C34CC5CC(C3)CC4C5,136199-02-5,neutral,5.0,3.15
336,C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C,128517-07-7,neutral,7.4,1.08
337,CCCN(CCC)CCc1cccc2c1CC(=O)N2,91374-21-9,basic,30.0,0.36
338,CCCN1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,84057-95-4,basic,5.5,3.51
339,Cn1c2ccccc2c(c(c1=O)C(=O)N(C)c3ccccc3)O,84088-42-6,acidic,0.08,0.22
340,CC[C@@H]1[C@H]([C@H]2[C@@](O2)(C=CC(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]3[C@H]([C@H](C[C@H](O3)C)N(C)C)O)CC=O)C)C)C,35834-26-5,basic,2.83,2.21
341,CN(CCOc1ccc(cc1)CC2C(=O)NC(=O)S2)c3ccccn3,122320-73-4,acidic,0.65,2.21
342,CC(C)c1c(c(nc(n1)N(C)S(=O)(=O)C)c2ccc(cc2)F)/C=C/[C@H](C[C@H](CC(=O)O)O)O,287714-41-4,acidic,11.0,-1.24
343,CCC[N@](CCc1cccs1)[C@H]2CCc3c(cccc3O)C2,99755-59-6,basic,37.0,2.21
344,CN(c1nc2ccccc2s1)C3CCN(CC3)C[C@H](COc4ccc(cc4)F)O,104383-17-7,basic,4.05,3.46
345,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,127779-20-8,basic,13.0,2.05
346,CN1[C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4,51-34-3,neutral,16.0,0.76
347,CC(Cc1ccccc1)N(C)CC#C,2323-36-6,basic,20.0,1.55
348,CCCc1c2c(c(=O)[nH]c(n2)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC4)C)n(n1)C,139755-83-2,neutral,9.0,1.31
349,c1ccc2c(c1)C(=O)N(CO2)CCON(=O)=O,143248-63-9,neutral,29.59,1.29
350,c1ccc(cc1)[C@H]2c3ccccc3CCN2C(=O)O[C@H]4CN5CCC4CC5,242478-37-1,basic,2.1,2.47
351,CCOC(=O)[C@H](CCc1ccccc1)N[C@H](C)C(=O)N2CC3(C[C@H]2C(=O)O)SCCS3,47-97-6,acidic,11.9,-0.03
352,CCC(=O)N(c1ccccc1)C2(CCN(CC2)CCc3cccs3)COC,56030-54-7,basic,15.0,2.13
353,Cc1cc(no1)NS(=O)(=O)c2ccc(cc2)N,723-46-6,acidic,0.36,0.0
354,c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)/N=N/c3ccc(c(c3)C(=O)O)O,599-79-1,acidic,0.26,0.25
355,CC(c1ccc(cc1)C(=O)c2cccs2)C(=O)O,40828-46-4,acidic,0.76,0.37
356,c1ccc2c(c1)c(c3c(n2)CCCC3)N,321-64-2,basic,56.0,1.25
357,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(\C1)/C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,104987-11-3,neutral,0.7,5.59
358,CCCCCNC(=N)N/N=C/c1c[nH]c2c1cc(cc2)OC,145158-71-0,basic,18.0,1.84
359,c1cc(c(c(c1)F)F)[C@@H]2CC[C@H](C(=O)N(C2)CC(F)(F)F)NC(=O)N3CCC(CC3)n4c5cccnc5[nH]c4=O,781649-09-0,neutral,5.8,2.63
360,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCn4cc(nc4)c5cccnc5)C,191114-48-4,zwitterionic,14.0,5.11
361,CN(C)CCN(Cc1cccs1)c2ccccn2,91-80-5,basic,28.0,1.73
362,CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c2ccccc2,51931-66-9,basic,16.0,2.13
363,c1cc(c(c2c1nsn2)NC3=NCCN3)Cl,51322-75-9,basic,11.0,1.68
364,C[C@@H]1CCN(C[C@@H]1N(C)c2c3cc[nH]c3ncn2)C(=O)CC#N,477600-75-2,neutral,5.88,1.01
365,CN(C)CCNc1ccc2c3c1C(=O)c4ccncc4-c3nn2CCNCCO,156090-18-5,basic,27.0,-1.84
366,Cc1cccc(c1)Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C,56211-40-6,acidic,0.53,1.12
367,Cc1cc(n[nH]1)Nc2cc(nc(n2)Sc3ccc(cc3)NC(=O)C4CC4)N5CCN(CC5)C,639089-54-6,neutral,18.4,4.37
368,Cc1cc2c(c(c1OC)O)[C@@H]3[C@@H]4[C@H]5c6c(c7c(c(c6OC(=O)C)C)OCO7)[C@@H](N4[C@H]([C@H](C2)N3C)O)COC(=O)[C@@]8(CS5)c9cc(c(cc9CCN8)O)OC,114899-77-3,basic,12.0,3.71
369,CN(C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O,27203-92-5,basic,6.5,0.62
370,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@@H]3CCCC[C@@H]3C[C@H]2C(=O)O,87679-37-6,acidic,12.5,0.29
371,CCCCC[C@H](CC[C@H]1[C@@H]2Cc3cccc(c3C[C@@H]2C[C@@H]1O)OCC(=O)O)O,81846-19-7,acidic,10.7,0.72
372,c1ccc(cc1)c2c(nc3c(n2)c(nc(n3)N)N)N,396-01-0,neutral,63.0,1.11
373,c1cc(c(nc1)/C=N/NC(=S)N)N,143621-35-6,neutral,0.41,0.29
374,Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4Cl)Cl,28911-01-5,neutral,3.0,3.63
375,CC(C)(COC(=O)N1CCN(CC1)c2nc3c(cc(c(c3OC)OC)OC)c(n2)N)O,35795-16-5,neutral,0.96,1.19
376,Cc1c(ccc2c1c(nc(n2)N)N)CNc3cc(c(c(c3)OC)OC)OC,52128-35-5,basic,0.77,1.91
377,CC(CN1c2ccccc2CCc3c1cccc3)CN(C)C,739-71-9,basic,16.0,2.75
378,Cn1c(cc(=O)n(c1=O)C)NCCCN2CCN(CC2)c3ccccc3OC,34661-75-1,basic,3.1,0.39
379,Cc1c(c(no1)c2ccccc2)c3ccc(cc3)S(=O)(=O)N,181695-72-7,neutral,1.4,2.82
380,CCCC(CCC)C(=O)O,99-66-1,acidic,0.16,0.56
381,C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)C(C)C,121584-18-7,neutral,2.6,4.74
382,CCCc1nc(c2n1nc([nH]c2=O)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC4)CC)C,224785-90-4,neutral,13.0,1.07
383,CN(C)CC(c1ccc(cc1)OC)C2(CCCCC2)O,93413-69-5,basic,14.0,1.22
384,CC(C)C(CCCN(C)CCc1ccc(c(c1)OC)OC)(C#N)c2ccc(c(c2)OC)OC,52-53-9,basic,18.0,2.79
385,COc1ccc(cc1OC)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O,794466-70-9,basic,8.29,0.28
386,c1nc2c(=O)[nH]c(nc2n1COCCO)N,365538,neutral,1.1,-1.55
387,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,16591,acidic,1.1,0.39
