CCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CO,674513,S02BA01
[Na+].C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,675032,D07AA01
[Na+].C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,675032,H02AB04
[Na+].C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,675032,D10AA02
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,182546,D07XA02
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,182546,D07AA03
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,182546,C05AA04
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,182546,R01AD02
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,182546,A07EA01
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,182546,H02AB06
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,182546,S01BA04
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,182546,S03BA02
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,182546,S02BA03
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,182546,S01CB02
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,674860,D07XA02
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,674860,D07AA03
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,674860,C05AA04
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,674860,R01AD02
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,674860,A07EA01
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,674860,H02AB06
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,674860,S01BA04
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,674860,S03BA02
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,674860,S02BA03
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,674860,S01CB02
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2OC(=O)CCC5CCCC5,675052,G03BA03
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,674286,G03BA03
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,190629,G03BA03
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(=O)C,674400,H02AB08
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(=O)C,674400,A01AC01
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(=O)C,674400,R01AD11
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(=O)C,674400,R03BA06
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(=O)C,674400,S01BA05
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(=O)C,674400,D07XB02
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(=O)C,674400,D07AB09
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(=O)C,674400,C05AA12
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,674829,H02AB08
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,674829,A01AC01
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,674829,R01AD11
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,674829,R03BA06
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,674829,S01BA05
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,674829,D07XB02
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,674829,D07AB09
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,674829,C05AA12
CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OC(C)C,674612,S01EE02
NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,515239,C03AA01
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,583522,C03AA02
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,2045,C03AA03
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,62615,C03AA04
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2S1(=O)=O)S(=O)(=O)N,453832,C03AA05
NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl,134100,C03AA06
NS(=O)(=O)c1cc2c(NC(CC3CCCC3)NS2(=O)=O)cc1Cl,797138,C03AA07
CN1C(CCl)Nc2cc(Cl)c(cc2S1(=O)=O)S(=O)(=O)N,453564,C03AA08
NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C3CC4CC3C=C4)cc1Cl,92458,C03AA09
CCC(C)C(C)C1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(=O)(=O)N,1377482,C03AA13
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,62615,C03AH01
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,583522,C03AH02
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,2045,C03AX01
CCC1NC(=O)c2cc(c(Cl)cc2N1)S(=O)(=O)N,428791,C03BA02
CC1CCCC(C)N1NC(=O)c2ccc(Cl)c(c2)S(=O)(=O)N,785231,C03BA03
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,134333,C03BA04
CN(CC1(C)CCCO1)S(=O)(=O)c2ccc(Cl)c(c2)S(=O)(=O)N,1377401,C03BA05
NS(=O)(=O)c1ccc(Cl)c(c1)S(=O)(=O)N,1205829,C03BA07
CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N,73548,C03BA08
Cc1cc2CCCS(=O)(=O)c2cc1S(=O)(=O)N,742225,C03BA09
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(=O)(=O)N,452689,C03BA10
NC(=O)OCC(O)COc1ccc(Cl)cc1,604618,D01AE07
Clc1ccc2C(=O)NSc2c1,1376184,D01AE08
S=C1SCN(Cc2ccccc2)CN1Cc3ccccc3,250749,D01AE09
Clc1cc(Cl)c(OCC#CI)cc1Cl,253862,D01AE11
OC(=O)c1ccccc1O,1362,D01AE12
S=[Se]=S,674631,D01AE13
CC1=CC(=O)N(O)C(=C1)C2CCCCC2,353011,D01AE14
CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,56831,D01AE15
CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,499440,D01AE16
CCN(CC)CCOc1ccc2nc(sc2c1)N(C)C,658310,D01AE17
CN(C(=S)Oc1ccc2ccccc2c1)c3cccc(C)c3,134040,D01AE18
CN(C(=S)Oc1ccc2C3CCC(C3)c2c1)c4cccc(C)c4,1377755,D01AE19
NC1=C(F)C=NC(=O)N1,393942,D01AE21
CN(C\C=C\c1ccccc1)Cc2cccc3ccccc23,26722,D01AE22
CN(Cc1ccc(cc1)C(C)(C)C)Cc2cccc3ccccc23,105442,D01AE23
OC(=O)CCCCCCCCC=C,711972,D01AE54
COC1=CC(=O)C[C@@H](C)[C@]12Oc3c(Cl)c(OC)cc(OC)c3C2=O,16303,D01BA01
CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,56831,D01BA02
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,694073,C05BB02
[Na+].CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-],674305,C05BB04
Oc1ccccc1,13456,C05BB05
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,1037865,C05BB56
[Ca+2].Oc1ccc(O)c(c1)S(=O)(=O)[O-].Oc2ccc(O)c(c2)S(=O)(=O)[O-],1378461,C05BX01
[Ca+2].Oc1ccc(O)c(c1)S(=O)(=O)[O-].Oc2ccc(O)c(c2)S(=O)(=O)[O-],1378461,C05BX51
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,378065,C05CA01
C[C@H]1O[C@H](OC[C@@H]2O[C@H](OC3=C(Oc4cc(OCCO)cc(O)c4C3=O)c5ccc(O)c(O)c5)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,1376683,C05CA02
COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,393440,C05CA03
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(OCCO)ccc4C3=O)c5ccc(OCCO)c(OCCO)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,1376216,C05CA04
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,378065,C05CA51
COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,393440,C05CA53
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(OCCO)ccc4C3=O)c5ccc(OCCO)c(OCCO)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,1376216,C05CA54
CCCOC1O[C@H]([C@@H](COCc2ccccc2)OCc3ccccc3)[C@H](OCc4ccccc4)[C@H]1O,1376057,C05CX01
CC(C)NCC(O)COc1ccccc1CC=C,822,C07AA01
CC(C)NCC(O)COc1ccccc1OCC=C,13756,C07AA02
CC(C)NCC(O)COc1cccc2[nH]ccc12,8543,C07AA03
CC(C)NCC(O)COc1cccc2ccccc12,1370,C07AA05
CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,8531,C07AA06
CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1,5528,C07AA07
CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,27570,C07AA12
CC(C)NCC(O)COc1cccc2[nH]c(C)cc12,100926,C07AA14
CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12,62182,C07AA15
CC(C)(C)NCC(O)COc1cccc2CCCSc12,36633,C07AA16
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,255377,C07AA17
Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,100929,C07AA19
CC(C)(C)NC[C@H](O)COc1ccccc1C2CCCC2,254975,C07AA23
CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl,255566,C07AA27
CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1,5528,C07AA57
CC(C)NCC(O)COc1ccc(NC(=O)C)cc1,1380,C07AB01
COCCc1ccc(OCC(O)CNC(C)C)cc1,789,C07AB02
CC(C)NCC(O)COc1ccc(CC(=O)N)cc1,1279,C07AB03
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,27347,C07AB04
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1354,C07AB05
COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,138698,C07AB06
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,27417,C07AB07
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C,36502,C07AB08
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,43354,C07AB09
OC(CNCCNC(=O)Cc1ccc(O)cc1)COc2ccccc2C#N,139268,C07AB10
CC(C)NC[C@H](O)COc1ccc(CC(=O)N)cc1,242993,C07AB11
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C3CCc4cc(F)ccc4O3,27569,C07AB12
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,255378,C07AB13
COCCc1ccc(OCC(O)CNC(C)C)cc1,789,C07AB52
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,27417,C07AB57
CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N,1785,C07AG01
COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,36662,C07AG02
NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,66029,C02AC02
Cc1ccc(NC2=NCCN2)c(Cl)c1,99442,C02AC04
COc1nc(C)nc(Cl)c1NC2=NCCN2,21698,C02AC05
C1CN=C(NC(C2CC2)C3CC3)O1,60422,C02AC06
CNC1(C)C2CCC(C2)C1(C)C,880,C02BB01
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,97,C02CA01
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c4ccccc4,33466,C02CA02
COc1cc2c(N)nc(nc2c(OC)c1OC)N3CCN(CC3)C(=O)OCC(C)(C)O,488012,C02CA03
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4,33373,C02CA04
COc1ccccc1N2CCN(CCCNC3=CC(=O)N(C)C(=O)N3C)CC2,33469,C02CA06
CN\C(=N/C)\NCc1ccccc1.OS(=O)(=O)O,674869,C02CC01
NC(=N)NCCN1CCCCCCC1,43086,C02CC02
NC(=N)NCC1COc2ccccc2O1,123977,C02CC03
NC(=N)N1CCc2ccccc2C1.NC(=N)N3CCc4ccccc4C3.OS(=O)(=O)O,1017442,C02CC04
NC(=N)NNCCOc1c(Cl)cccc1Cl,1383081,C02CC05
NC(=N)NCC1CCCCCCN1,1329816,C02CC06
N\C(=N/O)\N\N=C\c1c(Cl)cccc1Cl,453408,C02CC07
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,364859,C02DA01
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)(C)CN(C)CCC(c3ccccc3)c4ccccc4)C,418487,C08CA13
COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC\C=C\c3ccccc3)C,451341,C08CA14
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)O[C@@H]3CCCN(Cc4ccccc4)C3)C,1449131,C08CA15
COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C,419596,C08CA55
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C,72035,C08CX01
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,1219,C08DA01
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2cc(OC)c(OC)c(OC)c2)cc1OC,78582,C08DA02
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,1219,C08DA51
COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,1278,C08DB01
CC(NCCC(c1ccccc1)c2ccccc2)c3ccccc3,418483,C08EA01
CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,112651,C08EA02
Cc1cccc(C)c1NC(=O)CN2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2,150806,C08EX01
C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3,119288,C08EX02
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,444750,C09AA01
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,16847,C09AA02
O.NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,1110310,C09AA03
CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C(=O)OCC,453579,C09AA04
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,189203,C09AA05
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O,454141,C09AA06
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O,61706,C09AA07
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O,453655,C09AA08
CCC(=O)O[C@@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3)C(C)C,675261,C09AA09
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O,421317,C09AA10
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CC3(C[C@H]2C(=O)O)SCCS3,1967,C09AA11
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C2Cc3ccccc3C2,598323,C09AA12
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3cc(OC)c(OC)cc3C[C@H]2C(=O)O,188707,C09AA13
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CS[C@@H](CN(CC(=O)O)C2=O)c3cccs3,1383067,C09AA14
C[C@H](CSC(=O)c1ccccc1)C(=O)N2C[C@H](C[C@H]2C(=O)O)Sc3ccccc3,188706,C09AA15
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@@H](CN(C)C2=O)C(=O)O,164680,C09AA16
CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4,408842,C09CA01
CCCCc1ncc(\C=C(/Cc2cccs2)\C(=O)O)n1Cc3ccc(cc3)C(=O)O,54211,C09CA02
CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nn[nH]n3)[C@@H](C(C)C)C(=O)O,139045,C09CA03
CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5,421066,C09CA04
Cc1nc(C)c2CCC(=O)N(Cc3ccc(cc3)c4ccccc4c5nn[nH]n5)c2n1,115967,C09CA05
CCOc1nc2cccc(C(=O)O)c2n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,116848,C09CA06
CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C,116949,C09CA07
CCCc1nc(c(C(=O)OCC2=C(C)OC(=O)O2)n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)C(C)(C)O,674643,C09CA08
CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](CC3CCCCC3)[C@@H](O)[C@@H](O)C4CC4,42751,C09XA01
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)C(C)C)ccc1OC,480746,C09XA02
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,138562,C10AA01
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,9495,C10AA02
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,178796,C10AA03
CC(C)n1c(\C=C\C(O)CC(O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13,1450253,C10AA04
CC(C)c1c(C(=O)Nc2ccccc2)c(c3ccccc3)c(c4ccc(F)cc4)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,417180,C10AA05
COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c1c2ccc(F)cc2)C(C)C,403465,C10AA06
CC(C)c1nc(nc(c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(=O)(=O)C,418845,C10AA07
O[C@H](C[C@H](O)\C=C\c1c(nc2ccccc2c1c3ccc(F)cc3)C4CC4)CC(=O)O,675704,C10AA08
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,16415,C10AB01
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,57488,C10AB02
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,2994,C10AB04
CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2,28331,C10AB05
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc2ccc(Cl)cc2,1377705,C10AB06
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)c2cccnc2,255557,C10AB07
CC(C)(Oc1ccc(cc1)C2CC2(Cl)Cl)C(=O)O,563655,C10AB08
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c2cccnc2,255910,C10AB09
CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1078580,C10AB10
[Cl-].CCc1ccc(cc1)C(C)CCc2ccc(cc2)[N+](C)(C)C,1376805,C10AC01
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c2cccnc2)COC(=O)c3cccnc3)c4cccnc4,1078526,C10AD01
OC(=O)c1cccnc1,16656,C10AD02
O[C@]1(COC(=O)c2cccnc2)O[C@H](COC(=O)c3cccnc3)[C@@H](OC(=O)c4cccnc4)[C@@H]1OC(=O)c5cccnc5,1078593,C10AD03
OCc1cccnc1,697885,C10AD05
Cc1cnc(c[n+]1[O-])C(=O)O,255548,C10AD06
OC(=O)c1cccnc1,16656,C10AD52
N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,15990,C10AX01
CC(C)(C)c1cc(SC(C)(C)Sc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,22641,C10AX02
OCCSCCCCCCCCCCSCCO,1078539,C10AX03
CC(O)(CC(=O)O)CC(=O)O,74669,C10AX05
