NAME,STATE,pKa,pH,IONIZED
139045,acidic,4.0,3,9.09090909091
139045,acidic,4.0,4,50.0
139045,acidic,4.0,5,90.9090909091
139045,acidic,4.0,6,99.0099009901
139045,acidic,4.0,7,99.9000999001
139045,acidic,4.0,8,99.9900009999
139045,acidic,4.0,9,99.99900001
139045,acidic,4.0,10,99.9999000001
139225,acidic,4.95,2,0.112076093984
139225,acidic,4.95,3,1.10956888663
139225,acidic,4.95,4,10.0882628357
139225,acidic,4.95,5,52.8750563892
139225,acidic,4.95,6,91.8168175245
139225,acidic,4.95,7,99.116622175
139225,acidic,4.95,8,99.9109542683
139225,acidic,4.95,9,99.9910882849
139225,acidic,4.95,10,99.999108757
139281,acidic,4.69,2,0.203757774487
139281,acidic,4.69,3,2.00088511407
139281,acidic,4.69,4,16.9555088647
139281,acidic,4.69,5,67.1240580816
139281,acidic,4.69,6,95.3308946947
139281,acidic,4.69,7,99.5126083218
139281,acidic,4.69,8,99.9510460946
139281,acidic,4.69,9,99.9951024517
139281,acidic,4.69,10,99.9995102236
139286,acidic,4.32,2,0.476350137221
139286,acidic,4.32,3,4.56767810397
139286,acidic,4.32,4,32.3698330507
139286,acidic,4.32,5,82.7178016963
139286,acidic,4.32,6,97.9534621062
139286,acidic,4.32,7,99.7915059926
139286,acidic,4.32,8,99.9791114029
139286,acidic,4.32,9,99.9979107475
139286,acidic,4.32,10,99.9997910708
150389,basic,9.32,2,99.9999952137
150389,basic,9.32,3,99.999952137
150389,basic,9.32,4,99.9995213722
150389,basic,9.32,5,99.9952139282
150389,basic,9.32,6,99.9521598885
150389,basic,9.32,7,99.5236498628
150389,basic,9.32,8,95.432321896
150389,basic,9.32,9,67.6301669493
150389,basic,9.32,10,17.2821983037
150549,acidic,4.3,2,0.498687873669
150549,acidic,4.3,3,4.77267210342
150549,acidic,4.3,4,33.3860575417
150549,acidic,4.3,5,83.3662469183
150549,acidic,4.3,6,98.0437696127
150549,acidic,4.3,7,99.8008710829
150549,acidic,4.3,8,99.9800513571
150549,acidic,4.3,9,99.9980047775
150549,acidic,4.3,10,99.9998004742
150882,basic,8.0,2,99.9999000001
150882,basic,8.0,3,99.99900001
150882,basic,8.0,4,99.9900009999
150882,basic,8.0,5,99.9000999001
150882,basic,8.0,6,99.0099009901
150882,basic,8.0,7,90.9090909091
150882,basic,8.0,8,50.0
150882,basic,8.0,9,9.09090909091
150882,basic,8.0,10,0.990099009901
153330,acidic,6.9,2,0.00125890956306
153330,acidic,6.9,3,0.0125876694243
153330,acidic,6.9,4,0.125734251136
153330,acidic,6.9,5,1.24327352544
153330,acidic,6.9,6,11.1815769778
153330,acidic,6.9,7,55.7311633762
153330,acidic,6.9,8,92.6412443882
153330,acidic,6.9,9,99.211931615
153330,acidic,6.9,10,99.9206302222
154051,acidic,3.59,2,2.50598212394
154051,acidic,3.59,3,20.4480099687
154051,acidic,3.59,4,71.9919005947
154051,acidic,3.59,5,96.2552367464
154051,acidic,3.59,6,99.6124625506
154051,acidic,3.59,7,99.9611106152
154051,acidic,3.59,8,99.9961096999
154051,acidic,3.59,9,99.9996109564
154051,acidic,3.59,10,99.9999610955
155006,basic,7.46,2,99.9996532644
155006,basic,7.46,3,99.9965327517
155006,basic,7.46,4,99.9653383334
155006,basic,7.46,5,99.6544612597
155006,basic,7.46,6,96.6488289452
155006,basic,7.46,7,74.2535558943
155006,basic,7.46,8,22.3845424658
155006,basic,7.46,9,2.80318671517
155006,basic,7.46,10,0.287573778476
155045,basic,8.83,2,99.9999852089
155045,basic,8.83,3,99.9998520894
155045,basic,8.83,4,99.9985209135
155045,basic,8.83,5,99.9852111036
155045,basic,8.83,6,99.8523076142
155045,basic,8.83,7,98.542450351
155045,basic,8.83,8,87.1147798405
155045,basic,8.83,9,40.3370826694
155045,basic,8.83,10,6.33268753109
158276,basic,7.95,2,99.9998877983
158276,basic,7.95,3,99.9988779941
158276,basic,7.95,4,99.9887810742
158276,basic,7.95,5,99.887923906
158276,basic,7.95,6,98.8904311134
158276,basic,7.95,7,89.9117371643
158276,basic,7.95,8,47.1249436108
158276,basic,7.95,9,8.18318247552
158276,basic,7.95,10,0.883377824981
161281,basic,8.87,2,99.9999865104
161281,basic,8.87,3,99.9998651039
161281,basic,8.87,4,99.9986510553
161281,basic,8.87,5,99.9865121906
161281,basic,8.87,6,99.8652854367
161281,basic,8.87,7,98.6689919223
161281,basic,8.87,8,88.1137783554
161281,basic,8.87,9,42.5719796345
161281,basic,8.87,10,6.90148803682
167260,acidic,3.53,2,2.86660958024
167260,acidic,3.53,3,22.7871326531
167260,acidic,3.53,4,74.6912921429
167260,acidic,3.53,5,96.7226108545
167260,acidic,3.53,6,99.6623001202
167260,acidic,3.53,7,99.966127062
167260,acidic,3.53,8,99.9966116733
167260,acidic,3.53,9,99.999661157
167260,acidic,3.53,10,99.9999661156
169652,acidic,5.01,2,0.0976283160713
169652,acidic,5.01,3,0.967779717341
169652,acidic,5.01,4,8.90239685347
169652,acidic,5.01,5,49.4243791589
169652,acidic,5.01,6,90.7169936153
169652,acidic,5.01,7,98.9870722266
169652,acidic,5.01,8,99.8977753066
169652,acidic,5.01,9,99.9897681171
169652,acidic,5.01,10,99.9989767175
170395,basic,8.77,2,99.9999830176
170395,basic,8.77,3,99.9998301759
170395,basic,8.77,4,99.9983017852
170395,basic,8.77,5,99.983020447
170395,basic,8.77,6,99.830463549
170395,basic,8.77,7,98.3301150625
170395,basic,8.77,8,85.4829177532
170395,basic,8.77,9,37.0611452782
170395,basic,8.77,10,5.56098167582
178545,acidic,3.09,2,7.51727787603
178545,acidic,3.09,3,44.8376452689
178545,acidic,3.09,4,89.0450638723
178545,acidic,3.09,5,98.784682896
178545,acidic,3.09,6,99.8771242931
178545,acidic,3.09,7,99.9876988257
178545,acidic,3.09,8,99.9987697464
178545,acidic,3.09,9,99.9998769733
178545,acidic,3.09,10,99.9999876973
180329,acidic,5.92,2,0.0120211990802
180329,acidic,5.92,3,0.120082073056
180329,acidic,5.92,4,1.18798175252
180329,acidic,5.92,5,10.7323339994
180329,acidic,5.92,6,54.592192278
180329,acidic,5.92,7,92.3210680303
180329,acidic,5.92,8,99.1750974693
180329,acidic,5.92,9,99.9168927485
180329,acidic,5.92,10,99.9916830541
181939,acidic,4.2,2,0.627001234143
181939,acidic,4.2,3,5.93509431028
181939,acidic,4.2,4,38.6863179847
181939,acidic,4.2,5,86.3193111397
181939,acidic,4.2,6,98.4398337758
181939,acidic,4.2,7,99.8417614719
181939,acidic,4.2,8,99.9841535796
181939,acidic,4.2,9,99.9984151319
181939,acidic,4.2,10,99.9998415109
188457,acidic,2.96,2,9.88131708783
188457,acidic,2.96,3,52.3009587298
188457,acidic,2.96,4,91.642137707
188457,acidic,2.96,5,99.0962316262
188457,acidic,2.96,6,99.9088820167
188457,acidic,2.96,7,99.9908807233
188457,acidic,2.96,8,99.9990879975
188457,acidic,2.96,9,99.999908799
188457,acidic,2.96,10,99.9999908799
189203,acidic,3.75,2,1.74720914948
189203,acidic,3.75,3,15.0979557211
189203,acidic,3.75,4,64.0064999803
189203,acidic,3.75,5,94.6759784798
189203,acidic,3.75,6,99.4408032691
189203,acidic,3.75,7,99.9437974725
189203,acidic,3.75,8,99.994376903
189203,acidic,3.75,9,99.9994376618
189203,acidic,3.75,10,99.9999437659
190484,acidic,3.68,2,2.04653789382
190484,acidic,3.68,3,17.2821983037
190484,acidic,3.68,4,67.6301669493
190484,acidic,3.68,5,95.432321896
190484,acidic,3.68,6,99.5236498628
190484,acidic,3.68,7,99.9521598885
190484,acidic,3.68,8,99.9952139282
190484,acidic,3.68,9,99.9995213722
190484,acidic,3.68,10,99.999952137
191342,basic,9.73,2,99.9999981379
191342,basic,9.73,3,99.9999813791
191342,basic,9.73,4,99.9998137916
191342,basic,9.73,5,99.9981379475
191342,basic,9.73,6,99.9813825954
191342,basic,9.73,7,99.8141373787
191342,basic,9.73,8,98.171952697
191342,basic,9.73,9,84.3021964414
191342,basic,9.73,10,34.9395372066
193281,basic,7.41,2,99.9996109564
193281,basic,7.41,3,99.9961096999
193281,basic,7.41,4,99.9611106152
193281,basic,7.41,5,99.6124625506
193281,basic,7.41,6,96.2552367464
193281,basic,7.41,7,71.9919005947
193281,basic,7.41,8,20.4480099687
193281,basic,7.41,9,2.50598212394
193281,basic,7.41,10,0.256380578719
196215,basic,9.55,2,99.9999971816
196215,basic,9.55,3,99.9999718162
196215,basic,9.55,4,99.9997181625
196215,basic,9.55,5,99.9971816965
196215,basic,9.55,6,99.9718241117
196215,basic,9.55,7,99.7189538027
196215,basic,9.55,8,97.2588725373
196215,basic,9.55,9,78.0129603993
196215,basic,9.55,10,26.189096746
199357,acidic,1.8,2,61.3136820153
199357,acidic,1.8,3,94.0649056897
199357,acidic,1.8,4,99.3729987659
199357,acidic,1.8,5,99.9369440512
199357,acidic,1.8,6,99.9936908246
199357,acidic,1.8,7,99.9993690466
199357,acidic,1.8,8,99.9999369043
199357,acidic,1.8,9,99.9999936904
199357,acidic,1.8,10,99.999999369
202450,basic,7.62,2,99.9997601173
202450,basic,7.62,3,99.9976012246
202450,basic,7.62,4,99.9760174238
202450,basic,7.62,5,99.760690771
202450,basic,7.62,6,97.6573630278
202450,basic,7.62,7,80.6527522817
202450,basic,7.62,8,29.4218640288
202450,basic,7.62,9,4.00186820171
202450,basic,7.62,10,0.415138796927
204115,acidic,6.71,2,0.00194980658156
204115,acidic,6.71,3,0.0194946448448
204115,acidic,6.71,4,0.194605010447
204115,acidic,6.71,5,1.91255279242
204115,acidic,6.71,6,16.3169033997
204115,acidic,6.71,7,66.0999091246
204115,acidic,6.71,8,95.121581411
204115,acidic,6.71,9,99.4897554632
204115,acidic,6.71,10,99.9487401508
208749,basic,8.82,2,99.9999848644
208749,basic,8.82,3,99.9998486441
208749,basic,8.82,4,99.9984864617
208749,basic,8.82,5,99.984866678
208749,basic,8.82,6,99.8488726157
208749,basic,8.82,7,98.5090058611
208749,basic,8.82,8,86.8540999976
208749,basic,8.82,9,39.7841906825
208749,basic,8.82,10,6.19747159254
209829,basic,8.56,2,99.9999724577
209829,basic,8.56,3,99.9997245779
209829,basic,8.56,4,99.9972458472
209829,basic,8.56,5,99.9724652967
209829,basic,8.56,6,99.7253336237
209829,basic,8.56,7,97.3195957596
209829,basic,8.56,8,78.4053683888
209829,basic,8.56,9,26.6366297586
209829,basic,8.56,10,3.5035734832
213505,basic,8.18,2,99.9999339307
213505,basic,8.18,3,99.9993393109
213505,basic,8.18,4,99.993393502
213505,basic,8.18,5,99.933974278
213505,basic,8.18,6,99.3436430593
213505,basic,8.18,7,93.8025284075
213505,basic,8.18,8,60.2158093175
213505,basic,8.18,9,13.1459000024
213505,basic,8.18,10,1.49099413893
214701,acidic,4.93,2,0.117351879058
214701,acidic,4.93,3,1.16125400997
214701,acidic,4.93,4,10.5137210356
214701,acidic,4.93,5,54.0208228324
214701,acidic,4.93,6,92.1562325057
214701,acidic,4.93,7,99.1560451823
214701,acidic,4.93,8,99.9149585782
214701,acidic,4.93,9,99.991489344
214701,acidic,4.93,10,99.9991488692
226400,acidic,3.53,2,2.86660958024
226400,acidic,3.53,3,22.7871326531
226400,acidic,3.53,4,74.6912921429
226400,acidic,3.53,5,96.7226108545
226400,acidic,3.53,6,99.6623001202
226400,acidic,3.53,7,99.966127062
226400,acidic,3.53,8,99.9966116733
226400,acidic,3.53,9,99.999661157
226400,acidic,3.53,10,99.9999661156
227917,acidic,6.83,2,0.00147908651088
227917,acidic,6.83,3,0.0147888964436
227917,acidic,6.83,4,0.14769238577
227917,acidic,6.83,5,1.45754964905
227917,acidic,6.83,6,12.8852201595
227917,acidic,6.83,7,59.6629173306
227917,acidic,6.83,8,93.6673124689
227917,acidic,6.83,9,99.3284572111
227917,acidic,6.83,10,99.9324373804
229058,basic,8.77,2,99.9999830176
229058,basic,8.77,3,99.9998301759
229058,basic,8.77,4,99.9983017852
229058,basic,8.77,5,99.983020447
229058,basic,8.77,6,99.830463549
229058,basic,8.77,7,98.3301150625
229058,basic,8.77,8,85.4829177532
229058,basic,8.77,9,37.0611452782
229058,basic,8.77,10,5.56098167582
230444,basic,10.23,2,99.9999994112
230444,basic,10.23,3,99.9999941116
230444,basic,10.23,4,99.9999411157
230444,basic,10.23,5,99.9994111598
230444,basic,10.23,6,99.9941119102
230444,basic,10.23,7,99.9411502877
230444,basic,10.23,8,99.4146034153
230444,basic,10.23,9,94.4390183242
230444,basic,10.23,10,62.9388547218
230691,acidic,4.15,2,0.702969143964
230691,acidic,4.15,3,6.61140613372
230691,acidic,4.15,4,41.4501321328
230691,acidic,4.15,5,87.6229318931
230691,acidic,4.15,6,98.6071371659
230691,acidic,4.15,7,99.8589454903
230691,acidic,4.15,8,99.9858766195
230691,acidic,4.15,9,99.9985874824
230691,acidic,4.15,10,99.9998587464
233590,acidic,4.32,2,0.476350137221
233590,acidic,4.32,3,4.56767810397
233590,acidic,4.32,4,32.3698330507
233590,acidic,4.32,5,82.7178016963
233590,acidic,4.32,6,97.9534621062
233590,acidic,4.32,7,99.7915059926
233590,acidic,4.32,8,99.9791114029
233590,acidic,4.32,9,99.9979107475
233590,acidic,4.32,10,99.9997910708
240769,acidic,3.05,2,8.18318247552
240769,acidic,3.05,3,47.1249436108
240769,acidic,3.05,4,89.9117371643
240769,acidic,3.05,5,98.8904311134
240769,acidic,3.05,6,99.887923906
240769,acidic,3.05,7,99.9887810742
240769,acidic,3.05,8,99.9988779941
240769,acidic,3.05,9,99.9998877983
240769,acidic,3.05,10,99.9999887798
244450,acidic,3.99,2,1.01292777336
244450,acidic,3.99,3,9.28300638473
244450,acidic,3.99,4,50.5756208411
244450,acidic,3.99,5,91.0976031465
244450,acidic,3.99,6,99.0322202827
244450,acidic,3.99,7,99.9023716839
244450,acidic,3.99,8,99.9902285827
244450,acidic,3.99,9,99.9990227723
244450,acidic,3.99,10,99.9999022764
248669,acidic,3.68,2,2.04653789382
248669,acidic,3.68,3,17.2821983037
248669,acidic,3.68,4,67.6301669493
248669,acidic,3.68,5,95.432321896
248669,acidic,3.68,6,99.5236498628
248669,acidic,3.68,7,99.9521598885
248669,acidic,3.68,8,99.9952139282
248669,acidic,3.68,9,99.9995213722
248669,acidic,3.68,10,99.999952137
249814,basic,9.49,2,99.9999967641
249814,basic,9.49,3,99.9999676406
249814,basic,9.49,4,99.9996764074
249814,basic,9.49,5,99.9967641681
249814,basic,9.49,6,99.9676511022
249814,basic,9.49,7,99.6774500941
249814,basic,9.49,8,96.8654940548
249814,basic,9.49,9,75.5518882071
249814,basic,9.49,10,23.6075300855
250297,basic,9.18,2,99.9999933931
250297,basic,9.18,3,99.9999339307
250297,basic,9.18,4,99.9993393109
250297,basic,9.18,5,99.993393502
250297,basic,9.18,6,99.933974278
250297,basic,9.18,7,99.3436430593
250297,basic,9.18,8,93.8025284075
250297,basic,9.18,9,60.2158093175
250297,basic,9.18,10,13.1459000024
250508,basic,9.68,2,99.9999979107
250508,basic,9.68,3,99.999979107
250508,basic,9.68,4,99.9997910708
250508,basic,9.68,5,99.9979107475
250508,basic,9.68,6,99.9791114029
250508,basic,9.68,7,99.7915059926
250508,basic,9.68,8,97.9534621062
250508,basic,9.68,9,82.7178016963
250508,basic,9.68,10,32.3698330507
252768,basic,9.78,2,99.9999983404
252768,basic,9.78,3,99.9999834041
252768,basic,9.78,4,99.9998340416
252768,basic,9.78,5,99.9983404406
252768,basic,9.78,6,99.9834068847
252768,basic,9.78,7,99.8343162758
252768,basic,9.78,8,98.3675057533
252768,basic,9.78,9,85.7663318554
252768,basic,9.78,10,37.5998241382
255347,basic,9.29,2,99.9999948714
255347,basic,9.29,3,99.9999487139
255347,basic,9.29,4,99.9994871412
255347,basic,9.29,5,99.9948716492
255347,basic,9.29,6,99.9487401508
255347,basic,9.29,7,99.4897554632
255347,basic,9.29,8,95.121581411
255347,basic,9.29,9,66.0999091246
255347,basic,9.29,10,16.3169033997
258371,basic,10.97,2,99.9999998928
258371,basic,10.97,3,99.9999989285
258371,basic,10.97,4,99.9999892848
258371,basic,10.97,5,99.9998928482
258371,basic,10.97,6,99.9989284922
258371,basic,10.97,7,99.989285955
258371,basic,10.97,8,99.8929627619
258371,basic,10.97,9,98.9398405084
258371,basic,10.97,10,90.3218404295
259959,basic,8.41,2,99.9999610955
259959,basic,8.41,3,99.9996109564
259959,basic,8.41,4,99.9961096999
259959,basic,8.41,5,99.9611106152
259959,basic,8.41,6,99.6124625506
259959,basic,8.41,7,96.2552367464
259959,basic,8.41,8,71.9919005947
259959,basic,8.41,9,20.4480099687
259959,basic,8.41,10,2.50598212394
264400,acidic,3.86,2,1.36158910288
264400,acidic,3.86,3,12.1295048788
264400,acidic,3.86,4,57.9899760358
264400,acidic,3.86,5,93.2449971003
264400,acidic,3.86,6,99.280774369
264400,acidic,3.86,7,99.9276088467
264400,acidic,3.86,8,99.9927561652
264400,acidic,3.86,9,99.9992755693
264400,acidic,3.86,10,99.9999275565
264453,acidic,4.42,2,0.378749431145
264453,acidic,4.42,3,3.6626441176
264453,acidic,4.42,4,27.5461757157
264453,acidic,4.42,5,79.1748837508
264453,acidic,4.42,6,97.4371420407
264453,acidic,4.42,7,99.7376632169
264453,acidic,4.42,8,99.9737042366
264453,acidic,4.42,9,99.9973698012
264453,acidic,4.42,10,99.9997369739
267825,acidic,5.44,2,0.0362946276942
267825,acidic,5.44,3,0.361764567017
267825,acidic,5.44,4,3.5035734832
267825,acidic,5.44,5,26.6366297586
267825,acidic,5.44,6,78.4053683888
267825,acidic,5.44,7,97.3195957596
267825,acidic,5.44,8,99.7253336237
267825,acidic,5.44,9,99.9724652967
267825,acidic,5.44,10,99.9972458472
270724,basic,10.32,2,99.9999995214
270724,basic,10.32,3,99.9999952137
270724,basic,10.32,4,99.999952137
270724,basic,10.32,5,99.9995213722
270724,basic,10.32,6,99.9952139282
270724,basic,10.32,7,99.9521598885
270724,basic,10.32,8,99.5236498628
270724,basic,10.32,9,95.432321896
270724,basic,10.32,10,67.6301669493
271725,acidic,4.0,2,0.990099009901
271725,acidic,4.0,3,9.09090909091
271725,acidic,4.0,4,50.0
271725,acidic,4.0,5,90.9090909091
271725,acidic,4.0,6,99.0099009901
271725,acidic,4.0,7,99.9000999001
271725,acidic,4.0,8,99.9900009999
271725,acidic,4.0,9,99.99900001
271725,acidic,4.0,10,99.9999000001
281549,acidic,3.49,2,3.13450594515
281549,acidic,3.49,3,24.4481117929
281549,acidic,3.49,4,76.3924699145
281549,acidic,3.49,5,97.002341084
281549,acidic,3.49,6,99.6919225072
281549,acidic,3.49,7,99.9691065927
281549,acidic,3.49,8,99.9969098001
281549,acidic,3.49,9,99.9996909714
281549,acidic,3.49,10,99.9999690971
289505,basic,12.23,2,99.9999999941
289505,basic,12.23,3,99.9999999411
289505,basic,12.23,4,99.9999994112
289505,basic,12.23,5,99.9999941116
289505,basic,12.23,6,99.9999411157
289505,basic,12.23,7,99.9994111598
289505,basic,12.23,8,99.9941119102
289505,basic,12.23,9,99.9411502877
289505,basic,12.23,10,99.4146034153
304381,acidic,6.05,2,0.00891171512389
304381,acidic,6.05,3,0.0890457317214
304381,acidic,6.05,4,0.883377824981
304381,acidic,6.05,5,8.18318247552
304381,acidic,6.05,6,47.1249436108
304381,acidic,6.05,7,89.9117371643
304381,acidic,6.05,8,98.8904311134
304381,acidic,6.05,9,99.887923906
304381,acidic,6.05,10,99.9887810742
304383,acidic,4.54,2,0.287573778476
304383,acidic,4.54,3,2.80318671517
304383,acidic,4.54,4,22.3845424658
304383,acidic,4.54,5,74.2535558943
304383,acidic,4.54,6,96.6488289452
304383,acidic,4.54,7,99.6544612597
304383,acidic,4.54,8,99.9653383334
304383,acidic,4.54,9,99.9965327517
304383,acidic,4.54,10,99.9996532644
304390,acidic,3.05,2,8.18318247552
304390,acidic,3.05,3,47.1249436108
304390,acidic,3.05,4,89.9117371643
304390,acidic,3.05,5,98.8904311134
304390,acidic,3.05,6,99.887923906
304390,acidic,3.05,7,99.9887810742
304390,acidic,3.05,8,99.9988779941
304390,acidic,3.05,9,99.9998877983
304390,acidic,3.05,10,99.9999887798
304398,acidic,4.08,2,0.824902530705
304398,acidic,4.08,3,7.67893196971
304398,acidic,4.08,4,45.407807722
304398,acidic,4.08,5,89.2676660006
304398,acidic,4.08,6,98.8120182475
304398,acidic,4.08,7,99.8799179269
304398,acidic,4.08,8,99.9879788009
304398,acidic,4.08,9,99.99879775
304398,acidic,4.08,10,99.9998797737
304417,acidic,3.78,2,1.63249424666
304417,acidic,3.78,3,14.2336681446
304417,acidic,3.78,4,62.4001758618
304417,acidic,3.78,5,94.316847916
304417,acidic,3.78,6,99.4010494479
304417,acidic,3.78,7,99.9397803273
304417,acidic,3.78,8,99.9939747672
304417,acidic,3.78,9,99.999397444
304417,acidic,3.78,10,99.9999397441
311242,acidic,1.8,2,61.3136820153
311242,acidic,1.8,3,94.0649056897
311242,acidic,1.8,4,99.3729987659
311242,acidic,1.8,5,99.9369440512
311242,acidic,1.8,6,99.9936908246
311242,acidic,1.8,7,99.9993690466
311242,acidic,1.8,8,99.9999369043
311242,acidic,1.8,9,99.9999936904
311242,acidic,1.8,10,99.999999369
311503,acidic,6.05,2,0.00891171512389
311503,acidic,6.05,3,0.0890457317214
311503,acidic,6.05,4,0.883377824981
311503,acidic,6.05,5,8.18318247552
311503,acidic,6.05,6,47.1249436108
311503,acidic,6.05,7,89.9117371643
311503,acidic,6.05,8,98.8904311134
311503,acidic,6.05,9,99.887923906
311503,acidic,6.05,10,99.9887810742
314132,basic,12.13,2,99.9999999926
314132,basic,12.13,3,99.9999999259
314132,basic,12.13,4,99.9999992587
314132,basic,12.13,5,99.9999925869
314132,basic,12.13,6,99.999925869
314132,basic,12.13,7,99.9992586953
314132,basic,12.13,8,99.9925874471
314132,basic,12.13,9,99.9259238892
314132,basic,12.13,10,99.2641447292
340684,acidic,6.16,2,0.00691783111221
340684,acidic,6.16,3,0.0691352671729
340684,acidic,6.16,4,0.687077555595
340684,acidic,6.16,5,6.47065009539
340684,acidic,6.16,6,40.8924403685
340684,acidic,6.16,7,87.3710420945
340684,acidic,6.16,8,98.5751554984
340684,acidic,6.16,9,99.855664651
340684,acidic,6.16,10,99.9855476913
345595,basic,9.16,2,99.9999930817
345595,basic,9.16,3,99.999930817
345595,basic,9.16,4,99.9993081738
345595,basic,9.16,5,99.9930821689
345595,basic,9.16,6,99.9308647328
345595,basic,9.16,7,99.3129224444
345595,basic,9.16,8,93.5293499046
345595,basic,9.16,9,59.1075596315
345595,basic,9.16,10,12.6289579055
353011,acidic,6.84,2,0.00144541887809
353011,acidic,6.84,3,0.0144523087133
353011,acidic,6.84,4,0.144335349021
353011,acidic,6.84,5,1.42484450165
353011,acidic,6.84,6,12.6289579055
353011,acidic,6.84,7,59.1075596315
353011,acidic,6.84,8,93.5293499046
353011,acidic,6.84,9,99.3129224444
353011,acidic,6.84,10,99.9308647328
355897,basic,8.89,2,99.9999871175
355897,basic,8.89,3,99.9998711752
355897,basic,8.89,4,99.998711767
355897,basic,8.89,5,99.9871191639
355897,basic,8.89,6,99.87134079
355897,basic,8.89,7,98.7281352404
355897,basic,8.89,8,88.5876942586
355897,basic,8.89,9,43.7015271896
355897,basic,8.89,10,7.20331585038
355917,basic,8.86,2,99.9999861962
355917,basic,8.86,3,99.9998619618
355917,basic,8.86,4,99.9986196348
355917,basic,8.86,5,99.9861980626
355917,basic,8.86,6,99.8621518569
355917,basic,8.86,7,98.6384108971
355917,basic,8.86,8,87.8704951212
355917,basic,8.86,9,42.0100239642
355917,basic,8.86,10,6.75500289966
364141,basic,8.38,2,99.9999583131
364141,basic,8.38,3,99.9995831324
364141,basic,8.38,4,99.9958314799
364141,basic,8.38,5,99.9583304324
364141,basic,8.38,6,99.5848612031
364141,basic,8.38,7,95.9981317983
364141,basic,8.38,8,70.5781359712
364141,basic,8.38,9,19.3472477183
364141,basic,8.38,10,2.34263697216
364859,acidic,6.66,2,0.00218771376199
364859,acidic,6.66,3,0.0218728309855
364859,acidic,6.66,4,0.218298577145
364859,acidic,6.66,5,2.14092332505
364859,acidic,6.66,6,17.9504792714
364859,acidic,6.66,7,68.6300257683
364859,acidic,6.66,8,95.6289152264
364859,acidic,6.66,9,99.5449916
364859,acidic,6.66,10,99.9543120645
372438,acidic,4.43,2,0.370159954462
372438,acidic,4.43,3,3.58225875813
372438,acidic,4.43,4,27.0890037102
372438,acidic,4.43,5,78.7926768077
372438,acidic,4.43,6,97.3790100527
372438,acidic,4.43,7,99.731569011
372438,acidic,4.43,8,99.9730918944
372438,acidic,4.43,9,99.9973085376
372438,acidic,4.43,10,99.9997308472
373856,acidic,2.86,2,12.1295048788
373856,acidic,2.86,3,57.9899760358
373856,acidic,2.86,4,93.2449971003
373856,acidic,2.86,5,99.280774369
373856,acidic,2.86,6,99.9276088467
373856,acidic,2.86,7,99.9927561652
373856,acidic,2.86,8,99.9992755693
373856,acidic,2.86,9,99.9999275565
373856,acidic,2.86,10,99.9999927556
373985,acidic,2.84,2,12.6289579055
373985,acidic,2.84,3,59.1075596315
373985,acidic,2.84,4,93.5293499046
373985,acidic,2.84,5,99.3129224444
373985,acidic,2.84,6,99.9308647328
373985,acidic,2.84,7,99.9930821689
373985,acidic,2.84,8,99.9993081738
373985,acidic,2.84,9,99.999930817
373985,acidic,2.84,10,99.9999930817
377715,basic,9.47,2,99.9999966116
377715,basic,9.47,3,99.9999661156
377715,basic,9.47,4,99.999661157
377715,basic,9.47,5,99.9966116733
377715,basic,9.47,6,99.966127062
377715,basic,9.47,7,99.6623001202
377715,basic,9.47,8,96.7226108545
377715,basic,9.47,9,74.6912921429
377715,basic,9.47,10,22.7871326531
378218,acidic,6.89,2,0.00128823295604
378218,acidic,6.89,3,0.0128808361438
378218,acidic,6.89,4,0.12865921
378218,acidic,6.89,5,1.27186475963
378218,acidic,6.89,6,11.4123057414
378218,acidic,6.89,7,56.2984728104
378218,acidic,6.89,8,92.7966841496
378218,acidic,6.89,9,99.229732066
378218,acidic,6.89,10,99.9224354976
378315,acidic,5.67,2,0.0213750509902
378315,acidic,5.67,3,0.213340095913
378315,acidic,5.67,4,2.09321005213
378315,acidic,5.67,5,17.6138471494
378315,acidic,5.67,6,68.1321835166
378315,acidic,5.67,7,95.5316490628
378315,acidic,5.67,8,99.534442435
378315,acidic,5.67,9,99.9532483533
378315,acidic,5.67,10,99.9953228674
386327,basic,7.75,2,99.9998221724
386327,basic,7.75,3,99.9982217522
386327,basic,7.75,4,99.9822203676
386327,basic,7.75,5,99.8224877254
386327,basic,7.75,6,98.2527908505
386327,basic,7.75,7,84.9020442789
386327,basic,7.75,8,35.9935000197
386327,basic,7.75,9,5.3240215202
386327,basic,7.75,10,0.559196730883
394229,acidic,5.67,2,0.0213750509902
394229,acidic,5.67,3,0.213340095913
394229,acidic,5.67,4,2.09321005213
394229,acidic,5.67,5,17.6138471494
394229,acidic,5.67,6,68.1321835166
394229,acidic,5.67,7,95.5316490628
394229,acidic,5.67,8,99.534442435
394229,acidic,5.67,9,99.9532483533
394229,acidic,5.67,10,99.9953228674
394231,acidic,4.85,2,0.141054509672
394231,acidic,4.85,3,1.39286283415
394231,acidic,4.85,4,12.3770681069
394231,acidic,4.85,5,58.5498678672
394231,acidic,4.85,6,93.3885938663
394231,acidic,4.85,7,99.297030856
394231,acidic,4.85,8,99.9292555048
394231,acidic,4.85,9,99.9929210433
394231,acidic,4.85,10,99.9992920592
394539,acidic,-3.03,2,99.9990667544
394539,acidic,-3.03,3,99.9999066747
394539,acidic,-3.03,4,99.9999906675
394539,acidic,-3.03,5,99.9999990667
394539,acidic,-3.03,6,99.9999999067
